unix_ts,host,gpu_index,gpu_uuid,power_w,sm_clock_mhz,gpu_util_pct
1786139212.536762,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,16.05,210.0,0.0
1786139212.536762,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,15.88,210.0,0.0
1786139212.536762,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.56,210.0,0.0
1786139213.037232,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,16.06,210.0,0.0
1786139213.037232,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,16.05,210.0,0.0
1786139213.037232,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,15.88,210.0,0.0
1786139213.037232,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.56,210.0,0.0
1786139213.537700,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,16.06,210.0,0.0
1786139213.537700,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,16.05,210.0,0.0
1786139213.537700,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,15.88,210.0,0.0
1786139213.537700,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.51,210.0,0.0
1786139214.038146,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,16.06,210.0,0.0
1786139214.038146,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,16.05,210.0,0.0
1786139214.038146,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,15.88,210.0,0.0
1786139214.038146,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.51,210.0,0.0
1786139214.538592,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,16.06,210.0,0.0
1786139214.538592,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,16.05,210.0,0.0
1786139214.538592,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,15.88,210.0,0.0
1786139214.538592,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.51,210.0,0.0
1786139215.039041,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,16.06,210.0,0.0
1786139215.039041,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,16.09,210.0,0.0
1786139215.039041,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,15.88,210.0,0.0
1786139215.039041,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.51,210.0,0.0
1786139215.539523,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,16.06,210.0,0.0
1786139215.539523,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,16.09,210.0,0.0
1786139215.539523,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,15.88,210.0,0.0
1786139215.539523,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.56,210.0,0.0
1786139216.039993,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,16.06,210.0,0.0
1786139216.039993,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,16.09,210.0,0.0
1786139216.039993,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,15.88,210.0,0.0
1786139216.039993,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.56,210.0,0.0
1786139216.540441,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,16.06,210.0,0.0
1786139216.540441,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,16.09,210.0,0.0
1786139216.540441,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,15.88,210.0,0.0
1786139216.540441,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.56,210.0,0.0
1786139217.040885,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,16.06,210.0,0.0
1786139217.040885,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,16.09,210.0,0.0
1786139217.040885,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,15.88,210.0,0.0
1786139217.040885,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.56,210.0,0.0
1786139217.541335,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,16.06,210.0,0.0
1786139217.541335,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,16.09,210.0,0.0
1786139217.541335,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,15.88,210.0,0.0
1786139217.541335,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.56,210.0,0.0
1786139218.041787,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,16.06,210.0,0.0
1786139218.041787,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,16.14,210.0,0.0
