unix_ts,event,seq,workload_id,policy
1786139308.381947333,workload_start,1,short_low,single_pool_l4_tp4_predictive_dvfs
1786139331.959070555,workload_end,1,short_low,single_pool_l4_tp4_predictive_dvfs
1786139337.801939790,workload_start,2,prefill_128,single_pool_l4_tp4_predictive_dvfs
1786139360.034306735,workload_end,2,prefill_128,single_pool_l4_tp4_predictive_dvfs
1786139365.844670568,workload_start,3,mixed_512,single_pool_l4_tp4_predictive_dvfs
1786139388.546969561,workload_end,3,mixed_512,single_pool_l4_tp4_predictive_dvfs
1786139394.346606202,workload_start,4,prefill_1024,single_pool_l4_tp4_predictive_dvfs
1786139417.252923139,workload_end,4,prefill_1024,single_pool_l4_tp4_predictive_dvfs
1786139423.109591716,workload_start,5,decode_512,single_pool_l4_tp4_predictive_dvfs
