canary_active_at_end,canary_active_at_start,control_inclusive_ttft_ms,d_mhz,duration_s,end,endpoints,energy_j,frequency_changed,frequency_source,inference,mean_power_w,observed_output_tokens,p_mhz,phase,request_id,service_sequence,settle_wait_s,start,table_hit,table_revision,tpot_ms,ttft_ms,window_index,window_request_index,workload_id
,,345.1657295227051,1125,3.9872848987579346,1788696291.5655334,"{""P1"": {""energy_j"": 271.88638600707054, ""clock_match_fraction"": null, ""mean_power_w"": 68.1883519514156, ""samples"": 39}, ""D1"": {""energy_j"": 225.73666874691844, ""clock_match_fraction"": null, ""mean_power_w"": 56.61413078790454, ""samples"": 36}}",497.623054753989,False,table,"{""start"": 1788696287.5820084, ""end"": 1788696291.5655334, ""duration_s"": 3.983525037765503, ""energy_j"": 497.3352727741003, ""mean_power_w"": 124.84803485836075, ""endpoints"": {""P1"": {""energy_j"": 271.6724908053875, ""clock_match_fraction"": 1.0, ""mean_power_w"": 68.19901675772522, ""samples"": 39}, ""D1"": {""energy_j"": 225.6627819687128, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.64901810063553, ""samples"": 36}}}",124.80248273932014,64,1200,production,production-00085,85,0.0,1788696287.5782485,True,1,57.740976095258716,341.4004589430988,2,35,prefill_medium
,,344.9680805206299,1125,3.9866437911987305,1788696300.6664329,"{""P1"": {""energy_j"": 265.62437161803246, ""clock_match_fraction"": null, ""mean_power_w"": 66.62856917501595, ""samples"": 38}, ""D1"": {""energy_j"": 223.32797281444073, ""clock_match_fraction"": null, ""mean_power_w"": 56.01904371478571, ""samples"": 36}}",488.9523444324732,False,table,"{""start"": 1788696296.683094, ""end"": 1788696300.6664329, ""duration_s"": 3.9833388328552246, ""energy_j"": 488.69355922564864, ""mean_power_w"": 122.68440615566642, ""endpoints"": {""P1"": {""energy_j"": 265.4310647845268, ""clock_match_fraction"": 1.0, ""mean_power_w"": 66.63532175450614, ""samples"": 38}, ""D1"": {""energy_j"": 223.26249444112182, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.04908440116029, ""samples"": 36}}}",122.64761288980166,64,1200,production,production-00086,86,0.0,1788696296.679789,True,1,57.7376630630285,341.6570849949494,2,36,prefill_medium
,,344.97618675231934,1125,3.9861254692077637,1788696309.765631,"{""P1"": {""energy_j"": 269.6741306781769, ""clock_match_fraction"": null, ""mean_power_w"": 67.65319675995403, ""samples"": 38}, ""D1"": {""energy_j"": 225.182822547853, ""clock_match_fraction"": null, ""mean_power_w"": 56.49165443670987, ""samples"": 36}}",494.8569532260299,False,table,"{""start"": 1788696305.7834482, ""end"": 1788696309.765631, ""duration_s"": 3.982182741165161, ""energy_j"": 494.53793358802795, ""mean_power_w"": 124.18765429216072, ""endpoints"": {""P1"": {""energy_j"": 269.43310526013374, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.65965370572104, ""samples"": 38}, ""D1"": {""energy_j"": 225.1048283278942, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.52800058643968, ""samples"": 36}}}",124.1448511966639,64,1200,production,production-00087,87,0.0,1788696305.7795055,True,1,57.73735914327618,341.03037999011576,2,37,prefill_medium
,,345.3257083892822,1125,3.9873669147491455,1788696318.8167841,"{""P1"": {""energy_j"": 271.3661857545376, ""clock_match_fraction"": null, ""mean_power_w"": 68.05648729008674, ""samples"": 38}, ""D1"": {""energy_j"": 221.8509248904884, ""clock_match_fraction"": null, ""mean_power_w"": 55.63845255119833, ""samples"": 36}}",493.21711064502597,False,table,"{""start"": 1788696314.8327887, ""end"": 1788696318.8167841, ""duration_s"": 3.9839954376220703, ""energy_j"": 492.96203258261085, ""mean_power_w"": 123.73559164436327, ""endpoints"": {""P1"": {""energy_j"": 271.17663607001305, ""clock_match_fraction"": 1.0, ""mean_power_w"": 68.06650266443839, ""samples"": 38}, ""D1"": {""energy_j"": 221.7853965125978, ""clock_match_fraction"": 1.0, ""mean_power_w"": 55.66908897992488, ""samples"": 36}}}",123.69493984128506,64,1200,production,production-00088,88,0.0,1788696314.8294172,True,1,57.733933777651856,341.94863692391664,2,38,prefill_medium
,,348.346471786499,1125,3.9908158779144287,1788696327.8716347,"{""P1"": {""energy_j"": 271.61158046126366, ""clock_match_fraction"": null, ""mean_power_w"": 68.05916102629267, ""samples"": 38}, ""D1"": {""energy_j"": 226.22003918513656, ""clock_match_fraction"": null, ""mean_power_w"": 56.68516065525867, ""samples"": 36}}",497.8316196464002,False,table,"{""start"": 1788696323.8856251, ""end"": 1788696327.8716347, ""duration_s"": 3.9860095977783203, ""energy_j"": 497.46715807169676, ""mean_power_w"": 124.80330161497095, ""endpoints"": {""P1"": {""energy_j"": 271.34202539920807, ""clock_match_fraction"": 1.0, ""mean_power_w"": 68.07360061311589, ""samples"": 38}, ""D1"": {""energy_j"": 226.1251326724887, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.72970100185507, ""samples"": 36}}}",124.74432168155134,64,1200,production,production-00089,89,0.0,1788696323.8808188,True,1,57.73973209591257,343.5370509978384,2,39,prefill_medium
,,341.08829498291016,1125,3.9827888011932373,1788696337.0179777,"{""P1"": {""energy_j"": 265.8847822844982, ""clock_match_fraction"": null, ""mean_power_w"": 66.7584437831199, ""samples"": 38}, ""D1"": {""energy_j"": 221.42459250986576, ""clock_match_fraction"": null, ""mean_power_w"": 55.595363842423005, ""samples"": 36}}",487.309374794364,False,table,"{""start"": 1788696333.0393994, ""end"": 1788696337.0179777, ""duration_s"": 3.9785783290863037, ""energy_j"": 486.8188656195998, ""mean_power_w"": 122.36000534678419, ""endpoints"": {""P1"": {""energy_j"": 265.56096851825714, ""clock_match_fraction"": 1.0, ""mean_power_w"": 66.74770396671926, ""samples"": 38}, ""D1"": {""energy_j"": 221.25789710134268, ""clock_match_fraction"": 1.0, ""mean_power_w"": 55.612301380064935, ""samples"": 36}}}",122.3538076255429,64,1200,production,production-00090,90,0.0,1788696333.035189,True,1,57.73574707933539,336.873558931984,2,40,prefill_medium
,,342.29469299316406,1125,3.9842751026153564,1788696346.1168277,"{""P1"": {""energy_j"": 272.6223423779011, ""clock_match_fraction"": null, ""mean_power_w"": 68.42457796123225, ""samples"": 39}, ""D1"": {""energy_j"": 224.67112734913826, ""clock_match_fraction"": null, ""mean_power_w"": 56.389461461047134, ""samples"": 36}}",497.29346972703934,False,table,"{""start"": 1788696342.1361418, ""end"": 1788696346.1168277, ""duration_s"": 3.9806859493255615, ""energy_j"": 497.02142076939344, ""mean_power_w"": 124.8582347606705, ""endpoints"": {""P1"": {""energy_j"": 272.42097422480583, ""clock_match_fraction"": 1.0, ""mean_power_w"": 68.43568613368294, ""samples"": 39}, ""D1"": {""energy_j"": 224.6004465445876, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.422548626987556, ""samples"": 36}}}",124.81403942227938,64,1200,production,production-00091,91,0.0,1788696342.1325526,True,1,57.738972983012594,338.7009360594675,2,41,prefill_medium
,,342.92054176330566,1125,3.9837400913238525,1788696355.2150686,"{""P1"": {""energy_j"": 270.6611591875553, ""clock_match_fraction"": null, ""mean_power_w"": 67.94147032258091, ""samples"": 38}, ""D1"": {""energy_j"": 225.01692489907146, ""clock_match_fraction"": null, ""mean_power_w"": 56.48383673150102, ""samples"": 36}}",495.67808408662677,False,table,"{""start"": 1788696351.2350945, ""end"": 1788696355.2150686, ""duration_s"": 3.9799740314483643, ""energy_j"": 495.39128229767084, ""mean_power_w"": 124.47098357508416, ""endpoints"": {""P1"": {""energy_j"": 270.44827473163605, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.95227119439681, ""samples"": 38}, ""D1"": {""energy_j"": 224.9430075660348, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.51871238068735, ""samples"": 36}}}",124.42530705408194,64,1200,production,production-00092,92,0.0,1788696351.2313285,True,1,57.73620976186875,339.1505170147866,2,42,prefill_medium
,,343.98627281188965,1125,3.9856436252593994,1788696364.3150475,"{""P1"": {""energy_j"": 265.0818974673748, ""clock_match_fraction"": null, ""mean_power_w"": 66.50918205215157, ""samples"": 38}, ""D1"": {""energy_j"": 223.2476024441421, ""clock_match_fraction"": null, ""mean_power_w"": 56.01293628694973, ""samples"": 35}}",488.3294999115169,False,table,"{""start"": 1788696360.3333726, ""end"": 1788696364.3150475, ""duration_s"": 3.981674909591675, ""energy_j"": 487.94520638510585, ""mean_power_w"": 122.54772613647285, ""endpoints"": {""P1"": {""energy_j"": 264.77600514888763, ""clock_match_fraction"": 1.0, ""mean_power_w"": 66.49864972930216, ""samples"": 38}, ""D1"": {""energy_j"": 223.1692012362182, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.04907640717069, ""samples"": 35}}}",122.52211833910131,64,1200,production,production-00093,93,0.0,1788696360.3294039,True,1,57.73619917546591,340.0117459241301,2,43,prefill_medium
,,340.5742645263672,1125,3.9818575382232666,1788696373.4122846,"{""P1"": {""energy_j"": 272.35734510421753, ""clock_match_fraction"": null, ""mean_power_w"": 68.3995704240452, ""samples"": 38}, ""D1"": {""energy_j"": 222.93262203782797, ""clock_match_fraction"": null, ""mean_power_w"": 55.98709142600368, ""samples"": 36}}",495.2899671420455,False,table,"{""start"": 1788696369.433915, ""end"": 1788696373.4122846, ""duration_s"": 3.97836971282959, ""energy_j"": 494.9556894004345, ""mean_power_w"": 124.4116874820064, ""endpoints"": {""P1"": {""energy_j"": 272.0917320549488, ""clock_match_fraction"": 1.0, ""mean_power_w"": 68.3927718375438, ""samples"": 38}, ""D1"": {""energy_j"": 222.8639573454857, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.0189156444626, ""samples"": 36}}}",124.38666185004887,64,1200,production,production-00094,94,0.0,1788696369.430427,True,1,57.734076159134034,337.08153502084315,2,44,prefill_medium
,,342.37194061279297,1125,3.985948324203491,1788696382.5634754,"{""P1"": {""energy_j"": 271.86510160565376, ""clock_match_fraction"": null, ""mean_power_w"": 68.20587711958869, ""samples"": 38}, ""D1"": {""energy_j"": 223.7129443101585, ""clock_match_fraction"": null, ""mean_power_w"": 56.125400058934, ""samples"": 35}}",495.57804591581225,False,table,"{""start"": 1788696378.5813084, ""end"": 1788696382.5634754, ""duration_s"": 3.9821670055389404, ""energy_j"": 495.28901582211256, ""mean_power_w"": 124.37675645777716, ""endpoints"": {""P1"": {""energy_j"": 271.6508973836899, ""clock_match_fraction"": 1.0, ""mean_power_w"": 68.21685203203201, ""samples"": 38}, ""D1"": {""energy_j"": 223.63811843842268, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.159904425745154, ""samples"": 35}}}",124.33127717852268,64,1200,production,production-00095,95,0.0,1788696378.577527,True,1,57.74210385667781,338.5849631158635,2,45,prefill_medium
,,349.64489936828613,1125,3.992233991622925,1788696391.6721592,"{""P1"": {""energy_j"": 271.36678582429886, ""clock_match_fraction"": null, ""mean_power_w"": 67.97366747383029, ""samples"": 38}, ""D1"": {""energy_j"": 224.21574933454394, ""clock_match_fraction"": null, ""mean_power_w"": 56.16297787279639, ""samples"": 35}}",495.5825351588428,False,table,"{""start"": 1788696387.6857522, ""end"": 1788696391.6721592, ""duration_s"": 3.9864070415496826, ""energy_j"": 494.55638133361936, ""mean_power_w"": 124.06068326162816, ""endpoints"": {""P1"": {""energy_j"": 270.45574510097504, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.84448810220785, ""samples"": 38}, ""D1"": {""energy_j"": 224.10063623264432, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.216195159420316, ""samples"": 35}}}",124.13664534662668,64,1200,production,production-00096,96,0.0,1788696387.6799252,True,1,57.733731667718125,343.81245798431337,2,46,prefill_medium
,,346.4066982269287,1125,3.9886763095855713,1788696400.8268971,"{""P1"": {""energy_j"": 272.17188903689384, ""clock_match_fraction"": null, ""mean_power_w"": 68.23614350024128, ""samples"": 38}, ""D1"": {""energy_j"": 224.93546683341265, ""clock_match_fraction"": null, ""mean_power_w"": 56.393512377238686, ""samples"": 36}}",497.1073558703065,False,table,"{""start"": 1788696396.8420396, ""end"": 1788696400.8268971, ""duration_s"": 3.9848575592041016, ""energy_j"": 496.8118090890348, ""mean_power_w"": 124.6749229320667, ""endpoints"": {""P1"": {""energy_j"": 271.9509873390198, ""clock_match_fraction"": 1.0, ""mean_power_w"": 68.24609996682962, ""samples"": 38}, ""D1"": {""energy_j"": 224.86082175001502, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.42882296523709, ""samples"": 36}}}",124.62965587747996,64,1200,production,production-00097,97,0.0,1788696396.8382208,True,1,57.73256633371588,342.583280056715,2,47,prefill_medium
,,344.6207046508789,1125,3.9865150451660156,1788696409.928467,"{""P1"": {""energy_j"": 272.02631399035454, ""clock_match_fraction"": null, ""mean_power_w"": 68.23662043373179, ""samples"": 39}, ""D1"": {""energy_j"": 222.62006898224354, ""clock_match_fraction"": null, ""mean_power_w"": 55.84327826686345, ""samples"": 36}}",494.6463829725981,False,table,"{""start"": 1788696405.9462502, ""end"": 1788696409.928467, ""duration_s"": 3.9822168350219727, ""energy_j"": 494.22936756536365, ""mean_power_w"": 124.10910506399802, ""endpoints"": {""P1"": {""energy_j"": 271.7798630595207, ""clock_match_fraction"": 1.0, ""mean_power_w"": 68.24838383217299, ""samples"": 38}, ""D1"": {""energy_j"": 222.44950450584292, ""clock_match_fraction"": 1.0, ""mean_power_w"": 55.86072123182502, ""samples"": 36}}}",124.07989870059524,64,1200,production,production-00098,98,0.0,1788696405.941952,True,1,57.73428696880324,340.319468989037,2,48,prefill_medium
,,348.63829612731934,1125,3.9907689094543457,1788696419.085124,"{""P1"": {""energy_j"": 269.1887840926647, ""clock_match_fraction"": null, ""mean_power_w"": 67.45286189208852, ""samples"": 38}, ""D1"": {""energy_j"": 223.69783567637205, ""clock_match_fraction"": null, ""mean_power_w"": 56.0538183873338, ""samples"": 35}}",492.88661976903677,False,table,"{""start"": 1788696415.1006498, ""end"": 1788696419.085124, ""duration_s"": 3.9844741821289062, ""energy_j"": 491.89183105155826, ""mean_power_w"": 123.45213159060809, ""endpoints"": {""P1"": {""energy_j"": 268.3173218667507, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.34071036780784, ""samples"": 38}, ""D1"": {""energy_j"": 223.57450918480754, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.11142122280024, ""samples"": 35}}}",123.50668027942233,64,1200,production,production-00099,99,0.0,1788696415.094355,True,1,57.726827603469175,342.34075294807553,2,49,prefill_medium
,,346.45557403564453,1125,3.9876604080200195,1788696428.1950755,"{""P1"": {""energy_j"": 272.4728329181671, ""clock_match_fraction"": null, ""mean_power_w"": 68.32899621295917, ""samples"": 39}, ""D1"": {""energy_j"": 224.43577713146806, ""clock_match_fraction"": null, ""mean_power_w"": 56.282570271049345, ""samples"": 36}}",496.9086100496352,False,table,"{""start"": 1788696424.2126198, ""end"": 1788696428.1950755, ""duration_s"": 3.9824557304382324, ""energy_j"": 496.44920632243156, ""mean_power_w"": 124.65906463894375, ""endpoints"": {""P1"": {""energy_j"": 272.1152383387089, ""clock_match_fraction"": 1.0, ""mean_power_w"": 68.32850300353876, ""samples"": 38}, ""D1"": {""energy_j"": 224.3339679837227, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.330561635405, ""samples"": 36}}}",124.6115664840085,64,1200,production,production-00100,100,0.0,1788696424.207415,True,1,57.72989168245759,341.24721598345786,2,50,prefill_medium
,,346.0688591003418,1125,3.987910032272339,1788696437.2989166,"{""P1"": {""energy_j"": 271.58038157224655, ""clock_match_fraction"": null, ""mean_power_w"": 68.10092990425318, ""samples"": 39}, ""D1"": {""energy_j"": 223.9293980114162, ""clock_match_fraction"": null, ""mean_power_w"": 56.15206867739182, ""samples"": 36}}",495.50977958366275,False,table,"{""start"": 1788696433.3157861, ""end"": 1788696437.2989166, ""duration_s"": 3.98313045501709, ""energy_j"": 495.14594285935163, ""mean_power_w"": 124.31075217124095, ""endpoints"": {""P1"": {""energy_j"": 271.3103111088276, ""clock_match_fraction"": 1.0, ""mean_power_w"": 68.11484438504627, ""samples"": 39}, ""D1"": {""energy_j"": 223.83563175052404, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.19590778619468, ""samples"": 36}}}",124.25299858164499,64,1200,production,production-00101,101,0.0,1788696433.3110065,True,1,57.72780101665015,341.28427400719374,2,51,prefill_medium
,,348.9079475402832,1125,3.990955114364624,1788696446.4556959,"{""P1"": {""energy_j"": 271.2738942503929, ""clock_match_fraction"": null, ""mean_power_w"": 67.97217369696747, ""samples"": 38}, ""D1"": {""energy_j"": 224.4211118258536, ""clock_match_fraction"": null, ""mean_power_w"": 56.232431935427144, ""samples"": 36}}",495.6950060762465,False,table,"{""start"": 1788696442.4700513, ""end"": 1788696446.4556959, ""duration_s"": 3.985644578933716, ""energy_j"": 494.70652014389634, ""mean_power_w"": 124.12208623887024, ""endpoints"": {""P1"": {""energy_j"": 270.39024475216866, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.84103283602535, ""samples"": 38}, ""D1"": {""energy_j"": 224.3162753917277, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.28105340284489, ""samples"": 36}}}",124.20460563239462,64,1200,production,production-00102,102,0.0,1788696442.4647408,True,1,57.72547615832457,343.59071101062,2,52,prefill_medium
,,350.5997657775879,1125,3.992110013961792,1788696455.613605,"{""P1"": {""energy_j"": 265.2993600666523, ""clock_match_fraction"": null, ""mean_power_w"": 66.45592409497948, ""samples"": 38}, ""D1"": {""energy_j"": 225.0446320734918, ""clock_match_fraction"": null, ""mean_power_w"": 56.372352286493296, ""samples"": 35}}",490.3439921401441,False,table,"{""start"": 1788696451.6278107, ""end"": 1788696455.613605, ""duration_s"": 3.9857943058013916, ""energy_j"": 489.85379826277494, ""mean_power_w"": 122.89991923310853, ""endpoints"": {""P1"": {""energy_j"": 264.9354567229748, ""clock_match_fraction"": 1.0, ""mean_power_w"": 66.46992704499495, ""samples"": 38}, ""D1"": {""energy_j"": 224.91834153980017, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.429992188113594, ""samples"": 35}}}",122.82827638147278,64,1200,production,production-00103,103,0.0,1788696451.621495,True,1,57.72979207898653,344.27864803001285,2,53,prefill_medium
,,347.71180152893066,1125,3.9896461963653564,1788696464.6689224,"{""P1"": {""energy_j"": 272.03802013397217, ""clock_match_fraction"": null, ""mean_power_w"": 68.18600115012805, ""samples"": 39}, ""D1"": {""energy_j"": 225.1226889975369, ""clock_match_fraction"": null, ""mean_power_w"": 56.426730070106956, ""samples"": 36}}",497.16070913150907,False,table,"{""start"": 1788696460.683967, ""end"": 1788696464.6689224, ""duration_s"": 3.984955310821533, ""energy_j"": 496.8048983775079, ""mean_power_w"": 124.6701304349351, ""endpoints"": {""P1"": {""energy_j"": 271.7751016020775, ""clock_match_fraction"": 1.0, ""mean_power_w"": 68.20028843586923, ""samples"": 39}, ""D1"": {""energy_j"": 225.02979677543044, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.46984199906588, ""samples"": 36}}}",124.612731220235,64,1200,production,production-00104,104,0.0,1788696460.6792762,True,1,57.7303105558727,343.0152189685032,2,54,prefill_medium
prefill_heavy,,3174.21293258667,1500,6.838195562362671,1788696476.6773815,"{""P1"": {""energy_j"": 576.3671347498894, ""clock_match_fraction"": null, ""mean_power_w"": 84.28643631109436, ""samples"": 64}, ""D1"": {""energy_j"": 323.3161567822099, ""clock_match_fraction"": null, ""mean_power_w"": 47.28091699537482, ""samples"": 62}}",899.6832915320992,True,safe_high,"{""start"": 1788696472.5301664, ""end"": 1788696476.6773815, ""duration_s"": 4.147215127944946, ""energy_j"": 631.7717650867999, ""mean_power_w"": 152.33638612807127, ""endpoints"": {""P1"": {""energy_j"": 370.1312715411186, ""clock_match_fraction"": 1.0, ""mean_power_w"": 89.24814848573538, ""samples"": 40}, ""D1"": {""energy_j"": 261.64049354568124, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.0882376423359, ""samples"": 37}}}",131.5673533064692,64,2520,production,production-00105,105,0.5,1788696469.839186,False,0,58.08231042742374,483.23101201094687,3,1,prefill_heavy
prefill_heavy,prefill_heavy,474.97010231018066,1500,4.138351917266846,1788696485.93046,"{""P1"": {""energy_j"": 370.28553462028503, ""clock_match_fraction"": null, ""mean_power_w"": 89.47656990583785, ""samples"": 39}, ""D1"": {""energy_j"": 258.457260068506, ""clock_match_fraction"": null, ""mean_power_w"": 62.45415209618104, ""samples"": 37}}",628.742794688791,False,safe_high,"{""start"": 1788696481.7959597, ""end"": 1788696485.93046, ""duration_s"": 4.13450026512146, ""energy_j"": 628.3062422685325, ""mean_power_w"": 151.9666711764196, ""endpoints"": {""P1"": {""energy_j"": 369.9290729165077, ""clock_match_fraction"": 1.0, ""mean_power_w"": 89.47370883906335, ""samples"": 39}, ""D1"": {""energy_j"": 258.3771693520248, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.49296233735624, ""samples"": 37}}}",151.93072200201888,64,2520,production,production-00106,106,0.0,1788696481.792108,False,0,58.08001909486299,471.11206699628383,3,2,prefill_heavy
prefill_heavy,prefill_heavy,470.4599380493164,1500,4.134158134460449,1788696495.1257746,"{""P1"": {""energy_j"": 374.98345926404, ""clock_match_fraction"": null, ""mean_power_w"": 90.70370485791281, ""samples"": 39}, ""D1"": {""energy_j"": 262.3809986114502, ""clock_match_fraction"": null, ""mean_power_w"": 63.46660918080572, ""samples"": 37}}",637.3644578754902,False,safe_high,"{""start"": 1788696490.9947584, ""end"": 1788696495.1257746, ""duration_s"": 4.131016254425049, ""energy_j"": 637.0125780589879, ""mean_power_w"": 154.20238963636, ""endpoints"": {""P1"": {""energy_j"": 374.69673469662666, ""clock_match_fraction"": 1.0, ""mean_power_w"": 90.70328258700512, ""samples"": 39}, ""D1"": {""energy_j"": 262.3158433623612, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.499107049354876, ""samples"": 37}}}",154.17031403871852,64,2520,production,production-00107,107,0.0,1788696490.9916165,False,0,58.08512252452414,467.31350501067936,3,3,prefill_heavy
prefill_heavy,prefill_heavy,472.24998474121094,1500,4.135801792144775,1788696504.373809,"{""P1"": {""energy_j"": 374.9116146862507, ""clock_match_fraction"": null, ""mean_power_w"": 90.65028585226909, ""samples"": 39}, ""D1"": {""energy_j"": 261.6769170425832, ""clock_match_fraction"": null, ""mean_power_w"": 63.2711455223972, ""samples"": 37}}",636.5885317288339,False,safe_high,"{""start"": 1788696500.2411675, ""end"": 1788696504.373809, ""duration_s"": 4.132641553878784, ""energy_j"": 636.3000777438283, ""mean_power_w"": 153.96933642759666, ""endpoints"": {""P1"": {""energy_j"": 374.6859546303749, ""clock_match_fraction"": 1.0, ""mean_power_w"": 90.6650019716094, ""samples"": 39}, ""D1"": {""energy_j"": 261.6141231134534, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.304334455987245, ""samples"": 37}}}",153.9214313746663,64,2520,production,production-00108,108,0.0,1788696500.2380073,False,0,58.08338380995251,469.0851420164108,3,4,prefill_heavy
prefill_heavy,prefill_heavy,486.9351387023926,1500,4.166829347610474,1788696513.6547735,"{""P1"": {""energy_j"": 379.3028086721897, ""clock_match_fraction"": null, ""mean_power_w"": 91.0291199925685, ""samples"": 40}, ""D1"": {""energy_j"": 259.6949834525585, ""clock_match_fraction"": null, ""mean_power_w"": 62.32436267194005, ""samples"": 37}}",638.9977921247482,False,safe_high,"{""start"": 1788696509.4923437, ""end"": 1788696513.6547735, ""duration_s"": 4.1624298095703125, ""energy_j"": 638.5030993260443, ""mean_power_w"": 153.3967246385728, ""endpoints"": {""P1"": {""energy_j"": 378.98533660173416, ""clock_match_fraction"": 1.0, ""mean_power_w"": 91.04906363354553, ""samples"": 40}, ""D1"": {""energy_j"": 259.51776272431016, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.34766100502729, ""samples"": 36}}}",153.35348266450856,64,2520,production,production-00109,109,0.0,1788696509.4879441,False,0,58.33702372934019,482.5312780449167,3,5,prefill_heavy
prefill_heavy,prefill_heavy,476.60088539123535,1500,4.139009952545166,1788696522.9577541,"{""P1"": {""energy_j"": 371.5921455323696, ""clock_match_fraction"": null, ""mean_power_w"": 89.77802657948905, ""samples"": 40}, ""D1"": {""energy_j"": 259.68849309161305, ""clock_match_fraction"": null, ""mean_power_w"": 62.741693320144115, ""samples"": 37}}",631.2806386239827,False,safe_high,"{""start"": 1788696518.8226733, ""end"": 1788696522.9577541, ""duration_s"": 4.135080814361572, ""energy_j"": 630.909316137433, ""mean_power_w"": 152.57484544104153, ""endpoints"": {""P1"": {""energy_j"": 371.30820366740227, ""clock_match_fraction"": 1.0, ""mean_power_w"": 89.79466673971876, ""samples"": 40}, ""D1"": {""energy_j"": 259.6011124700308, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.78017870132277, ""samples"": 37}}}",152.51971989963317,64,2520,production,production-00110,110,0.0,1788696518.8187442,False,0,58.07484892041733,472.67583396751434,3,6,prefill_heavy
prefill_heavy,prefill_heavy,478.55591773986816,1500,4.141284227371216,1788696532.261107,"{""P1"": {""energy_j"": 373.59731489419937, ""clock_match_fraction"": null, ""mean_power_w"": 90.21291328543988, ""samples"": 40}, ""D1"": {""energy_j"": 257.91746187210083, ""clock_match_fraction"": null, ""mean_power_w"": 62.27958471612088, ""samples"": 37}}",631.5147767663002,False,safe_high,"{""start"": 1788696528.1233385, ""end"": 1788696532.261107, ""duration_s"": 4.137768507003784, ""energy_j"": 631.1851933412254, ""mean_power_w"": 152.54241320481106, ""endpoints"": {""P1"": {""energy_j"": 373.3449432849884, ""clock_match_fraction"": 1.0, ""mean_power_w"": 90.22857191093387, ""samples"": 40}, ""D1"": {""energy_j"": 257.840250056237, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.31384129387719, ""samples"": 37}}}",152.49249800156076,64,2520,production,production-00111,111,0.0,1788696528.1198227,False,0,58.07655031741079,475.0339509919286,3,7,prefill_heavy
prefill_heavy,prefill_heavy,474.29347038269043,1500,4.137770414352417,1788696541.5117984,"{""P1"": {""energy_j"": 369.98182556033134, ""clock_match_fraction"": null, ""mean_power_w"": 89.41574531950813, ""samples"": 39}, ""D1"": {""energy_j"": 262.24925211817026, ""clock_match_fraction"": null, ""mean_power_w"": 63.37936276225554, ""samples"": 36}}",632.2310776785016,False,safe_high,"{""start"": 1788696537.3787205, ""end"": 1788696541.5117984, ""duration_s"": 4.13307785987854, ""energy_j"": 631.6925264745951, ""mean_power_w"": 152.83828369329552, ""endpoints"": {""P1"": {""energy_j"": 369.537942558527, ""clock_match_fraction"": 1.0, ""mean_power_w"": 89.40986719504643, ""samples"": 39}, ""D1"": {""energy_j"": 262.1545839160681, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.4284164982491, ""samples"": 36}}}",152.79510808176366,64,2520,production,production-00112,112,0.0,1788696537.374028,False,0,58.08288025455401,469.5966730359942,3,8,prefill_heavy
