unix_second,endpoint,mean_sensor_power_w,mean_clock_mhz,samples
1788695518,P0,78.384,2520,1
1788695519,P0,79.44200000000001,2520,9
1788695520,P0,80.17433333333334,2520,9
1788695521,P0,79.46866666666666,2520,9
1788695522,P0,78.7008,2520,10
1788695523,P0,78.57,2520,9
1788695524,P0,78.433,2520,9
1788695525,P0,79.18299999999999,2520,9
1788695526,P0,79.73033333333333,2520,9
1788695527,P0,79.184,2520,9
1788695528,P0,78.5056,2520,10
1788695529,P0,78.71555555555555,2520,9
1788695530,P0,84.14077777777779,2520,9
1788695531,P0,86.41499999999999,2520,9
1788695532,P0,81.30733333333333,2520,9
1788695533,P0,78.9018,2520,10
1788695534,P0,78.78655555555555,2520,9
1788695535,P0,72.89922222222222,1890,9
1788695536,P0,74.02466666666666,1710,9
1788695537,P0,69.97233333333332,1710,9
1788695538,P0,64.62411111111112,1710,9
1788695539,P0,64.55388888888889,1710,9
1788695540,P0,71.56055555555555,1710,9
1788695541,P0,65.183,1710,10
1788695542,P0,65.17933333333333,1710,9
1788695543,P0,66.65033333333334,1710,9
1788695544,P0,73.38977777777778,1710,9
1788695545,P0,69.004,1710,9
1788695546,P0,63.658,1710,9
1788695547,P0,63.51888888888889,1710,9
1788695548,P0,63.31511111111111,1653.3333333333333,9
1788695549,P0,63.1541,1200,10
1788695550,P0,63.49655555555555,1200,9
1788695551,P0,62.47611111111111,1200,9
1788695552,P0,61.737,1200,9
1788695553,P0,63.657000000000004,1200,9
1788695554,P0,64.48155555555556,1200,9
1788695555,P0,62.81944444444445,1200,9
1788695556,P0,61.7394,1200,10
1788695557,P0,68.46233333333333,1200,9
1788695558,P0,64.70822222222222,1200,9
1788695559,P0,63.029222222222224,1200,9
1788695560,P0,62.64955555555555,1200,9
1788695561,P0,62.092777777777776,1200,9
1788695562,P0,61.57666666666667,1070,9
1788695563,P0,68.654,1005,9
1788695564,P0,65.3547,1005,10
1788695565,P0,61.30733333333333,1005,9
1788695566,P0,62.483555555555554,1005,9
1788695567,P0,70.8441111111111,1005,9
1788695568,P0,66.059,1005,9
1788695569,P0,61.023,1005,9
1788695570,P0,62.744,1005,9
1788695571,P0,67.66322222222222,1005,9
1788695572,P0,63.767,1005,9
1788695573,P0,61.1199,1005,10
1788695574,P0,61.38666666666666,1005,9
1788695575,P0,61.348444444444446,981.6666666666666,9
1788695576,P0,64.9961111111111,900,9
1788695577,P0,67.2508888888889,900,9
1788695578,P0,62.63433333333333,900,9
1788695579,P0,60.744,900,9
1788695580,P0,65.2131111111111,900,9
1788695581,P0,64.5832,900,10
1788695582,P0,61.334666666666664,900,9
1788695583,P0,60.553333333333335,900,9
1788695584,P0,68.62022222222222,900,9
1788695585,P0,63.97288888888889,900,9
1788695586,P0,61.183888888888895,900,9
1788695587,P0,60.64911111111111,900,9
1788695588,P0,60.5136,900,10
1788695589,P0,61.75811111111111,1086.6666666666667,9
1788695590,P0,69.42433333333334,1110,9
1788695591,P0,62.82211111111111,1110,9
1788695592,P0,61.784555555555556,1110,9
1788695593,P0,63.15844444444444,1110,9
1788695594,P0,70.8518888888889,1110,9
1788695595,P0,65.62044444444444,1110,9
1788695596,P0,61.41111111111111,1110,9
1788695597,P0,65.0669,1110,10
1788695598,P0,68.744,1110,9
1788695599,P0,63.58911111111111,1110,9
1788695600,P0,61.30266666666667,1110,9
1788695601,P0,61.38666666666666,1110,9
1788695602,P0,61.38633333333333,1075,9
1788695603,P0,61.288333333333334,1005,9
1788695604,P0,61.4678,1005,10
1788695605,P0,67.47,1005,9
1788695606,P0,66.87922222222223,1005,9
1788695607,P0,62.499,1005,9
1788695608,P0,60.921,1005,9
1788695609,P0,69.69388888888889,1005,9
1788695610,P0,65.46844444444444,1005,9
1788695611,P0,61.45888888888889,1005,9
1788695612,P0,61.4864,1005,10
1788695613,P0,67.05244444444445,1005,9
1788695614,P0,63.44166666666667,1005,9
1788695615,P0,62.010222222222225,1005,9
1788695616,P0,61.85911111111111,1005,9
1788695617,P0,61.421777777777784,1005,9
1788695618,P0,63.87722222222222,1005,9
1788695619,P0,64.03944444444444,1005,9
1788695620,P0,61.66111111111111,1005,9
1788695621,P0,60.9677,1005,10
1788695622,P0,73.61288888888889,1005,9
1788695623,P0,64.38377777777778,1005,9
1788695624,P0,61.25255555555555,1005,9
1788695625,P0,60.937000000000005,1005,9
1788695626,P0,70.19444444444444,1005,9
1788695627,P0,64.1631111111111,1005,9
1788695628,P0,61.392,1005,9
1788695629,P0,60.970444444444446,1005,9
1788695630,P0,60.93,1005,10
1788695631,P0,63.06955555555555,1005,9
1788695632,P0,66.178,1005,9
1788695633,P0,63.34233333333333,1005,9
1788695634,P0,60.89566666666666,1005,9
1788695635,P0,65.653,1005,9
1788695636,P0,68.37,1005,9
1788695637,P0,62.191,1005,9
1788695638,P0,60.937400000000004,1005,10
