adaptive,attempt,axis,candidate_id,control_inclusive_duration_sum_s,control_inclusive_energy_sum_j,decode_frequency_mhz,duration_s,early_stop_reason,end,energy_statistic,event,grid_index,latency_statistic,mean_power_w,measured_energy_j,measured_power_w,prefill_frequency_mhz,probe_id,repeat_index,request_duration_sum_s,request_energy_sum_j,sample_count,search_stage,slo_met,start,tpot_ms,ttft_ms,workload_id
True,1,D,production-00051-attempt-1-energy-refine-D-10,13.35983681678772,1637.2016470953822,1200,12.195852518081665,stable_with_slo_headroom,1788696178.2675717,mean_request_energy_j,probe_candidate_aggregated,10,p95,127.23722561141834,505.1187247348328,127.23736015381884,1200,production-00051-attempt-1-energy-refine-D-10,,11.90969204902649,1515.3561742044985,3,energy-refine,True,1788696166.0717192,57.51101301284507,345.2124055242166,prefill_medium
False,1,,production-00051-attempt-1-confirm,13.37422227859497,1623.2272823117673,1125,12.131157636642456,,1788696191.9866464,mean_request_energy_j,probe_candidate_aggregated,,p95,125.87323309464543,501.4813374020159,125.87257109233276,1200,production-00051-attempt-1-confirm,,11.952056646347046,1504.4440122060478,3,confirmation,True,1788696179.8554888,57.71374106037593,345.4172155354172,prefill_medium
True,1,P,production-00105-attempt-1-binary-slo-P-8,15.468454837799072,1954.9485166743398,1500,12.736197471618652,,1788696488.28446,mean_request_energy_j,probe_candidate_aggregated,8,p95,136.12049455788858,564.84846408541,136.12290194433882,1710,production-00105-attempt-1-binary-slo-P-8,,12.44886302947998,1694.5453922562301,3,binary-slo,True,1788696475.5482626,58.07169743477263,497.6266670739278,prefill_heavy
True,1,P,production-00105-attempt-1-binary-slo-P-3,14.342716217041016,1841.2096631899476,1500,12.857648611068726,all_minimum_samples_outside_slo,1788696503.0269575,mean_request_energy_j,probe_candidate_aggregated,3,p95,133.90974829678632,563.3662843840817,133.91020827740704,1200,production-00105-attempt-1-binary-slo-P-3,,12.62117862701416,1690.0988531522453,3,binary-slo,False,1788696490.169309,58.075195408448394,549.0935171605088,prefill_heavy
True,1,P,production-00105-attempt-1-binary-slo-P-5,14.513771057128906,1872.9042449444532,1500,12.81904149055481,all_minimum_samples_outside_slo,1788696517.8411696,mean_request_energy_j,probe_candidate_aggregated,5,p95,135.17962997753173,566.9140616903702,135.1799931128365,1410,production-00105-attempt-1-binary-slo-P-5,,12.581349611282349,1700.7421850711107,3,binary-slo,False,1788696505.022128,58.07112875424089,535.0275106495246,prefill_heavy
True,1,P,production-00105-attempt-1-binary-slo-P-6,14.221549272537231,1852.7308300435543,1500,12.76591181755066,all_minimum_samples_outside_slo,1788696532.410427,mean_request_energy_j,probe_candidate_aggregated,6,p95,135.7860434650837,567.1696983079115,135.7859838697869,1500,production-00105-attempt-1-binary-slo-P-6,,12.530809879302979,1701.5090949237347,3,binary-slo,False,1788696519.6445153,58.0774802154684,518.2688477332704,prefill_heavy
True,1,P,production-00105-attempt-1-binary-slo-P-7,14.485086441040039,1886.1420687362552,1500,12.737848997116089,all_minimum_samples_outside_slo,1788696547.2467804,mean_request_energy_j,probe_candidate_aggregated,7,p95,136.77299199411146,569.9329456376532,136.77272632236722,1605,production-00105-attempt-1-binary-slo-P-7,,12.500997543334961,1709.7988369129598,3,binary-slo,False,1788696534.5089314,58.07515014376905,506.05746754445136,prefill_heavy
True,1,P,production-00105-attempt-1-energy-refine-P-9,14.133480310440063,1871.0404423736036,1500,12.61891484260559,,1788696561.6838174,mean_request_energy_j,probe_candidate_aggregated,9,p95,138.26061559989319,572.9794134063026,138.26057710450985,1815,production-00105-attempt-1-energy-refine-P-9,,12.432595014572144,1718.9382402189076,3,energy-refine,True,1788696549.0649025,58.07783071502363,481.1690849484876,prefill_heavy
True,1,D,production-00105-attempt-1-binary-slo-D-7,15.44982647895813,1871.2877457402647,975,13.11108660697937,,1788696577.5860288,mean_request_energy_j,probe_candidate_aggregated,7,p95,128.15220593857308,547.8641974180937,128.15204043547405,1710,production-00105-attempt-1-binary-slo-D-7,,12.825316429138184,1643.592592254281,3,binary-slo,False,1788696564.4749422,59.896629805573156,500.77149876160547,prefill_heavy
True,1,D,production-00105-attempt-1-binary-slo-D-11,14.023404359817505,1785.243175510317,1275,12.83541750907898,,1788696591.9595304,mean_request_energy_j,probe_candidate_aggregated,11,p95,132.08862830660775,554.6401136443019,132.0892721369859,1710,production-00105-attempt-1-binary-slo-D-11,,12.596999168395996,1663.9203409329057,3,binary-slo,False,1788696579.1241128,58.67574026287045,500.44160273391753,prefill_heavy
