gpu_type,phase,slo_ms,sample_idx,target,p_violate_oof,rho_phase_oof,actual_unsafe
l40s,prefill,200,0,p99_ttft,0.025773242525294233,0.004685341265604577,0
l40s,prefill,200,1,p99_ttft,0.011663787285298547,0.04685341265604577,0
l40s,prefill,200,2,p99_ttft,0.5045570338122015,0.23426706328022887,0
l40s,prefill,200,3,p99_ttft,0.03531781907013541,0.004664638556735411,0
l40s,prefill,200,4,p99_ttft,0.009525257158116491,0.04664638556735411,0
l40s,prefill,200,5,p99_ttft,0.46211984601812744,0.23323192783677052,1
l40s,prefill,200,6,p99_ttft,0.0052040610751009145,0.007534691177137573,0
l40s,prefill,200,7,p99_ttft,0.07304742203975365,0.07534691177137573,0
l40s,prefill,200,8,p99_ttft,0.9273300852029203,0.3767345588568787,1
l40s,prefill,200,9,p99_ttft,0.025779273302872847,0.011351185633646718,0
l40s,prefill,200,10,p99_ttft,0.09344482611265575,0.11351185633646718,0
l40s,prefill,200,11,p99_ttft,0.9788557304215094,0.5675592816823359,1
l40s,prefill,200,12,p99_ttft,0.024029977494730202,0.016439297163572078,0
l40s,prefill,200,13,p99_ttft,0.15924856953330513,0.16439297163572078,0
l40s,prefill,200,14,p99_ttft,0.6418144448835421,0.8219648581786039,0
l40s,prefill,200,15,p99_ttft,0.03531781907013541,0.015813884078319445,0
l40s,prefill,200,16,p99_ttft,0.3974719630261338,0.15813884078319446,0
l40s,prefill,200,17,p99_ttft,0.7582593772043175,0.7906942039159723,1
l40s,prefill,200,18,p99_ttft,0.018686759579333825,0.029271354979118896,0
l40s,prefill,200,19,p99_ttft,0.8721547963866044,0.29271354979118896,0
l40s,prefill,200,20,p99_ttft,0.9846228068163244,1.4635677489559447,1
l40s,prefill,200,21,p99_ttft,0.02968024955359493,0.04485244975791424,0
l40s,prefill,200,22,p99_ttft,0.9631779702594829,0.4485244975791424,0
l40s,prefill,200,23,p99_ttft,0.9754666591139001,2.242622487895712,1
l40s,prefill,200,24,p99_ttft,0.09541382571864081,0.04124012530106037,0
l40s,prefill,200,25,p99_ttft,0.5740036472478759,0.41240125301060365,1
l40s,prefill,200,26,p99_ttft,0.8828656293447388,2.0620062650530184,1
l40s,prefill,200,27,p99_ttft,0.6893221223683412,0.06233751612102631,0
l40s,prefill,200,28,p99_ttft,0.9841296169283196,0.623375161210263,1
l40s,prefill,200,29,p99_ttft,0.9834947763364411,3.1168758060513153,1
l40s,prefill,200,30,p99_ttft,0.476210575470094,0.1142622932874328,0
l40s,prefill,200,31,p99_ttft,0.9718270593994126,1.142622932874328,1
l40s,prefill,200,32,p99_ttft,0.9683352336438443,5.71311466437164,1
l40s,prefill,200,33,p99_ttft,0.7638583665503424,0.18766470407266475,0
l40s,prefill,200,34,p99_ttft,0.974543586421125,1.8766470407266473,1
l40s,prefill,200,35,p99_ttft,0.9683352336438443,9.383235203633237,1
l40s,prefill,200,36,p99_ttft,0.7540109284805435,0.08555566921567323,1
l40s,prefill,200,37,p99_ttft,0.7609132831063504,0.8555566921567322,1
l40s,prefill,200,38,p99_ttft,0.9208198190964988,4.277783460783661,1
l40s,prefill,200,39,p99_ttft,0.9156675357700177,0.13160542053701016,1
l40s,prefill,200,40,p99_ttft,0.9740075517624165,1.3160542053701016,1
