scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,347.014,4,256,86.7535,1.3555234375,True
D1,decode,981.244,4,256,245.311,3.832984375,True
P0,prefill,1166.606,4,256,291.6515,4.5570546875,True
P1,prefill,1160.049,4,256,290.01225,4.53144140625,True
P_pool,prefill,2326.6549999999997,4,256,581.6637499999999,9.088496093749999,True
D_pool,decode,1328.258,4,256,332.0645,5.1885078125,True
all_GPU_boards,all,3654.9129999999996,4,256,913.7282499999999,14.277003906249998,True
