unix_ts,event,seq,workload_id,policy
1786109717.071248577,warmup_start,1,short_low,uranus_ganymede_tp4_predictive_dvfs
1786109722.083705582,warmup_end,1,short_low,uranus_ganymede_tp4_predictive_dvfs
1786109722.094378864,workload_start,1,short_low,uranus_ganymede_tp4_predictive_dvfs
1786109748.503294255,workload_end,1,short_low,uranus_ganymede_tp4_predictive_dvfs
1786109751.315287383,warmup_start,2,prefill_128,uranus_ganymede_tp4_predictive_dvfs
1786109756.331859068,warmup_end,2,prefill_128,uranus_ganymede_tp4_predictive_dvfs
1786109756.346501402,workload_start,2,prefill_128,uranus_ganymede_tp4_predictive_dvfs
1786109781.909418073,workload_end,2,prefill_128,uranus_ganymede_tp4_predictive_dvfs
1786109784.623760712,warmup_start,3,mixed_512,uranus_ganymede_tp4_predictive_dvfs
1786109789.639902716,warmup_end,3,mixed_512,uranus_ganymede_tp4_predictive_dvfs
1786109789.653791074,workload_start,3,mixed_512,uranus_ganymede_tp4_predictive_dvfs
1786109820.544811254,workload_end,3,mixed_512,uranus_ganymede_tp4_predictive_dvfs
1786109823.209975330,warmup_start,4,prefill_1024,uranus_ganymede_tp4_predictive_dvfs
1786109828.225771410,warmup_end,4,prefill_1024,uranus_ganymede_tp4_predictive_dvfs
1786109828.239558474,workload_start,4,prefill_1024,uranus_ganymede_tp4_predictive_dvfs
1786109852.027412510,workload_end,4,prefill_1024,uranus_ganymede_tp4_predictive_dvfs
1786109854.748964115,warmup_start,5,decode_512,uranus_ganymede_tp4_predictive_dvfs
