gpu_type,phase,slo_ms,target,p_th,rho_th,false_safe,false_unsafe,true_safe,true_unsafe,unsafe_support,safe_support,false_safe_rate_pct,false_unsafe_rate_pct,safe_precision_pct,admit_rate_pct
l4,prefill,200,p99_ttft,0.4,0.1,0,116,30,448,448,146,0.0,79.45,100.0,5.05
l4,prefill,200,p99_ttft,0.3,1.0,3,61,85,445,448,146,0.67,41.78,96.59,14.81
l4,prefill,200,p99_ttft,0.3,0.9,2,61,85,446,448,146,0.45,41.78,97.7,14.65
l4,prefill,200,p99_ttft,0.3,0.8,2,61,85,446,448,146,0.45,41.78,97.7,14.65
l4,prefill,200,p99_ttft,0.3,0.7,2,61,85,446,448,146,0.45,41.78,97.7,14.65
l4,prefill,200,p99_ttft,0.3,0.6,2,63,83,446,448,146,0.45,43.15,97.65,14.31
l4,prefill,200,p99_ttft,0.3,0.5,1,69,77,447,448,146,0.22,47.26,98.72,13.13
l4,prefill,200,p99_ttft,0.3,0.4,1,82,64,447,448,146,0.22,56.16,98.46,10.94
l4,prefill,200,p99_ttft,0.3,0.3,1,84,62,447,448,146,0.22,57.53,98.41,10.61
l4,prefill,200,p99_ttft,0.3,0.2,1,98,48,447,448,146,0.22,67.12,97.96,8.25
l4,prefill,200,p99_ttft,0.3,0.1,0,117,29,448,448,146,0.0,80.14,100.0,4.88
l4,prefill,200,p99_ttft,0.2,1.0,3,74,72,445,448,146,0.67,50.68,96.0,12.63
l4,prefill,200,p99_ttft,0.2,0.9,2,74,72,446,448,146,0.45,50.68,97.3,12.46
l4,prefill,200,p99_ttft,0.2,0.8,2,74,72,446,448,146,0.45,50.68,97.3,12.46
l4,prefill,200,p99_ttft,0.2,0.7,2,74,72,446,448,146,0.45,50.68,97.3,12.46
l4,prefill,200,p99_ttft,0.2,0.6,2,75,71,446,448,146,0.45,51.37,97.26,12.29
l4,prefill,200,p99_ttft,0.2,0.5,1,78,68,447,448,146,0.22,53.42,98.55,11.62
l4,prefill,200,p99_ttft,0.2,0.4,1,88,58,447,448,146,0.22,60.27,98.31,9.93
l4,prefill,200,p99_ttft,0.2,0.3,1,89,57,447,448,146,0.22,60.96,98.28,9.76
l4,prefill,200,p99_ttft,0.2,0.2,1,102,44,447,448,146,0.22,69.86,97.78,7.58
l4,prefill,200,p99_ttft,0.2,0.1,0,120,26,448,448,146,0.0,82.19,100.0,4.38
l4,prefill,200,p99_ttft,0.15,1.0,2,86,60,446,448,146,0.45,58.9,96.77,10.44
l4,prefill,200,p99_ttft,0.15,0.9,1,86,60,447,448,146,0.22,58.9,98.36,10.27
l4,prefill,200,p99_ttft,0.15,0.8,1,86,60,447,448,146,0.22,58.9,98.36,10.27
l4,prefill,200,p99_ttft,0.15,0.7,1,86,60,447,448,146,0.22,58.9,98.36,10.27
l4,prefill,200,p99_ttft,0.15,0.6,1,86,60,447,448,146,0.22,58.9,98.36,10.27
l4,prefill,200,p99_ttft,0.15,0.5,0,86,60,448,448,146,0.0,58.9,100.0,10.1
l4,prefill,200,p99_ttft,0.15,0.4,0,94,52,448,448,146,0.0,64.38,100.0,8.75
l4,prefill,200,p99_ttft,0.15,0.3,0,95,51,448,448,146,0.0,65.07,100.0,8.59
l4,prefill,200,p99_ttft,0.15,0.2,0,106,40,448,448,146,0.0,72.6,100.0,6.73
l4,prefill,200,p99_ttft,0.15,0.1,0,121,25,448,448,146,0.0,82.88,100.0,4.21
l4,prefill,200,p99_ttft,0.1,1.0,1,96,50,447,448,146,0.22,65.75,98.04,8.59
l4,prefill,200,p99_ttft,0.1,0.9,1,96,50,447,448,146,0.22,65.75,98.04,8.59
l4,prefill,200,p99_ttft,0.1,0.8,1,96,50,447,448,146,0.22,65.75,98.04,8.59
l4,prefill,200,p99_ttft,0.1,0.7,1,96,50,447,448,146,0.22,65.75,98.04,8.59
l4,prefill,200,p99_ttft,0.1,0.6,1,96,50,447,448,146,0.22,65.75,98.04,8.59
l4,prefill,200,p99_ttft,0.1,0.5,0,96,50,448,448,146,0.0,65.75,100.0,8.42
l4,prefill,200,p99_ttft,0.1,0.4,0,103,43,448,448,146,0.0,70.55,100.0,7.24
l4,prefill,200,p99_ttft,0.1,0.3,0,103,43,448,448,146,0.0,70.55,100.0,7.24
l4,prefill,200,p99_ttft,0.1,0.2,0,112,34,448,448,146,0.0,76.71,100.0,5.72
l4,prefill,200,p99_ttft,0.1,0.1,0,125,21,448,448,146,0.0,85.62,100.0,3.54
l4,prefill,200,p99_ttft,0.05,1.0,1,101,45,447,448,146,0.22,69.18,97.83,7.74
l4,prefill,200,p99_ttft,0.05,0.9,1,101,45,447,448,146,0.22,69.18,97.83,7.74
l4,prefill,200,p99_ttft,0.05,0.8,1,101,45,447,448,146,0.22,69.18,97.83,7.74
l4,prefill,200,p99_ttft,0.05,0.7,1,101,45,447,448,146,0.22,69.18,97.83,7.74
l4,prefill,200,p99_ttft,0.05,0.6,1,101,45,447,448,146,0.22,69.18,97.83,7.74
l4,prefill,200,p99_ttft,0.05,0.5,0,101,45,448,448,146,0.0,69.18,100.0,7.58
l4,prefill,200,p99_ttft,0.05,0.4,0,106,40,448,448,146,0.0,72.6,100.0,6.73
l4,prefill,200,p99_ttft,0.05,0.3,0,106,40,448,448,146,0.0,72.6,100.0,6.73
l4,prefill,200,p99_ttft,0.05,0.2,0,114,32,448,448,146,0.0,78.08,100.0,5.39
l4,prefill,200,p99_ttft,0.05,0.1,0,127,19,448,448,146,0.0,86.99,100.0,3.2
l4,prefill,200,p99_ttft,0.02,1.0,1,119,27,447,448,146,0.22,81.51,96.43,4.71
l4,prefill,200,p99_ttft,0.02,0.9,1,119,27,447,448,146,0.22,81.51,96.43,4.71
l4,prefill,200,p99_ttft,0.02,0.8,1,119,27,447,448,146,0.22,81.51,96.43,4.71
l4,prefill,200,p99_ttft,0.02,0.7,1,119,27,447,448,146,0.22,81.51,96.43,4.71
l4,prefill,200,p99_ttft,0.02,0.6,1,119,27,447,448,146,0.22,81.51,96.43,4.71
l4,prefill,200,p99_ttft,0.02,0.5,0,119,27,448,448,146,0.0,81.51,100.0,4.55
l4,prefill,200,p99_ttft,0.02,0.4,0,121,25,448,448,146,0.0,82.88,100.0,4.21
l4,prefill,200,p99_ttft,0.02,0.3,0,121,25,448,448,146,0.0,82.88,100.0,4.21
l4,prefill,200,p99_ttft,0.02,0.2,0,124,22,448,448,146,0.0,84.93,100.0,3.7
l4,prefill,200,p99_ttft,0.02,0.1,0,131,15,448,448,146,0.0,89.73,100.0,2.53
l4,prefill,200,p99_ttft,0.01,1.0,0,135,11,448,448,146,0.0,92.47,100.0,1.85
l4,prefill,200,p99_ttft,0.01,0.9,0,135,11,448,448,146,0.0,92.47,100.0,1.85
l4,prefill,200,p99_ttft,0.01,0.8,0,135,11,448,448,146,0.0,92.47,100.0,1.85
l4,prefill,200,p99_ttft,0.01,0.7,0,135,11,448,448,146,0.0,92.47,100.0,1.85
l4,prefill,200,p99_ttft,0.01,0.6,0,135,11,448,448,146,0.0,92.47,100.0,1.85
l4,prefill,200,p99_ttft,0.01,0.5,0,135,11,448,448,146,0.0,92.47,100.0,1.85
l4,prefill,200,p99_ttft,0.01,0.4,0,135,11,448,448,146,0.0,92.47,100.0,1.85
l4,prefill,200,p99_ttft,0.01,0.3,0,135,11,448,448,146,0.0,92.47,100.0,1.85
l4,prefill,200,p99_ttft,0.01,0.2,0,135,11,448,448,146,0.0,92.47,100.0,1.85
l4,prefill,200,p99_ttft,0.01,0.1,0,137,9,448,448,146,0.0,93.84,100.0,1.52
l4,prefill,500,p99_ttft,0.5,1.0,3,36,156,399,402,192,0.75,18.75,98.11,26.77
l4,prefill,500,p99_ttft,0.5,0.9,3,37,155,399,402,192,0.75,19.27,98.1,26.6
l4,prefill,500,p99_ttft,0.5,0.8,3,43,149,399,402,192,0.75,22.4,98.03,25.59
l4,prefill,500,p99_ttft,0.5,0.7,3,56,136,399,402,192,0.75,29.17,97.84,23.4
l4,prefill,500,p99_ttft,0.5,0.6,3,61,131,399,402,192,0.75,31.77,97.76,22.56
l4,prefill,500,p99_ttft,0.5,0.5,3,73,119,399,402,192,0.75,38.02,97.54,20.54
l4,prefill,500,p99_ttft,0.5,0.4,3,98,94,399,402,192,0.75,51.04,96.91,16.33
l4,prefill,500,p99_ttft,0.5,0.3,3,108,84,399,402,192,0.75,56.25,96.55,14.65
l4,prefill,500,p99_ttft,0.5,0.2,3,125,67,399,402,192,0.75,65.1,95.71,11.78
l4,prefill,500,p99_ttft,0.5,0.1,0,154,38,402,402,192,0.0,80.21,100.0,6.4
l4,prefill,500,p99_ttft,0.4,1.0,3,38,154,399,402,192,0.75,19.79,98.09,26.43
l4,prefill,500,p99_ttft,0.4,0.9,3,39,153,399,402,192,0.75,20.31,98.08,26.26
l4,prefill,500,p99_ttft,0.4,0.8,3,45,147,399,402,192,0.75,23.44,98.0,25.25
l4,prefill,500,p99_ttft,0.4,0.7,3,58,134,399,402,192,0.75,30.21,97.81,23.06
l4,prefill,500,p99_ttft,0.4,0.6,3,63,129,399,402,192,0.75,32.81,97.73,22.22
l4,prefill,500,p99_ttft,0.4,0.5,3,75,117,399,402,192,0.75,39.06,97.5,20.2
l4,prefill,500,p99_ttft,0.4,0.4,3,100,92,399,402,192,0.75,52.08,96.84,15.99
l4,prefill,500,p99_ttft,0.4,0.3,3,110,82,399,402,192,0.75,57.29,96.47,14.31
l4,prefill,500,p99_ttft,0.4,0.2,3,127,65,399,402,192,0.75,66.15,95.59,11.45
l4,prefill,500,p99_ttft,0.4,0.1,0,154,38,402,402,192,0.0,80.21,100.0,6.4
l4,prefill,500,p99_ttft,0.3,1.0,3,45,147,399,402,192,0.75,23.44,98.0,25.25
l4,prefill,500,p99_ttft,0.3,0.9,3,46,146,399,402,192,0.75,23.96,97.99,25.08
l4,prefill,500,p99_ttft,0.3,0.8,3,49,143,399,402,192,0.75,25.52,97.95,24.58
l4,prefill,500,p99_ttft,0.3,0.7,3,61,131,399,402,192,0.75,31.77,97.76,22.56
l4,prefill,500,p99_ttft,0.3,0.6,3,66,126,399,402,192,0.75,34.38,97.67,21.72
l4,prefill,500,p99_ttft,0.3,0.5,3,78,114,399,402,192,0.75,40.62,97.44,19.7
l4,prefill,500,p99_ttft,0.3,0.4,3,101,91,399,402,192,0.75,52.6,96.81,15.82
l4,prefill,500,p99_ttft,0.3,0.3,3,111,81,399,402,192,0.75,57.81,96.43,14.14
l4,prefill,500,p99_ttft,0.3,0.2,3,127,65,399,402,192,0.75,66.15,95.59,11.45
l4,prefill,500,p99_ttft,0.3,0.1,0,154,38,402,402,192,0.0,80.21,100.0,6.4
l4,prefill,500,p99_ttft,0.2,1.0,3,63,129,399,402,192,0.75,32.81,97.73,22.22
l4,prefill,500,p99_ttft,0.2,0.9,3,64,128,399,402,192,0.75,33.33,97.71,22.05
l4,prefill,500,p99_ttft,0.2,0.8,3,66,126,399,402,192,0.75,34.38,97.67,21.72
l4,prefill,500,p99_ttft,0.2,0.7,3,73,119,399,402,192,0.75,38.02,97.54,20.54
l4,prefill,500,p99_ttft,0.2,0.6,3,77,115,399,402,192,0.75,40.1,97.46,19.87
l4,prefill,500,p99_ttft,0.2,0.5,3,87,105,399,402,192,0.75,45.31,97.22,18.18
l4,prefill,500,p99_ttft,0.2,0.4,3,110,82,399,402,192,0.75,57.29,96.47,14.31
l4,prefill,500,p99_ttft,0.2,0.3,3,116,76,399,402,192,0.75,60.42,96.2,13.3
l4,prefill,500,p99_ttft,0.2,0.2,3,132,60,399,402,192,0.75,68.75,95.24,10.61
l4,prefill,500,p99_ttft,0.2,0.1,0,157,35,402,402,192,0.0,81.77,100.0,5.89
l4,prefill,500,p99_ttft,0.15,1.0,3,74,118,399,402,192,0.75,38.54,97.52,20.37
l4,prefill,500,p99_ttft,0.15,0.9,3,75,117,399,402,192,0.75,39.06,97.5,20.2
l4,prefill,500,p99_ttft,0.15,0.8,3,76,116,399,402,192,0.75,39.58,97.48,20.03
l4,prefill,500,p99_ttft,0.15,0.7,3,79,113,399,402,192,0.75,41.15,97.41,19.53
l4,prefill,500,p99_ttft,0.15,0.6,3,83,109,399,402,192,0.75,43.23,97.32,18.86
l4,prefill,500,p99_ttft,0.15,0.5,3,92,100,399,402,192,0.75,47.92,97.09,17.34
l4,prefill,500,p99_ttft,0.15,0.4,3,112,80,399,402,192,0.75,58.33,96.39,13.97
l4,prefill,500,p99_ttft,0.15,0.3,3,117,75,399,402,192,0.75,60.94,96.15,13.13
l4,prefill,500,p99_ttft,0.15,0.2,3,132,60,399,402,192,0.75,68.75,95.24,10.61
l4,prefill,500,p99_ttft,0.15,0.1,0,157,35,402,402,192,0.0,81.77,100.0,5.89
l4,prefill,500,p99_ttft,0.1,1.0,1,89,103,401,402,192,0.25,46.35,99.04,17.51
l4,prefill,500,p99_ttft,0.1,0.9,1,90,102,401,402,192,0.25,46.88,99.03,17.34
l4,prefill,500,p99_ttft,0.1,0.8,1,90,102,401,402,192,0.25,46.88,99.03,17.34
l4,prefill,500,p99_ttft,0.1,0.7,1,91,101,401,402,192,0.25,47.4,99.02,17.17
l4,prefill,500,p99_ttft,0.1,0.6,1,95,97,401,402,192,0.25,49.48,98.98,16.5
l4,prefill,500,p99_ttft,0.1,0.5,1,102,90,401,402,192,0.25,53.12,98.9,15.32
l4,prefill,500,p99_ttft,0.1,0.4,1,116,76,401,402,192,0.25,60.42,98.7,12.96
l4,prefill,500,p99_ttft,0.1,0.3,1,120,72,401,402,192,0.25,62.5,98.63,12.29
l4,prefill,500,p99_ttft,0.1,0.2,1,135,57,401,402,192,0.25,70.31,98.28,9.76
l4,prefill,500,p99_ttft,0.1,0.1,0,159,33,402,402,192,0.0,82.81,100.0,5.56
l4,prefill,500,p99_ttft,0.05,1.0,0,113,79,402,402,192,0.0,58.85,100.0,13.3
l4,prefill,500,p99_ttft,0.05,0.9,0,114,78,402,402,192,0.0,59.38,100.0,13.13
l4,prefill,500,p99_ttft,0.05,0.8,0,114,78,402,402,192,0.0,59.38,100.0,13.13
l4,prefill,500,p99_ttft,0.05,0.7,0,115,77,402,402,192,0.0,59.9,100.0,12.96
l4,prefill,500,p99_ttft,0.05,0.6,0,116,76,402,402,192,0.0,60.42,100.0,12.79
l4,prefill,500,p99_ttft,0.05,0.5,0,117,75,402,402,192,0.0,60.94,100.0,12.63
l4,prefill,500,p99_ttft,0.05,0.4,0,128,64,402,402,192,0.0,66.67,100.0,10.77
l4,prefill,500,p99_ttft,0.05,0.3,0,132,60,402,402,192,0.0,68.75,100.0,10.1
l4,prefill,500,p99_ttft,0.05,0.2,0,145,47,402,402,192,0.0,75.52,100.0,7.91
l4,prefill,500,p99_ttft,0.05,0.1,0,164,28,402,402,192,0.0,85.42,100.0,4.71
l4,prefill,500,p99_ttft,0.02,1.0,0,123,69,402,402,192,0.0,64.06,100.0,11.62
l4,prefill,500,p99_ttft,0.02,0.9,0,123,69,402,402,192,0.0,64.06,100.0,11.62
l4,prefill,500,p99_ttft,0.02,0.8,0,123,69,402,402,192,0.0,64.06,100.0,11.62
l4,prefill,500,p99_ttft,0.02,0.7,0,123,69,402,402,192,0.0,64.06,100.0,11.62
l4,prefill,500,p99_ttft,0.02,0.6,0,123,69,402,402,192,0.0,64.06,100.0,11.62
l4,prefill,500,p99_ttft,0.02,0.5,0,124,68,402,402,192,0.0,64.58,100.0,11.45
l4,prefill,500,p99_ttft,0.02,0.4,0,134,58,402,402,192,0.0,69.79,100.0,9.76
l4,prefill,500,p99_ttft,0.02,0.3,0,136,56,402,402,192,0.0,70.83,100.0,9.43
l4,prefill,500,p99_ttft,0.02,0.2,0,149,43,402,402,192,0.0,77.6,100.0,7.24
l4,prefill,500,p99_ttft,0.02,0.1,0,166,26,402,402,192,0.0,86.46,100.0,4.38
l4,prefill,500,p99_ttft,0.01,1.0,0,153,39,402,402,192,0.0,79.69,100.0,6.57
l4,prefill,500,p99_ttft,0.01,0.9,0,153,39,402,402,192,0.0,79.69,100.0,6.57
l4,prefill,500,p99_ttft,0.01,0.8,0,153,39,402,402,192,0.0,79.69,100.0,6.57
l4,prefill,500,p99_ttft,0.01,0.7,0,153,39,402,402,192,0.0,79.69,100.0,6.57
l4,prefill,500,p99_ttft,0.01,0.6,0,153,39,402,402,192,0.0,79.69,100.0,6.57
l4,prefill,500,p99_ttft,0.01,0.5,0,154,38,402,402,192,0.0,80.21,100.0,6.4
l4,prefill,500,p99_ttft,0.01,0.4,0,163,29,402,402,192,0.0,84.9,100.0,4.88
l4,prefill,500,p99_ttft,0.01,0.3,0,164,28,402,402,192,0.0,85.42,100.0,4.71
l4,prefill,500,p99_ttft,0.01,0.2,0,168,24,402,402,192,0.0,87.5,100.0,4.04
l4,prefill,500,p99_ttft,0.01,0.1,0,178,14,402,402,192,0.0,92.71,100.0,2.36
l4,prefill,1000,p99_ttft,0.5,1.0,6,53,176,359,365,229,1.64,23.14,96.7,30.64
l4,prefill,1000,p99_ttft,0.5,0.9,6,56,173,359,365,229,1.64,24.45,96.65,30.13
l4,prefill,1000,p99_ttft,0.5,0.8,6,62,167,359,365,229,1.64,27.07,96.53,29.12
l4,prefill,1000,p99_ttft,0.5,0.7,5,76,153,360,365,229,1.37,33.19,96.84,26.6
l4,prefill,1000,p99_ttft,0.5,0.6,5,82,147,360,365,229,1.37,35.81,96.71,25.59
l4,prefill,1000,p99_ttft,0.5,0.5,4,99,130,361,365,229,1.1,43.23,97.01,22.56
l4,prefill,1000,p99_ttft,0.5,0.4,3,125,104,362,365,229,0.82,54.59,97.2,18.01
l4,prefill,1000,p99_ttft,0.5,0.3,1,136,93,364,365,229,0.27,59.39,98.94,15.82
l4,prefill,1000,p99_ttft,0.5,0.2,1,159,70,364,365,229,0.27,69.43,98.59,11.95
l4,prefill,1000,p99_ttft,0.5,0.1,0,191,38,365,365,229,0.0,83.41,100.0,6.4
l4,prefill,1000,p99_ttft,0.4,1.0,3,61,168,362,365,229,0.82,26.64,98.25,28.79
l4,prefill,1000,p99_ttft,0.4,0.9,3,64,165,362,365,229,0.82,27.95,98.21,28.28
l4,prefill,1000,p99_ttft,0.4,0.8,3,70,159,362,365,229,0.82,30.57,98.15,27.27
l4,prefill,1000,p99_ttft,0.4,0.7,3,80,149,362,365,229,0.82,34.93,98.03,25.59
l4,prefill,1000,p99_ttft,0.4,0.6,3,86,143,362,365,229,0.82,37.55,97.95,24.58
l4,prefill,1000,p99_ttft,0.4,0.5,2,100,129,363,365,229,0.55,43.67,98.47,22.05
l4,prefill,1000,p99_ttft,0.4,0.4,2,126,103,363,365,229,0.55,55.02,98.1,17.68
l4,prefill,1000,p99_ttft,0.4,0.3,1,136,93,364,365,229,0.27,59.39,98.94,15.82
l4,prefill,1000,p99_ttft,0.4,0.2,1,159,70,364,365,229,0.27,69.43,98.59,11.95
l4,prefill,1000,p99_ttft,0.4,0.1,0,191,38,365,365,229,0.0,83.41,100.0,6.4
l4,prefill,1000,p99_ttft,0.3,1.0,2,71,158,363,365,229,0.55,31.0,98.75,26.94
l4,prefill,1000,p99_ttft,0.3,0.9,2,72,157,363,365,229,0.55,31.44,98.74,26.77
l4,prefill,1000,p99_ttft,0.3,0.8,2,76,153,363,365,229,0.55,33.19,98.71,26.09
l4,prefill,1000,p99_ttft,0.3,0.7,2,83,146,363,365,229,0.55,36.24,98.65,24.92
l4,prefill,1000,p99_ttft,0.3,0.6,2,88,141,363,365,229,0.55,38.43,98.6,24.07
l4,prefill,1000,p99_ttft,0.3,0.5,2,102,127,363,365,229,0.55,44.54,98.45,21.72
l4,prefill,1000,p99_ttft,0.3,0.4,2,128,101,363,365,229,0.55,55.9,98.06,17.34
l4,prefill,1000,p99_ttft,0.3,0.3,1,138,91,364,365,229,0.27,60.26,98.91,15.49
l4,prefill,1000,p99_ttft,0.3,0.2,1,159,70,364,365,229,0.27,69.43,98.59,11.95
l4,prefill,1000,p99_ttft,0.3,0.1,0,191,38,365,365,229,0.0,83.41,100.0,6.4
l4,prefill,1000,p99_ttft,0.2,1.0,2,83,146,363,365,229,0.55,36.24,98.65,24.92
l4,prefill,1000,p99_ttft,0.2,0.9,2,84,145,363,365,229,0.55,36.68,98.64,24.75
l4,prefill,1000,p99_ttft,0.2,0.8,2,87,142,363,365,229,0.55,37.99,98.61,24.24
l4,prefill,1000,p99_ttft,0.2,0.7,2,93,136,363,365,229,0.55,40.61,98.55,23.23
l4,prefill,1000,p99_ttft,0.2,0.6,2,97,132,363,365,229,0.55,42.36,98.51,22.56
l4,prefill,1000,p99_ttft,0.2,0.5,2,109,120,363,365,229,0.55,47.6,98.36,20.54
l4,prefill,1000,p99_ttft,0.2,0.4,2,133,96,363,365,229,0.55,58.08,97.96,16.5
l4,prefill,1000,p99_ttft,0.2,0.3,1,141,88,364,365,229,0.27,61.57,98.88,14.98
l4,prefill,1000,p99_ttft,0.2,0.2,1,159,70,364,365,229,0.27,69.43,98.59,11.95
l4,prefill,1000,p99_ttft,0.2,0.1,0,191,38,365,365,229,0.0,83.41,100.0,6.4
l4,prefill,1000,p99_ttft,0.15,1.0,2,92,137,363,365,229,0.55,40.17,98.56,23.4
l4,prefill,1000,p99_ttft,0.15,0.9,2,93,136,363,365,229,0.55,40.61,98.55,23.23
l4,prefill,1000,p99_ttft,0.15,0.8,2,96,133,363,365,229,0.55,41.92,98.52,22.73
l4,prefill,1000,p99_ttft,0.15,0.7,2,99,130,363,365,229,0.55,43.23,98.48,22.22
l4,prefill,1000,p99_ttft,0.15,0.6,2,103,126,363,365,229,0.55,44.98,98.44,21.55
l4,prefill,1000,p99_ttft,0.15,0.5,2,115,114,363,365,229,0.55,50.22,98.28,19.53
l4,prefill,1000,p99_ttft,0.15,0.4,2,136,93,363,365,229,0.55,59.39,97.89,15.99
l4,prefill,1000,p99_ttft,0.15,0.3,1,144,85,364,365,229,0.27,62.88,98.84,14.48
l4,prefill,1000,p99_ttft,0.15,0.2,1,160,69,364,365,229,0.27,69.87,98.57,11.78
l4,prefill,1000,p99_ttft,0.15,0.1,0,192,37,365,365,229,0.0,83.84,100.0,6.23
l4,prefill,1000,p99_ttft,0.1,1.0,0,105,124,365,365,229,0.0,45.85,100.0,20.88
l4,prefill,1000,p99_ttft,0.1,0.9,0,106,123,365,365,229,0.0,46.29,100.0,20.71
l4,prefill,1000,p99_ttft,0.1,0.8,0,106,123,365,365,229,0.0,46.29,100.0,20.71
l4,prefill,1000,p99_ttft,0.1,0.7,0,107,122,365,365,229,0.0,46.72,100.0,20.54
l4,prefill,1000,p99_ttft,0.1,0.6,0,111,118,365,365,229,0.0,48.47,100.0,19.87
l4,prefill,1000,p99_ttft,0.1,0.5,0,122,107,365,365,229,0.0,53.28,100.0,18.01
l4,prefill,1000,p99_ttft,0.1,0.4,0,137,92,365,365,229,0.0,59.83,100.0,15.49
l4,prefill,1000,p99_ttft,0.1,0.3,0,144,85,365,365,229,0.0,62.88,100.0,14.31
l4,prefill,1000,p99_ttft,0.1,0.2,0,160,69,365,365,229,0.0,69.87,100.0,11.62
l4,prefill,1000,p99_ttft,0.1,0.1,0,192,37,365,365,229,0.0,83.84,100.0,6.23
l4,prefill,1000,p99_ttft,0.05,1.0,0,125,104,365,365,229,0.0,54.59,100.0,17.51
l4,prefill,1000,p99_ttft,0.05,0.9,0,126,103,365,365,229,0.0,55.02,100.0,17.34
l4,prefill,1000,p99_ttft,0.05,0.8,0,126,103,365,365,229,0.0,55.02,100.0,17.34
l4,prefill,1000,p99_ttft,0.05,0.7,0,127,102,365,365,229,0.0,55.46,100.0,17.17
l4,prefill,1000,p99_ttft,0.05,0.6,0,130,99,365,365,229,0.0,56.77,100.0,16.67
l4,prefill,1000,p99_ttft,0.05,0.5,0,135,94,365,365,229,0.0,58.95,100.0,15.82
l4,prefill,1000,p99_ttft,0.05,0.4,0,146,83,365,365,229,0.0,63.76,100.0,13.97
l4,prefill,1000,p99_ttft,0.05,0.3,0,152,77,365,365,229,0.0,66.38,100.0,12.96
l4,prefill,1000,p99_ttft,0.05,0.2,0,167,62,365,365,229,0.0,72.93,100.0,10.44
l4,prefill,1000,p99_ttft,0.05,0.1,0,196,33,365,365,229,0.0,85.59,100.0,5.56
l4,prefill,1000,p99_ttft,0.02,1.0,0,158,71,365,365,229,0.0,69.0,100.0,11.95
l4,prefill,1000,p99_ttft,0.02,0.9,0,158,71,365,365,229,0.0,69.0,100.0,11.95
l4,prefill,1000,p99_ttft,0.02,0.8,0,158,71,365,365,229,0.0,69.0,100.0,11.95
l4,prefill,1000,p99_ttft,0.02,0.7,0,159,70,365,365,229,0.0,69.43,100.0,11.78
l4,prefill,1000,p99_ttft,0.02,0.6,0,161,68,365,365,229,0.0,70.31,100.0,11.45
l4,prefill,1000,p99_ttft,0.02,0.5,0,163,66,365,365,229,0.0,71.18,100.0,11.11
l4,prefill,1000,p99_ttft,0.02,0.4,0,173,56,365,365,229,0.0,75.55,100.0,9.43
l4,prefill,1000,p99_ttft,0.02,0.3,0,176,53,365,365,229,0.0,76.86,100.0,8.92
l4,prefill,1000,p99_ttft,0.02,0.2,0,190,39,365,365,229,0.0,82.97,100.0,6.57
l4,prefill,1000,p99_ttft,0.02,0.1,0,210,19,365,365,229,0.0,91.7,100.0,3.2
l4,prefill,1000,p99_ttft,0.01,1.0,0,182,47,365,365,229,0.0,79.48,100.0,7.91
l4,prefill,1000,p99_ttft,0.01,0.9,0,182,47,365,365,229,0.0,79.48,100.0,7.91
l4,prefill,1000,p99_ttft,0.01,0.8,0,182,47,365,365,229,0.0,79.48,100.0,7.91
