unix_ns,monotonic_ns,elapsed_s,role,running,waiting,kv_cache_usage,scrape_ok,error
1785511825483664037,1137170503519331,0.024450913071632385,combined,0.0,0.0,0.0,True,
1785511826012666939,1137171031703733,0.5526352091692388,combined,0.0,0.0,0.0,True,
1785511826539711249,1137171558199312,1.0791308120824397,combined,0.0,0.0,0.0,True,
