scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,3481.767,4,1024,870.44175,3.4001630859375,True
D1,decode,1371.485,4,1024,342.87125,1.3393408203125,True
P0,prefill,3728.198,4,1024,932.0495,3.640818359375,True
P1,prefill,4618.691,4,1024,1154.67275,4.5104404296875,True
P_pool,prefill,8346.889,4,1024,2086.72225,8.1512587890625,True
D_pool,decode,4853.2519999999995,4,1024,1213.3129999999999,4.7395039062499995,True
all_GPU_boards,all,13200.141,4,1024,3300.03525,12.8907626953125,True
