unix_ts,workload_seq,target_freq_mhz,rx_bytes,tx_bytes,gpu_util_pct,gpu_power_w,gpu_sm_mhz,gpu_memory_used_mib
1784816278,0,1245,23755162169,15090170139,0, 31.13, 210, 0
1784816280,0,1245,23755234732,15090244386,0, 61.33, 1245, 0
1784816282,0,1245,23755624910,15090717474,0, 61.33, 1245, 0
1784816284,0,1245,23755922692,15091043430,0, 61.40, 1245, 0
1784816287,0,1245,23756617200,15091652958,0, 61.33, 1245, 0
1784816289,0,1245,23757931470,15093106958,0, 61.45, 1245, 0
1784816291,0,1245,23758829664,15093584788,0, 61.33, 1245, 0
1784816293,0,1245,23759387212,15094080726,0, 61.33, 1245, 0
1784816295,0,1245,23759843916,15094503110,0, 61.33, 1245, 0
1784816297,0,1245,23760652528,15095269716,0, 61.45, 1245, 0
1784816299,0,1245,23761397764,15095979696,0, 61.57, 1245, 0
1784816301,0,1245,23761869792,15096410482,0, 61.33, 1245, 0
