scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,1734.824,4,512,433.706,3.388328125,True
D1,decode,694.9,4,512,173.725,1.3572265625,True
P0,prefill,1904.567,4,512,476.14175,3.719857421875,True
P1,prefill,2393.289,4,512,598.32225,4.674392578125,True
P_pool,prefill,4297.856,4,512,1074.464,8.39425,True
D_pool,decode,2429.724,4,512,607.431,4.7455546875,True
all_GPU_boards,all,6727.58,4,512,1681.895,13.1398046875,True
