received_unix_ns,batch_id,content_length,span_count,decode_ok,error
1785511568554224811,6e00a200234f483b9afd520e6b464aab,28952,44,True,
1785511573584130268,5ad6f4bbab064c43a42fa59bb4b1e84c,32876,50,True,
