unix_ns,monotonic_ns,role,endpoint,scrape_ok,scrape_duration_ms,running,waiting,waiting_growth_per_s,kv_cache_usage,prefix_cache_hits,prefix_cache_queries,external_prefix_cache_hits,external_prefix_cache_queries,preemptions,prompt_tokens,generation_tokens,successful_requests,e2e_count,e2e_sum_s,ttft_count,ttft_sum_s,inter_token_count,inter_token_sum_s,iteration_tokens_count,iteration_tokens_sum,error
1785511561899106208,1136931942635500,combined,http://127.0.0.1:8000/metrics,True,25.19153105095029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1785511562399900221,1136932443430440,combined,http://127.0.0.1:8000/metrics,True,26.200911961495876,3.0,0.0,0.0,0.003092783505154628,0.0,96.0,0.0,0.0,0.0,96.0,8.0,0.0,0.0,0.0,3.0,0.3789088726043701,5.0,0.30579564231447875,4.0,104.0,
1785511562900703848,1136932944234077,combined,http://127.0.0.1:8000/metrics,True,28.609934030100703,8.0,0.0,0.0,0.008247422680412342,0.0,256.0,0.0,0.0,0.0,256.0,52.0,0.0,0.0,0.0,8.0,1.2231740951538086,44.0,2.7190227545797825,12.0,308.0,
1785511563402227282,1136933445757522,combined,http://127.0.0.1:8000/metrics,True,29.69158487394452,13.0,0.0,0.0,0.014432989690721598,0.0,416.0,0.0,0.0,0.0,416.0,136.0,0.0,0.0,0.0,13.0,2.053208112716675,123.0,7.678115627728403,20.0,552.0,
1785511563903565070,1136933947095293,combined,http://127.0.0.1:8000/metrics,True,26.370048988610506,18.0,0.0,0.0,0.02130584192439866,0.0,576.0,0.0,0.0,0.0,576.0,261.0,0.0,0.0,0.0,18.0,2.854569673538208,243.0,15.357205447973683,28.0,837.0,
1785511564404685581,1136934448215776,combined,http://127.0.0.1:8000/metrics,True,24.235547985881567,21.0,0.0,0.0,0.024742268041237137,0.0,768.0,0.0,0.0,0.0,736.0,418.0,3.0,3.0,6.266054630279541,23.0,3.791982412338257,395.0,25.419269760372117,36.0,1154.0,
1785511564907038516,1136934950568528,combined,http://127.0.0.1:8000/metrics,True,29.914084123447537,20.0,0.0,0.0,0.023711340206185594,0.0,896.0,0.0,0.0,0.0,896.0,562.0,8.0,8.0,17.076760292053223,28.0,4.678987979888916,534.0,34.61334747145884,43.0,1458.0,
1785511565408508267,1136935452038294,combined,http://127.0.0.1:8000/metrics,True,22.67217100597918,21.0,0.0,0.0,0.02439862542955329,0.0,1088.0,0.0,0.0,0.0,1056.0,728.0,13.0,13.0,28.02680230140686,33.0,5.582371711730957,695.0,45.28343559289351,51.0,1784.0,
1785511565910623809,1136935954153839,combined,http://127.0.0.1:8000/metrics,True,27.326687006279826,21.0,0.0,0.0,0.024742268041237137,0.0,1248.0,0.0,0.0,0.0,1216.0,896.0,18.0,18.0,39.06027913093567,38.0,6.442361831665039,858.0,56.05419004522264,59.0,2112.0,
1785511566411990751,1136936455520779,combined,http://127.0.0.1:8000/metrics,True,23.190832929685712,22.0,0.0,0.0,0.02577319587628868,0.0,1408.0,0.0,0.0,0.0,1376.0,1045.0,22.0,22.0,48.00492310523987,43.0,7.316368341445923,1002.0,65.62244610628113,66.0,2421.0,
1785511566914075563,1136936957605572,combined,http://127.0.0.1:8000/metrics,True,23.304727161303163,21.0,0.0,0.0,0.024742268041237137,0.0,1568.0,0.0,0.0,0.0,1536.0,1216.0,28.0,28.0,61.41116166114807,48.0,8.14002513885498,1168.0,76.60699825338088,74.0,2752.0,
1785511567415802437,1136937459332475,combined,http://127.0.0.1:8000/metrics,True,23.329660994932055,22.0,0.0,0.0,0.02577319587628868,0.0,1728.0,0.0,0.0,0.0,1696.0,1365.0,32.0,32.0,70.3402886390686,53.0,8.98851466178894,1312.0,86.17409436847083,81.0,3061.0,
1785511567917633211,1136937961163226,combined,http://127.0.0.1:8000/metrics,True,23.113016970455647,21.0,0.0,0.0,0.024742268041237137,0.0,1888.0,0.0,0.0,0.0,1856.0,1536.0,38.0,38.0,83.7213122844696,58.0,9.793497800827026,1478.0,97.15954782231711,89.0,3392.0,
1785511568419535722,1136938463065750,combined,http://127.0.0.1:8000/metrics,True,25.59733111411333,22.0,0.0,0.0,0.02577319587628868,0.0,2048.0,0.0,0.0,0.0,2016.0,1685.0,42.0,42.0,92.63116240501404,63.0,10.614223003387451,1622.0,106.72214975301176,96.0,3701.0,
1785511568921942252,1136938965472276,combined,http://127.0.0.1:8000/metrics,True,23.448934080079198,21.0,0.0,0.0,0.024742268041237137,0.0,2208.0,0.0,0.0,0.0,2176.0,1856.0,48.0,48.0,105.97521591186523,68.0,11.395399808883667,1788.0,117.71536492044106,104.0,4032.0,
1785511569423958962,1136939467488981,combined,http://127.0.0.1:8000/metrics,True,28.703917982056737,21.0,0.0,0.0,0.025085910652920984,0.0,2368.0,0.0,0.0,0.0,2368.0,2027.0,53.0,53.0,117.10091876983643,74.0,12.330251932144165,1953.0,128.6809914978221,112.0,4395.0,
1785511569925114003,1136939968644034,combined,http://127.0.0.1:8000/metrics,True,23.310363991186023,21.0,0.0,0.0,0.024742268041237137,0.0,2528.0,0.0,0.0,0.0,2496.0,2174.0,58.0,58.0,128.17849373817444,78.0,13.072951793670654,2096.0,138.1250938125886,119.0,4670.0,
1785511570427755781,1136940471285841,combined,http://127.0.0.1:8000/metrics,True,24.03393294662237,21.0,0.0,0.0,0.024742268041237137,0.0,2688.0,0.0,0.0,0.0,2656.0,2342.0,63.0,63.0,139.27097058296204,83.0,13.965696573257446,2259.0,148.92688346654177,127.0,4998.0,
