request_id,workload_id,input_len,requested_output_len,observed_output_tokens,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,client_observed_ttft_ms,client_observed_tpot_ms,mean_itl_ms,e2e_latency_ms,prefill_latency_ms,decode_stream_latency_ms,real_sse,logical_request_id_propagated
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0000,small_light,128,64,64,P1,D1,183.56501398375258,55.88743242893427,20114.135599986184,55.90306646061234,55.88359925397007,23636.02878700476,109.39876298652962,3594.853674992919,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0001,small_light,128,64,64,P1,D1,183.94443503348157,55.89179363515642,194.99743200140074,55.895006507709034,55.89056768203302,3716.3828419870697,109.22287497669458,3595.632045005914,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0002,small_light,128,64,64,P1,D1,176.81452195392922,55.88032692090594,183.51745296968147,55.886560508663514,55.882205730230204,3704.370765015483,100.68961296929047,3596.331002016086,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0003,small_light,128,64,64,P1,D1,197.7008479880169,55.87642471442768,206.14321599714458,55.878543778182205,55.874328286061804,3726.491474022623,121.29339802777395,3596.3696360122412,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0004,small_light,128,64,64,P1,D1,175.0724400044419,55.86192411156223,182.16190300881863,55.865732063206714,55.86134707961705,3701.7030229908414,97.66086097806692,3596.4572390075773,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0005,small_light,128,64,64,P1,D1,168.7566270120442,55.86794723797264,174.32743596145883,55.87212365150215,55.867911476294495,3694.2712260060944,92.83220203360543,3595.3985959640704,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0006,small_light,128,64,64,P1,D1,177.13065003044903,55.87102244386361,183.9549479773268,55.875335761811584,55.870515714761694,3704.1011009714566,97.85414399811998,3598.903984995559,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0007,small_light,128,64,64,P1,D1,196.69075100682676,55.879589079672265,203.53777898708358,55.88464942827289,55.87909595268439,3724.2706929682754,119.02166495565325,3597.856657986995,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0008,small_light,128,64,64,P1,D1,194.71175299258903,55.875459190694585,201.74262300133705,55.88078699980138,55.876153571132036,3722.232203988824,116.92900495836511,3597.68048702972,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0009,small_light,128,64,64,P1,D1,196.52541395043954,55.88783241350145,204.5813860022463,55.90885084137202,55.89452965022434,3726.8389890086837,119.44788199616596,3597.7273670141585,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0010,small_light,128,64,64,P1,D1,212.35876000719145,55.87151669804746,223.60281000146642,55.875557222558804,55.87071660325848,3743.762915022671,134.78266197489575,3597.1589270047843,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0011,small_light,128,64,64,P1,D1,199.61331196827814,55.88538057192983,207.96447701286525,55.891704983964914,55.887536142974916,3729.141891002655,124.44127100752667,3595.679307007231,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0012,small_light,128,64,64,P1,D1,201.77108800271526,55.8844150472728,210.74727200902998,55.8899619684939,55.88531838120183,3731.8148760241456,124.98477200279012,3597.242607967928,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0013,small_light,128,64,64,P1,D1,213.59660499729216,55.877220000155155,222.20694599673152,55.88305938068688,55.87817369849377,3742.8396869800054,135.65909297904,3597.9334890143946,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0014,small_light,128,64,64,P1,D1,180.2780090365559,55.8765389834575,187.02053499873728,55.88063222285922,55.876294794004586,3707.500365038868,103.45049103489146,3596.7403749818914,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0015,small_light,128,64,64,P1,D1,194.0044299699366,55.86965076185556,200.72597597027197,55.87265374682223,55.86738044503219,3720.7031620200723,116.16783501813188,3597.410738002509,True,True
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0016,small_light,128,64,64,P1,D1,217.14873000746593,58.57289854034279,13275.802085001487,58.58074469835542,58.575475492352055,16966.38900099788,134.70552500803024,3772.3021960118786,True,True
