workload_id,purpose,input_len,output_len,planned_requests,completed_requests,mean_ttft_ms,mean_tpot_ms,mean_e2e_latency_ms
small_light,,128,64,48,48,199.62187293397923,57.684808795336664,4529.221505831326
prefill_medium,,1024,64,48,48,389.7648558583266,60.33378865247378,4751.351582957189
prefill_heavy,,2048,64,48,48,475.9280084084215,58.00617566778325,4402.145970126488
decode_medium,,128,128,48,48,195.32259301437685,57.41865910536834,9839.072029060238
decode_heavy,,128,256,48,48,187.43620094270833,57.645550213478934,15431.058150961084
balanced_medium,,512,128,48,48,238.29908997383123,58.73410316177327,8233.394609230649
both_heavy,,2048,256,48,48,474.67434215165366,58.0776164439966,15569.092987541808
