request_id,selected_prefill_endpoint_id,selected_decode_endpoint_id,route_timestamp_wall_s,prefill_completion_wall_s,kv_handoff_completion_wall_s,decode_start_wall_s,decode_completion_wall_s,outcome
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0000,P1,D1,1788319185.3808844,1788319185.490396,1788319185.4903984,1788319185.4904869,1788319189.08541,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0001,P1,D1,1788319190.463901,1788319190.5732706,1788319190.5732725,1788319190.5733705,1788319194.1690683,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0002,P1,D1,1788319215.4799175,1788319215.5807374,1788319215.5807395,1788319215.5808382,1788319219.177232,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0003,P1,D1,1788319240.4808455,1788319240.602271,1788319240.602273,1788319240.6023653,1788319244.1987948,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0004,P1,D1,1788319265.4799697,1788319265.5777707,1788319265.577773,1788319265.5778644,1788319269.1743839,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0005,P1,D1,1788319290.478125,1788319290.5710673,1788319290.5710692,1788319290.5711458,1788319294.1666064,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0006,P1,D1,1788319315.4796433,1788319315.5776105,1788319315.5776124,1788319315.5777252,1788319319.1767166,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0007,P1,D1,1788319340.479718,1788319340.5988605,1788319340.5988626,1788319340.5989456,1788319344.1968744,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0008,P1,D1,1788319365.4802344,1788319365.5972972,1788319365.5973003,1788319365.5974,1788319369.1951523,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0009,P1,D1,1788319390.4804823,1788319390.6000903,1788319390.6000924,1788319390.6001873,1788319394.1979804,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0010,P1,D1,1788319415.4840317,1788319415.619002,1788319415.6190045,1788319415.6191008,1788319419.2163272,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0011,P1,D1,1788319440.481218,1788319440.6058087,1788319440.6058109,1788319440.605905,1788319444.201611,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0012,P1,D1,1788319465.4817357,1788319465.6068585,1788319465.6068609,1788319465.6069593,1788319469.2042673,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0013,P1,D1,1788319490.4822154,1788319490.6180177,1788319490.61802,1788319490.6181183,1788319494.2161143,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0014,P1,D1,1788319515.479011,1788319515.5826006,1788319515.5826027,1788319515.5827475,1788319519.1795511,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0015,P1,D1,1788319540.4792647,1788319540.5955434,1788319540.5955455,1788319540.595628,1788319544.1930985,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0016,P1,D1,1788319578.5309253,1788319578.6657586,1788319578.665761,1788319578.6658437,1788319582.4382312,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0017,P1,D1,1788319590.4677722,1788319590.616794,1788319590.6167963,1788319590.6168938,1788319594.3868675,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0018,P1,D1,1788319615.4811103,1788319615.6031678,1788319615.6031706,1788319615.6032941,1788319619.3733118,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0019,P1,D1,1788319640.4814284,1788319640.6035385,1788319640.6035407,1788319640.6036372,1788319644.3733637,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0020,P1,D1,1788319665.4793034,1788319665.6015708,1788319665.6015728,1788319665.6017163,1788319669.3711634,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0021,P1,D1,1788319690.4806955,1788319690.6035497,1788319690.6035516,1788319690.6036477,1788319694.3736117,completed
phase3c-xpyd_feedback_2p2d_windowed_steady_r4_255413-0022,P1,D1,1788319715.4802094,1788319715.6018186,1788319715.601821,1788319715.6019106,1788319719.3706195,completed
