scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,1349.858,4,512,337.4645,2.63644140625,True
D1,decode,1332.577,4,512,333.14425,2.602689453125,True
P0,prefill,2321.518,4,512,580.3795,4.53421484375,True
P1,prefill,2359.632,4,512,589.908,4.60865625,True
P_pool,prefill,4681.15,4,512,1170.2875,9.14287109375,True
D_pool,decode,2682.435,4,512,670.60875,5.239130859375,True
all_GPU_boards,all,7363.584999999999,4,512,1840.8962499999998,14.382001953124998,True
