request_id,arrival_time_s,input_len,output_len
phase3c-b01-r02-static-prefill_heavy-0000,0.0,2048,64
phase3c-b01-r02-static-prefill_heavy-0001,2.0,2048,64
phase3c-b01-r02-static-prefill_heavy-0002,4.0,2048,64
phase3c-b01-r02-static-prefill_heavy-0003,6.0,2048,64
