workload_id,purpose,input_len,output_len,planned_requests,completed_requests,mean_ttft_ms,mean_tpot_ms,mean_e2e_latency_ms
small_light,,128,64,16,16,212.92729106062325,58.242368970183186,15965.289211948402
prefill_medium,,1024,64,16,16,372.73433277005097,60.649121577120646,14283.839317311504
prefill_heavy,,2048,64,16,16,468.2628960108559,58.008893132951236,13480.309163558559
decode_medium,,128,128,16,16,182.07121305385954,57.24995566495235,13655.296947817988
decode_heavy,,128,256,16,16,179.41562369014719,56.865519771564124,17098.473344496597
balanced_medium,,512,128,16,16,209.94431267899927,57.028202912859584,9009.156907322904
both_heavy,,2048,256,16,16,467.64650268596597,58.07993534142631,17730.87026207213
