window_id,request_index,request_id,trace_id,client_span_id,planned_send_unix_ns,client_ready_unix_ns,actual_send_unix_ns,response_headers_unix_ns,first_token_unix_ns,completed_unix_ns,planned_to_ready_ms,client_queue_delay_ms,send_lag_ms,ttft_ms,tpot_ms,e2e_ms,planned_input_tokens,actual_input_tokens,max_tokens,actual_output_tokens,token_event_count,stream_chunk_count,token_id_event_count,token_timestamp_complete,http_status,response_request_id,outcome,timeout,cancelled,retry_count,attempt_count,response_bytes,error
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,0,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00000-888fdaefb78b,d7732f297105448186b21ce627d094d7,832a98fac7284871,1785511463831821442,1785511463842127345,1785511463845827742,1785511463923751458,1785511463960356878,1785511464640683929,10.305903,3.700397,14.0063,114.529136,21.946033903225807,794.856187,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00000-888fdaefb78b,success,False,False,0,1,12336,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,1,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00001-11954a51ddbc,a56033f2146f417f83c2d22115bc4490,24270b64f9b947c1,1785511463931821442,1785511463932862130,1785511463935305936,1785511463944092458,1785511464004412352,1785511464677568309,1.040688,2.443806,3.484494,69.106416,21.71470829032258,742.262373,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00001-11954a51ddbc,success,False,False,0,1,12337,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,2,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00002-d3c818ffc615,aaea88a47da04537ae8d78506e4b4c7f,c86c20789ac74280,1785511464031821442,1785511464032485020,1785511464035831294,1785511464045398926,1785511464111318622,1785511464785390511,0.663578,3.346274,4.009852,75.487328,21.744254483870968,749.559217,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00002-d3c818ffc615,success,False,False,0,1,12337,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,3,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00003-c0bd2c0d562e,c293a8f29ef546eab0327e7920e5bca9,328d49477cbb4e72,1785511464131821442,1785511464132302538,1785511464134829850,1785511464143809842,1785511464199283270,1785511464873236789,0.481096,2.527312,3.008408,64.45342,21.740436096774193,738.406939,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00003-c0bd2c0d562e,success,False,False,0,1,12337,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,4,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00004-efa191e6985f,c3c97779fc5f44419f2895329a62474e,29385f4028464855,1785511464231821442,1785511464233730097,1785511464236434178,1785511464245918564,1785511464310812551,1785511464981847684,1.908655,2.704081,4.612736,74.378373,21.646294612903226,745.413506,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00004-efa191e6985f,success,False,False,0,1,12383,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,5,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00005-ab72df3dcb86,9958186bbcd2484e8fc25d2b64ab96fd,fc8d2294139d46f7,1785511464331821442,1785511464332093111,1785511464334917697,1785511464344207120,1785511464416217918,1785511465091723719,0.271669,2.824586,3.096255,81.300221,21.79050970967742,756.806022,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00005-ab72df3dcb86,success,False,False,0,1,12337,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,6,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00006-657f8a5cfb2f,53237b717f754445ba11f00cf5e0d142,5a73bf4a5760476b,1785511464431821442,1785511464432939448,1785511464436171195,1785511464445892938,1785511464504396624,1785511465179922373,1.118006,3.231747,4.349753,68.225429,21.79115319354839,743.751178,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00006-657f8a5cfb2f,success,False,False,0,1,12337,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,7,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00007-6de8241218bd,7f84e079f7c04ca2a8f6a6d6d66164e9,096243a02f124901,1785511464531821442,1785511464533028735,1785511464536119578,1785511464547517494,1785511464613485471,1785511465288712952,1.207293,3.090843,4.298136,77.365893,21.78153164516129,752.593374,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00007-6de8241218bd,success,False,False,0,1,12364,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,8,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00008-b5ea8fb088bd,41ce4d69a341408dbfb35406cb0b3923,4edd27eb8c7a467a,1785511464631821442,1785511464632318349,1785511464635529954,1785511464659315712,1785511464722054100,1785511465401565567,0.496907,3.211605,3.708512,86.524146,21.919724741935486,766.035613,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00008-b5ea8fb088bd,success,False,False,0,1,12337,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,9,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00009-ebe05754ffbf,14484ed100554ab2b39f513e94df719c,def48274193f4756,1785511464731821442,1785511464732276362,1785511464734196307,1785511464744268697,1785511464814241315,1785511465485628798,0.45492,1.919945,2.374865,80.045008,21.657660741935484,751.432491,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00009-ebe05754ffbf,success,False,False,0,1,12337,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,10,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00010-a6c083872df3,ae5f00cd49384cdda3eb932fc52424b4,a09afd063f2f489a,1785511464831821442,1785511464832903846,1785511464835943585,1785511464844259603,1785511464897218481,1785511465573218713,1.082404,3.039739,4.122143,61.274896,21.806459096774194,737.275128,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00010-a6c083872df3,success,False,False,0,1,12337,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,11,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00011-8a731b279988,8cf2b0868b3b48d698fb610ac169262c,22b7674ceedf40cf,1785511464931821442,1785511464932866038,1785511464936171195,1785511464944822144,1785511465005625761,1785511465681342742,1.044596,3.305157,4.349753,69.454566,21.797321967741937,745.171547,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00011-8a731b279988,success,False,False,0,1,12338,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,12,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00012-eac62bcfbe60,acce89b6616a44eb82656467e5ba05b8,46dfacb56b864937,1785511465031821442,1785511465032935782,1785511465035827821,1785511465043982617,1785511465114881299,1785511465790500529,1.11434,2.892039,4.006379,79.053478,21.794168709677418,754.672708,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00012-eac62bcfbe60,success,False,False,0,1,12337,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,13,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00013-4dadd93ab704,0eb81af15cdc4c92bcfbf5753f5e9f6f,711893bf67084663,1785511465131821442,1785511465132926159,1785511465135777470,1785511465144137250,1785511465202695513,1785511465877984799,1.104717,2.851311,3.956028,66.918043,21.78352535483871,742.207329,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00013-4dadd93ab704,success,False,False,0,1,12339,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,14,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00014-6da579428e12,cb32148f543d4591a8bff48835a05c88,50bbf1c5138940a9,1785511465231821442,1785511465232535918,1785511465235329261,1785511465246583728,1785511465316182595,1785511465987336548,0.714476,2.793343,3.507819,80.853334,21.650127516129032,752.007287,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00014-6da579428e12,success,False,False,0,1,12337,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,15,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00015-e5eb23e78036,8539507fd5df42b49b7e3bef869aa137,4dc254c4013a4498,1785511465331821442,1785511465333874620,1785511465336284671,1785511465344458254,1785511465401814807,1785511466075258398,2.053178,2.410051,4.463229,65.530136,21.723986806451613,738.973727,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00015-e5eb23e78036,success,False,False,0,1,12336,
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2,16,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00016-54a042b8b422,04dfc5ff93954d92afdf36e1fe359b63,6bf5f7c1df774d8a,1785511465431821442,1785511465432094949,1785511465434996390,1785511465444811991,1785511465509468280,1785511466184678879,0.273507,2.901441,3.174948,74.47189,21.78098706451613,749.682489,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt2-00016-54a042b8b422,success,False,False,0,1,12338,
