scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,712.036,4,512,178.009,1.3906953125,True
D1,decode,1711.349,4,512,427.83725,3.342478515625,True
P0,prefill,1928.683,4,512,482.17075,3.766958984375,True
P1,prefill,2421.664,4,512,605.416,4.7298125,True
P_pool,prefill,4350.347,4,512,1087.58675,8.496771484375,True
D_pool,decode,2423.3849999999998,4,512,605.8462499999999,4.7331738281249995,True
all_GPU_boards,all,6773.732,4,512,1693.433,13.2299453125,True
