scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,355.997,4,256,88.99925,1.39061328125,True
D1,decode,846.551,4,256,211.63775,3.30683984375,True
P0,prefill,962.37,4,256,240.5925,3.7592578125,True
P1,prefill,1211.54,4,256,302.885,4.732578125,True
P_pool,prefill,2173.91,4,256,543.4775,8.4918359375,True
D_pool,decode,1202.548,4,256,300.637,4.697453125,True
all_GPU_boards,all,3376.4579999999996,4,256,844.1144999999999,13.189289062499999,True
