request_id,workload_id,input_len,requested_output_len,observed_output_tokens,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,client_observed_ttft_ms,client_observed_tpot_ms,mean_itl_ms,e2e_latency_ms,prefill_latency_ms,decode_stream_latency_ms,real_sse,logical_request_id_propagated
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0000,small_light,128,64,64,P1,D1,210.25577594991773,55.9712553651826,6983.68522292003,55.98408231763021,55.97213919030591,10510.682408930734,133.8490379275754,3602.3544420022517,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0001,prefill_medium,1024,64,64,P1,D1,321.7819120036438,56.94945130149819,330.6766980094835,56.95278850746237,56.94839063595744,3918.702373979613,237.04939789604396,3672.2517639864236,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0002,prefill_heavy,2048,64,64,P1,D1,465.54149000439793,58.070835905031316,474.33687606826425,58.07289965118149,58.06873195124642,4132.929554092698,376.85630505438894,3746.8637629644945,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0003,decode_medium,128,128,128,P1,D1,191.73338497057557,55.95372824408994,199.95562999974936,55.9558496218336,55.95387751236558,7306.348531972617,118.59335599001497,7179.071321967058,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0004,decode_heavy,128,256,256,P1,D1,190.4379710322246,56.027623953060335,200.42542601004243,56.029321211755416,56.026779227050056,14487.902335007675,116.14555399864912,14361.134422011673,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0005,balanced_medium,512,128,128,P1,D1,221.6530399164185,56.397512141710486,229.6549549791962,56.39934106308263,56.3975729288416,7392.37126999069,144.19198501855135,7239.741486962885,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0006,both_heavy,2048,256,256,P1,D1,466.54579299502075,58.14886465486066,475.32035398762673,58.14945348218887,58.14842429815554,15303.430991945788,378.2791330013424,14916.02801089175,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0007,small_light,128,64,64,P1,D1,176.6427600523457,55.9501444444149,181.8933750037104,55.95365788839343,55.95009509540562,3706.973821972497,103.14187302719802,3598.1679969700053,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0008,prefill_medium,1024,64,64,P1,D1,292.4773079575971,56.96272596879493,298.07084100320935,56.9659000787411,56.96260896770077,3886.9225459638983,212.02710503712296,3668.899229960516,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0009,prefill_heavy,2048,64,64,P1,D1,462.0544209610671,58.08252079360601,468.3850361034274,58.08571750660323,58.082329807803035,4127.785239019431,374.72925102338195,3746.3359639514238,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0010,decode_medium,128,128,128,P1,D1,176.0705199558288,55.95171663774485,182.40514607168734,55.95351688978152,55.95177945618584,7288.501791073941,103.92357897944748,7177.824497921392,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0011,decode_heavy,128,256,256,P1,D1,184.5281720161438,56.014459944951035,190.37168088834733,56.01565566680887,56.014641945469464,14474.36387592461,108.15216100309044,14359.87797298003,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0012,balanced_medium,512,128,128,P1,D1,205.82733396440744,56.39560575556656,211.55585499946028,56.39839481184713,56.39637003957081,7374.151996104047,128.34850803483278,7239.520636969246,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0013,both_heavy,2048,256,256,P1,D1,468.0003729881719,58.145737196044884,473.7837070133537,58.146331909879606,58.1454148666714,15301.098344032653,379.6580259222537,14915.28928594198,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0014,small_light,128,64,64,P1,D1,179.66149491257966,55.94771955576208,187.44504800997674,55.94888304744566,55.94510822150383,3712.2246799990535,105.8364559430629,3598.341934964992,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0015,prefill_medium,1024,64,64,P1,D1,297.45185002684593,56.97082706342732,303.54114004876465,56.97349031707124,56.96987253909428,3892.871030024253,216.56254096888006,3669.840572983958,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0016,prefill_heavy,2048,64,64,P1,D1,461.6577730048448,58.071868872964785,468.9664939651266,58.07454565111252,58.070899778237894,4127.662869985215,370.56892190594226,3749.394054058939,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0017,decode_medium,128,128,128,P1,D1,177.13457602076232,55.9561421579542,185.1431659888476,55.96095877222893,55.95826999262327,7292.1849300619215,103.54576003737748,7179.831436020322,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0018,decode_heavy,128,256,256,P1,D1,185.8068039873615,56.02577963168276,192.01294204685837,56.02634823515865,56.02503176824208,14478.731742012314,110.26882298756391,14361.908682039939,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0019,balanced_medium,512,128,128,P1,D1,208.8607030455023,56.39324062155545,217.0452179852873,56.39568792186736,56.393119764118275,7379.297584062442,131.8475620355457,7238.75771893654,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0020,both_heavy,2048,256,256,P1,D1,456.2327469466254,58.14050057647275,464.1951429657638,58.14103502734546,58.139622215565076,15290.159074938856,368.57536202296615,14913.282080902718,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0021,small_light,128,64,64,P1,D1,184.2015179572627,55.939434366005045,191.56793202273548,55.94198149074579,55.93822609507553,3715.91276593972,109.3119700672105,3598.8687090575695,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0022,prefill_medium,1024,64,64,P1,D1,291.7761119315401,56.950212476612435,298.94007893744856,56.95723936641737,56.953158905907046,3887.2461590217426,212.05750608351082,3667.3867490608245,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0023,prefill_heavy,2048,64,64,P1,D1,461.19817497674376,58.07707423809916,467.90851396508515,58.078749096094974,58.075289221643104,4126.869707019068,373.03868390154094,3746.7557759955525,True,True
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0024,decode_medium,128,128,128,P1,D1,176.3133810600266,55.95228437785294,184.0143030276522,55.95409649600253,55.952221283498474,7290.184558019973,102.40020195487887,7179.646517965011,True,True
