request_id,selected_prefill_endpoint_id,selected_decode_endpoint_id,route_timestamp_wall_s,prefill_completion_wall_s,kv_handoff_completion_wall_s,decode_start_wall_s,decode_completion_wall_s,outcome
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0000,P1,D1,1788521295.3090403,1788521295.443004,1788521295.443007,1788521295.4431126,1788521299.04554,completed
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0001,P1,D1,1788521299.0557365,1788521299.2929335,1788521299.2929366,1788521299.2930584,1788521302.9653738,completed
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0002,P1,D1,1788521302.9746516,1788521303.351631,1788521303.3516335,1788521303.3517745,1788521307.098734,completed
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0003,P1,D1,1788521307.1074908,1788521307.2261744,1788521307.2261765,1788521307.2262597,1788521314.4053843,completed
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0004,P1,D1,1788521314.4158654,1788521314.532109,1788521314.5321112,1788521314.5321949,1788521328.893378,completed
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0005,P1,D1,1788521328.9025931,1788521329.0468845,1788521329.0468867,1788521329.0469706,1788521336.2867827,completed
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0006,P1,D1,1788521336.2959595,1788521336.6743343,1788521336.6743362,1788521336.6744196,1788521351.590479,completed
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0007,P1,D1,1788521351.59626,1788521351.6994953,1788521351.6994975,1788521351.6995752,1788521355.2977748,completed
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0008,P1,D1,1788521355.3038263,1788521355.515948,1788521355.5159504,1788521355.5160375,1788521359.18497,completed
phase3c-xpyd_feedback_2p2d_fast_canary_prod_hits_r8_257114-0009,P1,D1,1788521359.1917207,1788521359.5665402,1788521359.5665424,1788521359.5666206,1788521363.3129852,completed
