workload_id,purpose,input_len,output_len,planned_requests,completed_requests,mean_ttft_ms,mean_tpot_ms,mean_e2e_latency_ms
small_light,,128,64,96,96,201.78003866021754,56.63353206193913,6031.903018095666
prefill_medium,,1024,64,96,96,392.60850499219185,59.44698464892488,5632.037761872198
prefill_heavy,,2048,64,96,96,496.2243482974979,59.34280702809153,7641.552229814503
decode_medium,,128,128,96,96,199.7522906785889,56.55042294717372,10643.61246502449
decode_heavy,,128,256,96,96,197.6319152806051,56.71193392761756,16008.490337238376
balanced_medium,,512,128,96,96,242.0852336557194,57.18698871818956,7712.58430017527
both_heavy,,2048,256,96,95,481.28681550243573,59.0881023820926,17589.895674819127
