scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,2665.517,4,1024,666.37925,2.6030439453125,True
D1,decode,2647.265,4,1024,661.81625,2.5852197265625,True
P0,prefill,4510.918,4,1024,1127.7295,4.405193359375,True
P1,prefill,4589.32,4,1024,1147.33,4.4817578125,True
P_pool,prefill,9100.238,4,1024,2275.0595,8.886951171875,True
D_pool,decode,5312.781999999999,4,1024,1328.1954999999998,5.188263671874999,True
all_GPU_boards,all,14413.019999999999,4,1024,3603.2549999999997,14.075214843749999,True
