window_id,workload,phase,axis,repeat,confirmation_attempt,candidate_index,P0_requested_freq_mhz,P1_requested_freq_mhz,D0_requested_freq_mhz,D1_requested_freq_mhz,completed_requests,configured_max_concurrency,observed_peak_concurrency,concurrency_valid,dispatch_mode,closed_loop_batch_size,client_queue_valid,max_client_queue_delay_ms,p99_client_queue_delay_ms,nominal_trace_rate_rps,offered_rate_rps,achieved_throughput_rps,slo_goodput_rps,measurement_valid,route_valid,clocks_valid,slo_pass,slo_violation_count,ttft_measurement_scope,mean_ttft_ms,p99_ttft_ms,max_ttft_ms,mean_client_ttft_ms,p99_client_ttft_ms,mean_tpot_ms,p99_tpot_ms,max_tpot_ms,joules_per_request,total_gpu_gross_energy_j,P_pool_energy_j,D_pool_energy_j,route_distribution_json,frequency_match_fraction_json,window_start_unix_s,window_end_unix_s,hard_gates_json
051-prefill_heavy-confirmation-r05,prefill_heavy,confirmation,,5,0,,2520,2520,1050,1050,16,2,2,True,closed_loop_batches,2,True,0.0133514404296875,0.0133514404296875,1.0,,0.4716691099788487,0.4716691099788487,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,472.30035474785836,487.282871035859,487.282871035859,476.4774803807086,491.3307459792122,59.59318351302673,59.68184834937492,59.68184834937492,612.1493125,9794.389,6054.396,3739.993,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788172202.979911,1788172236.9019969,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
052-decode_heavy-baseline_high-r01,decode_heavy,baseline_high,,1,0,,2520,2520,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.03361701965332031,0.03361701965332031,1.0,,0.13798236204792222,0.13798236204792222,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,198.2878303133475,202.80480798101053,202.80480798101053,202.42816969766864,206.64577902061865,56.04028912424053,56.0543278784619,56.0543278784619,2150.863625,34413.818,18405.722,16008.096,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788172280.6667373,1788172396.623587,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
053-decode_heavy-baseline_high-r02,decode_heavy,baseline_high,,2,0,,2520,2520,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.03647804260253906,0.03647804260253906,1.0,,0.1379916378448401,0.1379916378448401,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,196.74066712832428,206.8486149655655,206.8486149655655,200.85635305804317,211.6832829779014,56.03957942991709,56.04875349010541,56.04875349010541,2157.223125,34515.57,18398.82,16116.75,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788172439.4174116,1788172555.3664665,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
054-decode_heavy-baseline_high-r03,decode_heavy,baseline_high,,3,0,,2520,2520,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.03647804260253906,0.03647804260253906,1.0,,0.13809120735620506,0.13809120735620506,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,183.11515693130787,193.33842495689169,193.33842495689169,187.45110949748778,197.86764198215678,56.0377955303742,56.044192627464945,56.044192627464945,2163.3690625,34613.905,18473.002,16140.903,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788172597.840338,1788172713.7057889,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
055-decode_heavy-P_search-r01,decode_heavy,P_search,P,1,0,8,1710,1710,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.033855438232421875,0.033855438232421875,1.0,,0.13807841086165099,0.13807841086165099,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,184.12753769371193,195.82615100080147,195.82615100080147,188.84466331655858,200.59551403392106,56.03818600660922,56.044900651071586,56.044900651071586,1931.4281875000001,30902.851000000002,14748.136,16154.715,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788172757.472123,1788172873.3483117,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
056-decode_heavy-P_search-r02,decode_heavy,P_search,P,2,0,8,1710,1710,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.031232833862304688,0.031232833862304688,1.0,,0.13799491005044018,0.13799491005044018,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,194.03152656377642,207.75986602529883,207.75986602529883,198.72845038116793,211.37047099182382,56.041321189481735,56.0605110039058,56.0605110039058,1931.6250625,30906.001,14743.64,16162.361,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788172914.5454102,1788173030.4917157,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
057-decode_heavy-P_search-r01,decode_heavy,P_search,P,1,0,4,1305,1305,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.08034706115722656,0.08034706115722656,1.0,,0.13799667191878567,0.13799667191878567,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,195.04021349348477,212.72955200402066,212.72955200402066,200.00779825204518,219.28872598800808,56.038301449292454,56.04493382373167,56.04493382373167,1909.7453125,30555.925,14388.133,16167.792,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788173076.0637567,1788173192.0085819,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
058-decode_heavy-P_search-r02,decode_heavy,P_search,P,2,0,4,1305,1305,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.03528594970703125,0.03528594970703125,1.0,,0.13804275128225393,0.13804275128225393,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,186.35251700106892,203.37344601284713,203.37344601284713,190.60175325284945,207.57797599071637,56.03694169924483,56.045008886276804,56.045008886276804,1908.5088125,30536.141,14394.143,16141.998,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788173233.739376,1788173349.6454983,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
059-decode_heavy-P_search-r01,decode_heavy,P_search,P,1,0,2,1110,1110,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.0362396240234375,0.0362396240234375,1.0,,0.1380274072854715,0.1380274072854715,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,190.52082193593378,202.41904497379437,202.41904497379437,194.8074199972325,206.30598301067948,56.037170297521,56.04768923903797,56.04768923903797,1898.8804375,30382.087,14231.956999999999,16150.130000000001,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788173392.772013,1788173508.69102,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
060-decode_heavy-P_search-r02,decode_heavy,P_search,P,2,0,2,1110,1110,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.03314018249511719,0.03314018249511719,1.0,,0.13799041804307466,0.13799041804307466,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,195.68480643283692,207.62015995569527,207.62015995569527,200.03386705138837,211.1948989913799,56.04076024243898,56.04694431382871,56.04694431382871,1901.2708750000002,30420.334000000003,14246.619,16173.715,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788173550.4231,1788173666.37318,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
061-decode_heavy-P_search-r01,decode_heavy,P_search,P,1,0,1,1005,1005,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.03409385681152344,0.03409385681152344,1.0,,0.1379810357389618,0.1379810357389618,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,197.7081621225807,209.46047897450626,209.46047897450626,202.12206286305445,214.59180500824004,56.036650128411495,56.0503716941229,56.0503716941229,1897.158125,30354.53,14170.306,16184.224,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788173710.2145233,1788173826.1724875,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
062-decode_heavy-P_search-r02,decode_heavy,P_search,P,2,0,1,1005,1005,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.036716461181640625,0.036716461181640625,1.0,,0.13803316936644555,0.13803316936644555,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,191.7216850015393,230.44372897129506,230.44372897129506,195.90917262758012,234.67370902653784,56.041556685765194,56.066918631276,56.066918631276,1897.8673125,30365.877,14175.716,16190.161,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788173867.3657305,1788173983.2798986,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
063-decode_heavy-P_search-r01,decode_heavy,P_search,P,1,0,0,900,900,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.04029273986816406,0.04029273986816406,1.0,,0.13802089088800104,0.13802089088800104,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,192.55075667388155,205.02460096031427,205.02460096031427,197.23970625273068,208.6819339892827,56.03746656467111,56.06250574506418,56.06250574506418,1890.7165625,30251.465,14100.373,16151.092,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788174026.896278,1788174142.8207579,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
064-decode_heavy-P_search-r02,decode_heavy,P_search,P,2,0,0,900,900,1500,1500,16,2,2,True,closed_loop_batches,2,True,0.03218650817871094,0.03218650817871094,1.0,,0.13794458655096858,0.13794458655096858,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,200.9394962551596,210.38401901023462,210.38401901023462,205.3136023278057,213.52462301729247,56.04212538063282,56.05380750197333,56.05380750197333,1893.5758125000002,30297.213000000003,14123.577000000001,16173.636,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788174184.085557,1788174300.0741608,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
065-decode_heavy-D_search-r01,decode_heavy,D_search,D,1,0,7,900,900,975,975,16,2,2,True,closed_loop_batches,2,True,0.034332275390625,0.034332275390625,1.0,,0.1361882811825633,0.1361882811825633,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,198.125791073835,218.2776560075581,218.2776560075581,202.55013531277655,222.8708590264432,56.78731250148962,56.7992846942598,56.7992846942598,1772.564375,28361.03,14291.830999999998,14069.199,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788174343.3544672,1788174460.8388782,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
066-decode_heavy-D_search-r02,decode_heavy,D_search,D,2,0,7,900,900,975,975,16,2,2,True,closed_loop_batches,2,True,0.03337860107421875,0.03337860107421875,1.0,,0.13624394024973338,0.13624394024973338,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,192.11292774707545,201.1907949927263,201.1907949927263,196.2677683113725,204.87682899693027,56.78833703821189,56.8001742314949,56.8001742314949,1775.243625,28403.898,14315.661,14088.237000000001,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788174502.401244,1788174619.8376596,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
067-decode_heavy-D_search-r01,decode_heavy,D_search,D,1,0,3,900,900,675,675,16,2,2,True,closed_loop_batches,2,True,0.08940696716308594,0.08940696716308594,1.0,,0.1342767101191335,0.1342767101191335,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,194.93877125205472,233.93758898600936,233.93758898600936,199.6238371320942,239.62748504709452,57.618236186524385,57.62974681588365,57.62974681588365,1781.792875,28508.686,14518.176,13990.51,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788174664.185396,1788174783.3423219,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
068-decode_heavy-D_search-r02,decode_heavy,D_search,D,2,0,3,900,900,675,675,16,2,2,True,closed_loop_batches,2,True,0.034809112548828125,0.034809112548828125,1.0,,0.1342939032621596,0.1342939032621596,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,193.19952668593032,201.70907204737887,201.70907204737887,197.42489499185467,205.33890195656568,57.6189219945923,57.63595489392459,57.63595489392459,1781.93075,28510.892,14517.581999999999,13993.31,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788174825.0803044,1788174944.221975,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
069-decode_heavy-D_search-r01,decode_heavy,D_search,D,1,0,1,900,900,525,525,16,2,2,True,closed_loop_batches,2,True,0.04458427429199219,0.04458427429199219,1.0,,0.13241869136681383,0.13241869136681383,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,200.925924560579,217.4663430196233,217.4663430196233,205.22512168099638,222.76683698873967,58.413521928699026,58.445101184313934,58.445101184313934,1794.1546250000001,28706.474000000002,14698.344000000001,14008.130000000001,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788174991.3246555,1788175112.1535192,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
070-decode_heavy-D_search-r02,decode_heavy,D_search,D,2,0,1,900,900,525,525,16,2,2,True,closed_loop_batches,2,True,0.04482269287109375,0.04482269287109375,1.0,,0.1324378676842393,0.1324378676842393,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,199.84559586737305,210.47257399186492,210.47257399186492,204.0717268755543,214.21429398469627,58.413234994847755,58.429869748971555,58.429869748971555,1792.338875,28677.422,14694.225,13983.197,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788175162.4237092,1788175283.2350774,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
071-decode_heavy-D_search-r01,decode_heavy,D_search,D,1,0,0,900,900,450,450,16,2,2,True,closed_loop_batches,2,True,0.03337860107421875,0.03337860107421875,1.0,,0.13095739463114262,0.13095739463114262,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,207.37128418477369,216.80103102698922,216.80103102698922,211.55935487695388,221.29493596730754,59.053036988231774,59.081285839042096,59.081285839042096,1803.9034375,28862.455,14854.804,14007.651,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788175336.8234756,1788175459.000616,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
072-decode_heavy-D_search-r02,decode_heavy,D_search,D,2,0,0,900,900,450,450,16,2,2,True,closed_loop_batches,2,True,0.03600120544433594,0.03600120544433594,1.0,,0.13101419740612058,0.13101419740612058,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,201.5853908196732,221.23136598384008,221.23136598384008,206.07977312829462,224.33424700284377,59.04704263261474,59.06176888246966,59.06176888246966,1805.469625,28887.514,14856.99,14030.524,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788175502.2370436,1788175624.3612127,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
073-decode_heavy-confirmation-r01,decode_heavy,confirmation,,1,0,,900,900,450,450,16,2,2,True,closed_loop_batches,2,True,0.033855438232421875,0.033855438232421875,1.0,,0.1310056464077057,0.1310056464077057,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,200.56377492801403,218.19122199667618,218.19122199667618,205.3191210688965,223.23060902999714,59.045368912469996,59.05961800005981,59.05961800005981,1807.2685625,28916.297,14883.637999999999,14032.659,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788175675.049413,1788175797.1815534,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
074-decode_heavy-confirmation-r02,decode_heavy,confirmation,,2,0,,900,900,450,450,16,2,2,True,closed_loop_batches,2,True,0.049591064453125,0.049591064453125,1.0,,0.13105255354159615,0.13105255354159615,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,195.27861887399922,208.82782601984218,208.82782601984218,199.4211179408012,212.29623298859224,59.045339713709694,59.05895887066007,59.05895887066007,1803.40825,28854.532,14835.52,14019.011999999999,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788175841.6658633,1788175963.7542894,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
075-decode_heavy-confirmation-r03,decode_heavy,confirmation,,3,0,,900,900,450,450,16,2,2,True,closed_loop_batches,2,True,0.03409385681152344,0.03409385681152344,1.0,,0.1310145595834717,0.1310145595834717,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,200.88202443730552,211.6731139831245,211.6731139831245,204.99649269186193,215.7164880190976,59.04966442939636,59.072507525492895,59.072507525492895,1804.6156250000001,28873.850000000002,14854.738000000001,14019.112000000001,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788176013.6194675,1788176135.743299,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
076-decode_heavy-confirmation-r04,decode_heavy,confirmation,,4,0,,900,900,450,450,16,2,2,True,closed_loop_batches,2,True,0.036716461181640625,0.036716461181640625,1.0,,0.1309475491883985,0.1309475491883985,True,True,True,True,0,proxy_request_received_to_first_real_decode_chunk,206.27776137916953,223.4636510256678,223.4636510256678,210.84510649598087,228.28271897742525,59.05741509386822,59.13360212934112,59.13360212934112,1806.0225,28896.36,14879.706999999999,14016.653,"{""P0->D0"": 8, ""P0->D1"": 0, ""P1->D0"": 0, ""P1->D1"": 8}","{""D0"": 1.0, ""D1"": 1.0, ""P0"": 1.0, ""P1"": 1.0}",1788176186.8718464,1788176309.058173,"{""endpoint_assignment"": true, ""endpoint_coverage"": true, ""explicit_compatibility"": true, ""fixed_clocks"": true, ""logical_request_id"": true, ""no_invalidating_thermal_or_hw_slowdown"": true, ""no_resource_overlap"": true, ""nvml_energy_windows"": true, ""pair_coverage"": true, ""phase3a_token_semantics"": true, ""real_sse_and_latency"": true, ""requested_output_tokens"": true}"
