seq,workload_id,duration_s,successful_requests,neptune_energy_j,ganymede_energy_j,combined_energy_j,combined_energy_wh,combined_avg_power_w,energy_per_request_j
1,short_baseline,33.950347,12,2124.27858,1172.843036,3297.121616,0.915867116,97.115992,274.760135
2,short_high_rps_queue,122.203639,1920,8655.642775,7123.414838,15779.057613,4.383071559,129.121013,8.218259
3,short_recovery,38.941428,12,2359.961475,1309.068235,3669.029709,1.019174919,94.219188,305.752476
