request_id,workload_id,input_len,requested_output_len,observed_output_tokens,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,client_observed_ttft_ms,client_observed_tpot_ms,mean_itl_ms,e2e_latency_ms,prefill_latency_ms,decode_stream_latency_ms,real_sse,logical_request_id_propagated
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0000,small_light,128,64,64,P1,D1,179.89754100563005,55.95552755541922,20164.39909103792,55.960678904768194,55.95624182532202,23689.921862038318,104.90328300511464,3599.77261495078,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0001,small_light,128,64,64,P1,D1,183.76611795974895,55.94753436485512,193.05514998268336,55.95073427003439,55.94680511156127,3717.9514089948498,107.74413298349828,3600.401380972471,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0002,small_light,128,64,64,P1,D1,184.49441599659622,55.944018984316955,192.91424204129726,55.94733607907232,55.94338323747266,3717.5964150228538,107.8042850131169,3600.860357983038,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0003,small_light,128,64,64,P1,D1,211.08545595780015,55.94399319093172,219.0627820091322,55.96250409559746,55.944147396884446,3744.700540031772,130.22415700834244,3605.082724010572,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0004,small_light,128,64,64,P1,D1,210.43115301290527,55.93240863480975,219.7298450046219,55.930999856967006,55.926727857218964,3743.3828359935433,131.6392369917594,3602.2429509903304,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0005,small_light,128,64,64,P1,D1,199.41888697212562,55.93930954013818,208.26617203420028,55.941357317062774,55.93723542840471,3732.571683009155,122.79553205007687,3600.5092600244097,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0006,small_light,128,64,64,P1,D1,197.7747330092825,55.945343364747096,206.2395210377872,55.946910364871165,55.94345087292678,3730.8948740246706,121.05973897268996,3600.9852689458057,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0007,small_light,128,64,64,P1,D1,197.9985929792747,55.95312896831375,210.87332296883687,55.96926304814775,55.956979254482405,3736.9368950021453,122.27942096069455,3600.4629929666407,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0008,small_light,128,64,64,P1,D1,192.3214039998129,55.95032639694326,201.71569002559409,55.95245757066305,55.948274284933824,3726.720516977366,118.01915400428697,3598.93308597384,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0009,small_light,128,64,64,P1,D1,200.9503190056421,55.952908491553174,209.21796601032838,55.964380015789104,55.960321270432026,3734.973907005042,122.3232049960643,3603.3763919840567,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0010,small_light,128,64,64,P1,D1,198.6522640218027,55.94212255562611,208.25942797819152,55.94141477818734,55.93730760313245,3732.568559003994,121.86298199230805,3600.6968860165216,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0011,small_light,128,64,64,P1,D1,191.87876797514036,55.950180523925354,199.7131999814883,55.953120238088545,55.94898906392267,3724.7597749810666,117.65859602019191,3598.87379797874,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0012,small_light,128,64,64,P1,D1,196.44080300349742,55.954758984236314,205.03300201380625,55.95749469902662,55.952888111480405,3730.3551680524834,120.98393600899726,3600.32908100402,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0013,small_light,128,64,64,P1,D1,193.48063500365242,55.953697524114794,199.28976998198777,55.961094015935764,55.95682374578679,3724.8386929859407,118.64221503492445,3599.641375010833,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0014,small_light,128,64,64,P1,D1,200.31304599251598,55.94804392026235,209.5508089987561,55.950753444377035,55.94631393683986,3734.4482759945095,124.02493599802256,3600.731652986724,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0015,small_light,128,64,64,P1,D1,184.5053589786403,55.951824349846454,192.03759700758383,55.95645025402071,55.95133296816447,3717.2939630108885,108.84189396165311,3600.4067080211826,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0016,small_light,128,64,64,P1,D1,184.18489099713042,55.956305666191,192.52824602881446,55.95963349148247,55.95482899973701,3717.98515599221,108.92884398344904,3600.191153003834,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0017,small_light,128,64,64,P1,D1,180.52241898840293,55.950369873446306,186.7772979894653,55.95730108001994,55.95240122287549,3712.0872660307214,106.83697799686342,3598.3704130048864,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0018,small_light,128,64,64,P1,D1,188.0984220188111,55.951379380920635,198.3057340257801,55.95494699960072,55.95066852401942,3723.4673950006254,112.57642100099474,3600.180272012949,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0019,small_light,128,64,64,P1,D1,187.881667050533,55.95121071359793,197.06251798197627,55.954056840929546,55.94902288904118,3722.1680989605375,112.28961299639195,3600.1812239992432,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0020,small_light,128,64,64,P1,D1,185.86359202163294,55.937343317690114,192.9054110078141,55.944337222229926,55.93967611166013,3717.3986560082994,108.42322197277099,3601.2492020381615,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0021,small_light,128,64,64,P1,D1,183.8898219866678,55.95211323816329,192.23962200339884,55.95575241253726,55.951068460542174,3717.4520239932463,110.35555199487135,3598.2639170251787,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0022,small_light,128,64,64,P1,D1,184.21749596018344,55.95242020688833,191.83412403799593,55.960749935669206,55.953822793468596,3717.3613699851558,109.36170094646513,3599.638662999496,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0023,small_light,128,64,64,P1,D1,185.49290299415588,55.94430147625861,194.1569820046425,55.94751311074351,55.94252533323708,3718.8503079814836,110.38680595811456,3599.2700019851327,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0024,small_light,128,64,64,P1,D1,195.10620104847476,55.94441904741827,203.2581849489361,55.945395238860144,55.941294381646294,3727.818084997125,119.21129300026223,3600.126776029356,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0025,small_light,128,64,64,P1,D1,182.92327295057476,55.94916409528297,191.31564500276,55.954800476135304,55.95057704837047,3716.468074999284,106.51925904676318,3600.9548619622365,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0026,small_light,128,64,64,P1,D1,181.9707800168544,55.951073476564254,190.67810795968398,55.95597692133327,55.951356825914,3715.9046540036798,105.4502539918758,3601.1540010222234,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0027,small_light,128,64,64,P1,D1,177.46834695572034,55.951597698454165,184.92993497056887,55.95349398393568,55.94896892037627,3710.000055958517,101.49114899104461,3600.6735150003806,True,True
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0028,small_light,128,64,64,P1,D1,184.29983098758385,55.95093433346067,192.94532702770084,55.95433641232491,55.94994644412682,3718.06852100417,107.97360399737954,3600.9580189711414,True,True
