request_id,selected_prefill_endpoint_id,selected_decode_endpoint_id,route_timestamp_wall_s,prefill_completion_wall_s,kv_handoff_completion_wall_s,decode_start_wall_s,decode_completion_wall_s,outcome
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0000,P1,D1,1788334112.7920954,1788334112.8972785,1788334112.8972867,1788334112.8973796,1788334116.4972172,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0001,P1,D1,1788334117.8187225,1788334117.9266129,1788334117.9266157,1788334117.9267595,1788334121.527222,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0002,P1,D1,1788334142.8378103,1788334142.9457893,1788334142.9457927,1788334142.945885,1788334146.5468063,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0003,P1,D1,1788334167.8378053,1788334167.9681547,1788334167.968158,1788334167.9682581,1788334171.5734112,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0004,P1,D1,1788334192.8390396,1788334192.9708455,1788334192.9708478,1788334192.9709406,1788334196.5732453,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0005,P1,D1,1788334217.8381548,1788334217.961116,1788334217.9611182,1788334217.9612098,1788334221.5617774,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0006,P1,D1,1788334242.8393052,1788334242.9605227,1788334242.960525,1788334242.9606216,1788334246.5616996,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0007,P1,D1,1788334267.8435104,1788334267.9659681,1788334267.9659703,1788334267.966063,1788334271.5665853,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0008,P1,D1,1788334292.840232,1788334292.958378,1788334292.9583802,1788334292.9584637,1788334296.5574586,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0009,P1,D1,1788334317.838066,1788334317.960546,1788334317.9605486,1788334317.960642,1788334321.564112,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0010,P1,D1,1788334342.839947,1788334342.9621046,1788334342.962107,1788334342.962197,1788334346.562954,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0011,P1,D1,1788334367.837709,1788334367.955471,1788334367.9554732,1788334367.9555547,1788334371.5544884,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0012,P1,D1,1788334392.8380458,1788334392.9591818,1788334392.9591837,1788334392.9592743,1788334396.559698,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0013,P1,D1,1788334417.83584,1788334417.9545853,1788334417.9545875,1788334417.9547412,1788334421.5544455,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0014,P1,D1,1788334442.8268542,1788334442.9510345,1788334442.9510367,1788334442.9511287,1788334446.5519204,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0015,P1,D1,1788334467.8375258,1788334467.94648,1788334467.9464824,1788334467.9465706,1788334471.5470283,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0016,P1,D1,1788334492.8376174,1788334492.9467285,1788334492.946731,1788334492.9468246,1788334496.547076,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0017,P1,D1,1788334517.8356276,1788334517.9425614,1788334517.9425628,1788334517.9426353,1788334521.5410633,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0018,P1,D1,1788334542.8348053,1788334542.9475317,1788334542.9475338,1788334542.9476254,1788334546.5478647,completed
phase3c-xpyd_feedback_2p2d_energy_p90_500_r5_255414-0019,P1,D1,1788334567.8392158,1788334567.9516613,1788334567.951713,1788334567.951812,1788334571.5520508,completed
