unix_ns,monotonic_ns,elapsed_s,role,running,waiting,kv_cache_usage,scrape_ok,error
1785511188181049770,1136558249541597,0.025026438990607858,combined,0.0,0.0,0.0,True,
1785511188712793214,1136558780045093,0.5555300388950855,combined,0.0,0.0,0.0,True,
1785511189240400677,1136559307169495,1.0826544440351427,combined,0.0,0.0,0.0,True,
