scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,3470.815,4,1024,867.70375,3.3894677734375,True
D1,decode,1353.257,4,1024,338.31425,1.3215400390625,True
P0,prefill,3650.271,4,1024,912.56775,3.5647177734375,True
P1,prefill,4692.443,4,1024,1173.11075,4.5824638671875,True
P_pool,prefill,8342.714,4,1024,2085.6785,8.147181640625,True
D_pool,decode,4824.072,4,1024,1206.018,4.7110078125,True
all_GPU_boards,all,13166.786,4,1024,3291.6965,12.858189453125,True
