request_id,input_len,requested_output_len,observed_output_tokens,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,mean_itl_ms,e2e_latency_ms,prefill_latency_ms,decode_stream_latency_ms,real_sse,logical_request_id_propagated
phase3c-b06-r03-full_feedback-decode_heavy-0000,128,256,256,P0,D0,190.93436098773964,57.336581211797345,57.33411814515278,14811.762569996063,107.31640798621811,14699.388773005921,True,True
phase3c-b06-r03-full_feedback-decode_heavy-0001,128,256,256,P0,D0,188.16790700657293,57.34330179208579,57.341385227468265,14810.70986398845,104.16935500688851,14698.877363000065,True,True
phase3c-b06-r03-full_feedback-decode_heavy-0002,128,256,256,P0,D0,190.21634402452037,57.33977644304818,57.3386310941001,14811.859337001806,109.18992399820127,14696.841491997475,True,True
phase3c-b06-r03-full_feedback-decode_heavy-0003,128,256,256,P0,D0,191.2411829980556,57.34048448240512,57.3393382078411,14813.064726011362,108.59379899920896,14698.436348990072,True,True
