phase,freq_mhz,input_len,level_at_send,level_at_done,send_mono_s,status,error,ttft_ms,tpot_ms,tokens,latency_ms,max_gap_ms
closed_loop,1050,512,32,32,2510580.625576041,ok,,3243.2674895972013,92.40835292958745,256,26807.480504736304,972.979583311826
closed_loop,1050,512,32,32,2510580.624006805,ok,,3245.1711469329894,92.41885881615327,256,26812.03826609999,972.8501341305673
closed_loop,1050,512,32,32,2510580.627314088,ok,,3241.916752886027,92.43003233317651,256,26811.6135308519,972.8152910247445
closed_loop,1050,512,32,32,2510580.626126343,ok,,3243.150981143117,92.4400609059661,256,26815.399026032537,972.7860377170146
closed_loop,1050,512,32,32,2510580.624975787,ok,,3244.3420849740505,92.44846323979836,256,26818.732225801796,972.7629730477929
closed_loop,1050,512,32,32,2510580.627815634,ok,,3240.617407951504,92.46022316134152,256,26818.007573951036,973.1801422312856
closed_loop,1050,512,32,32,2510580.630914195,ok,,4210.736881010234,92.41238768559461,256,27775.96540004015,971.0125350393355
closed_loop,1050,512,32,32,2510580.628709555,ok,,4213.252010755241,92.42755887555141,256,27782.381447963417,975.13970406726
closed_loop,1050,512,32,32,2510580.62912395,ok,,4212.885831017047,92.43884877320014,256,27784.836472943425,978.0197092331946
closed_loop,1050,512,32,32,2510580.629944827,ok,,4211.377021856606,92.45145238534201,256,27786.537252832204,977.660926990211
closed_loop,1050,512,32,32,2510580.630483793,ok,,4210.877845063806,92.45972267041604,256,27788.146916776896,979.7487868927419
closed_loop,1050,512,32,32,2510580.629534313,ok,,4212.241825181991,92.46606999533434,256,27791.1195079796,976.9993731752038
closed_loop,1050,512,32,32,2510580.628303743,ok,,4213.400235865265,92.47372636900229,256,27794.229484163225,974.8403057456017
closed_loop,1050,512,32,32,2510580.631324449,ok,,4538.7813108973205,94.97131923140556,256,28756.535886786878,980.4528579115868
closed_loop,1050,512,32,32,2510580.631682236,ok,,4538.821856956929,94.9881475163149,256,28760.859567672014,979.1356078349054
closed_loop,1050,512,32,48,2510606.943963523,ok,,491.7011298239231,114.06983273724715,256,29579.550387803465,1001.8216180615127
closed_loop,1050,512,32,48,2510606.946581231,ok,,489.15631091222167,114.08420343171147,256,29580.65831521526,1001.1208839714527
closed_loop,1050,512,32,48,2510607.043799679,ok,,1361.7532341741025,110.64210038851289,256,29575.528825167567,1002.200345043093
closed_loop,1050,512,32,48,2510607.046410843,ok,,1364.4343693740666,110.63120969772046,256,29575.412791222334,1001.7905868589878
closed_loop,1050,512,32,48,2510607.037042378,ok,,1379.2889812029898,110.61632812534476,256,29586.474395822734,1001.7602420412004
closed_loop,1050,512,32,48,2510607.052256912,ok,,1370.2010088600218,110.59883528699477,256,29572.91998900473,1001.8900576978922
closed_loop,1050,512,32,48,2510607.054907479,ok,,1358.9393990114331,110.64131647056224,256,29572.493030223995,1001.1031264439225
closed_loop,1050,512,32,48,2510607.057137841,ok,,1349.5186972431839,110.67629719116525,256,29571.99225621298,1000.9208456613123
closed_loop,1050,512,32,48,2510607.061283831,ok,,1349.642253946513,110.6647873881693,256,29569.18405694887,1001.005728263408
closed_loop,1050,512,32,48,2510607.114239419,ok,,2277.721429243684,108.74845375325165,256,30008.638313040137,1001.6780560836196
closed_loop,1050,512,32,48,2510607.1160141,ok,,2278.9795608259737,108.7508416424195,256,30010.492380708456,1001.656174659729
closed_loop,1050,512,32,48,2510607.118165951,ok,,2269.369689747691,108.79070923170623,256,30011.03964354843,1001.7786589451134
closed_loop,1050,512,32,48,2510607.119487034,ok,,2272.3963847383857,108.78256937744571,256,30011.987322941422,1001.7310427501798
closed_loop,1050,512,32,48,2510607.120590511,ok,,2274.4580982252955,108.77946579974949,256,30013.251854106784,1001.6614347696304
closed_loop,1050,512,32,48,2510607.121756512,ok,,2270.2907188795507,108.80146486611635,256,30014.68928856775,1001.0878588072956
closed_loop,1050,512,32,48,2510607.112309756,ok,,2275.3371288999915,108.82588111631134,256,30025.9601296857,1000.9564352221787
closed_loop,1050,512,32,48,2510607.435102255,ok,,2933.6733678355813,106.25699004706215,256,30029.278121888638,1001.8435176461935
closed_loop,1050,512,32,48,2510607.431306285,ok,,2938.429450150579,106.28319549027319,256,30040.684463921934,1001.0238359682262
closed_loop,1050,512,32,48,2510607.438293506,ok,,2931.484828237444,106.29741575970661,256,30037.390319164842,1000.9487671777606
closed_loop,1050,512,32,48,2510607.441028396,ok,,2928.9169339463115,106.30955217296587,256,30037.890900857747,1000.9043230675161
closed_loop,1050,512,32,48,2510607.443231619,ok,,2926.7550809308887,106.31768320887988,256,30037.801996804774,1000.9011118672788
closed_loop,1050,512,32,48,2510607.445456695,ok,,2924.58327813074,106.32380105956804,256,30037.182523403317,1000.8837059140205
closed_loop,1050,512,32,48,2510607.447358689,ok,,2922.724756412208,106.33019942278956,256,30036.944188177586,1000.8461223915219
closed_loop,1050,512,32,48,2510608.420215364,ok,,2924.682421144098,106.33728044545826,256,30040.72387004271,1001.7055766656995
closed_loop,1050,512,32,48,2510608.422098778,ok,,2922.9744407348335,106.34682200776011,256,30041.441103909165,1001.6461061313748
closed_loop,1050,512,32,48,2510608.410115316,ok,,2935.1822398602962,106.35420980808489,256,30055.527980905026,1001.867868937552
closed_loop,1050,512,32,48,2510608.413238668,ok,,2932.2013333439827,106.36050260680564,256,30054.147605318576,1001.7430689185858
closed_loop,1050,512,32,48,2510608.423818085,ok,,2922.0230262726545,106.36503284285759,256,30045.122914016247,1001.053789164871
closed_loop,1050,512,32,48,2510608.415815227,ok,,2930.389955639839,106.37306417247244,256,30055.546888615936,1000.9832940995693
closed_loop,1050,512,32,48,2510608.418187125,ok,,2928.1538808718324,106.37888163145558,256,30054.79775601998,1000.9312480688095
closed_loop,1050,512,32,48,2510609.394578551,ok,,2286.35716997087,108.89938892979248,256,30055.759471841156,1001.7305151559412
closed_loop,1050,512,32,48,2510609.391111936,ok,,2290.268971119076,108.91238111710432,256,30062.973857857287,1001.6275038942695
closed_loop,1050,512,48,48,2510625.95239375,ok,,1186.3720216788352,122.69981786353038,256,32474.857209715992,1001.842450350523
closed_loop,1050,512,48,48,2510625.95415089,ok,,1184.666050132364,122.71031674874179,256,32475.822309032083,1001.8126918002963
closed_loop,1050,512,48,48,2510625.950276489,ok,,1188.7644319795072,122.71648384448068,256,32481.48490395397,1001.6909749247134
closed_loop,1050,512,48,48,2510625.951814364,ok,,1187.8245007246733,122.7212845293038,256,32481.769382953644,1001.1791898868978
closed_loop,1050,512,48,48,2510625.950930715,ok,,1189.0554227866232,122.7266682987558,256,32484.372313134372,1000.9975610300899
closed_loop,1050,512,48,48,2510625.954749772,ok,,1185.2970691397786,122.73188125086473,256,32481.94405529648,1000.980393961072
closed_loop,1050,512,48,48,2510625.952939732,ok,,1187.5553098507226,122.7376179112231,256,32485.665544867516,1001.057704910636
closed_loop,1050,512,48,48,2510625.956887512,ok,,2183.3475180901587,119.14053173991395,256,32564.211770892143,1000.5238791927695
closed_loop,1050,512,48,48,2510625.955809616,ok,,2184.8804177716374,119.14964007469369,256,32568.058303091675,1000.4325788468122
closed_loop,1050,512,48,48,2510625.957979412,ok,,2182.7906421385705,119.15609735776397,256,32567.615271080285,1000.5049258470535
closed_loop,1050,512,48,48,2510625.955292884,ok,,2185.568642336875,119.16418513648358,256,32572.468168102205,1000.6353450007737
closed_loop,1050,512,48,48,2510625.956349442,ok,,2184.5548544079065,119.1712723643172,256,32573.256706353277,1000.6837430410087
closed_loop,1050,512,48,48,2510625.957442157,ok,,2183.5652058944106,119.17771082006249,256,32573.906717821956,1000.7287668995559
closed_loop,1050,512,48,48,2510625.959853534,ok,,2181.4510240219533,120.76028245775139,256,32975.36316793412,1000.8472069166601
closed_loop,1050,512,48,48,2510625.960292452,ok,,2534.444578923285,132.49944261658717,256,36321.833128109574,2040.040475782007
closed_loop,1050,512,48,48,2510625.960645286,ok,,2533.4382290020585,138.92153671887868,256,37958.461503032595,3563.9534685760736
closed_loop,1050,512,48,48,2510636.526087729,ok,,945.110599976033,124.91933791806885,256,32799.60365919396,1004.9827368929982
closed_loop,1050,512,48,48,2510636.528695431,ok,,943.1226677261293,124.93720985583815,256,32802.16169683263,1005.3334408439696
closed_loop,1050,512,48,48,2510636.620981159,ok,,1839.4791358150542,121.42207893342072,256,32802.18753172085,1004.8165488988161
closed_loop,1050,512,48,48,2510636.623259562,ok,,1837.551929987967,121.43734803825032,256,32804.128299001604,1004.9789678305387
closed_loop,1050,512,48,48,2510636.624790587,ok,,1836.053101811558,121.4469916205488,256,32805.11015700176,1004.9725426360965
closed_loop,1050,512,48,48,2510636.62633781,ok,,1839.2533431760967,121.4395144735189,256,32806.370503269136,1005.0829872488976
closed_loop,1050,512,48,48,2510636.628704764,ok,,1840.1804040186107,121.43715762843688,256,32806.695122271776,1005.3436416201293
closed_loop,1050,512,48,48,2510636.630235434,ok,,1841.0073430277407,121.44097567481153,256,32808.49674809724,1005.6867143139243
closed_loop,1050,512,48,48,2510636.631630797,ok,,1839.676926843822,121.4484440016688,256,32809.08024916425,1005.738593172282
closed_loop,1050,512,48,48,2510637.125607277,ok,,2327.3141691461205,119.52273089840423,256,32805.67053006962,1004.9355416558683
closed_loop,1050,512,48,48,2510637.128476971,ok,,2324.485609307885,119.54838374410483,256,32809.37509518117,1005.0649256445467
closed_loop,1050,512,48,48,2510637.13088018,ok,,2322.7936602197587,119.55549385508193,256,32809.488978236914,1005.1835891790688
closed_loop,1050,512,48,48,2510637.133374738,ok,,2320.3923418186605,119.5678778047509,256,32810.24410575628,1005.20408898592
closed_loop,1050,512,48,48,2510637.135284202,ok,,2318.61840095371,119.57587577658249,256,32810.50993176177,1005.2572931163013
closed_loop,1050,512,48,48,2510637.137699419,ok,,2321.626755874604,119.5635321604855,256,32810.360179748386,1005.3571430034935
closed_loop,1050,512,48,48,2510637.139656345,ok,,2319.874757900834,119.57236722513449,256,32810.864253900945,1005.7540498673916
closed_loop,1050,512,48,48,2510637.469830383,ok,,2977.3861737921834,116.95766002852835,256,32801.672850735486,1004.9580950289965
closed_loop,1050,512,48,48,2510637.474419802,ok,,2974.2586011998355,116.97142492870198,256,32802.014275919646,1005.3794197738171
closed_loop,1050,512,48,48,2510637.477730603,ok,,2971.017926931381,116.98029071421308,256,32801.018891856074,1005.4612457752228
closed_loop,1050,512,48,48,2510637.480595152,ok,,2968.5630979947746,116.98509997998674,256,32799.78563124314,1002.9276558198035
closed_loop,1050,512,48,48,2510637.482286284,ok,,2966.907628811896,116.99131811402884,256,32799.723899923265,1002.9095923528075
closed_loop,1050,512,48,48,2510637.484014498,ok,,2965.2137020602822,116.99681690181879,256,32799.42944413051,1002.9066572897136
closed_loop,1050,512,48,48,2510637.485409724,ok,,2963.887714780867,117.0022344508884,256,32799.48391811922,1002.9158322140574
closed_loop,1050,512,48,48,2510638.463065225,ok,,2984.8241480067372,116.9682766822185,256,32811.80630391464,1004.9584452062845
closed_loop,1050,512,48,48,2510638.46488658,ok,,2983.250035904348,116.99028807126132,256,32815.84591278806,1005.5526862852275
closed_loop,1050,512,48,48,2510638.467084108,ok,,2981.233181897551,117.00433697368877,256,32817.394979298115,1009.2064049094915
closed_loop,1050,512,48,48,2510638.468487918,ok,,2980.0739279016852,117.01918762067662,256,32820.027553942055,1013.0872740410268
closed_loop,1050,512,48,48,2510638.470468981,ok,,2979.0453766472638,117.02795757674703,256,32821.220808662474,1015.2950179763138
closed_loop,1050,512,48,48,2510638.472640509,ok,,2977.180234156549,117.03700591426562,256,32821.65067503229,1013.9484689570963
closed_loop,1050,512,48,48,2510638.474199643,ok,,2975.7194109261036,117.04626248272903,256,32822.58888613433,1016.3804721087217
closed_loop,1050,512,48,64,2510639.452337475,ok,,2352.766505908221,138.61466799953988,256,37699.56584786996,1952.2220212966204
closed_loop,1050,512,48,64,2510639.45869139,ok,,2347.068337723613,144.4682138625021,256,39186.51988776401,3293.23927173391
closed_loop,1050,512,48,64,2510658.431425632,ok,,1508.2088438794017,131.07908676908005,256,34933.43776417896,1019.3755002692342
closed_loop,1050,512,48,64,2510658.433280174,ok,,1506.3924929127097,131.0904246152324,256,34934.49412006885,1019.3747458979487
closed_loop,1050,512,48,64,2510658.434947845,ok,,1504.8824278637767,131.10246899190778,256,34936.07235979289,1019.3909448571503
closed_loop,1050,512,48,64,2510658.436407274,ok,,1503.5754889249802,131.11368878470626,256,34937.61261180043,1019.3849690258503
closed_loop,1050,512,48,64,2510658.437817864,ok,,1502.4171639233828,131.123143560527,256,34938.854614738375,1019.7697710245848
closed_loop,1050,512,48,64,2510658.439831603,ok,,1500.4346719942987,131.13171701301255,256,34939.04602434486,1019.5044418796897
closed_loop,1050,512,48,64,2510658.429579572,ok,,1510.9288189560175,131.13850650614967,256,34951.2875052169,1019.497191067785
closed_loop,1050,512,48,64,2510658.525283027,ok,,2306.7544382065535,127.94505221513556,256,34932.804711163044,1019.3414730019867
closed_loop,1050,512,48,64,2510658.527143354,ok,,2305.3628909401596,127.95556220865133,256,34934.06704394147,1019.3950580433011
closed_loop,1050,512,48,64,2510658.529193256,ok,,2303.5433748736978,127.96278598480949,256,34934.088399168104,1019.3910598754883
closed_loop,1050,512,48,64,2510658.530950892,ok,,2302.079596091062,127.97128362398522,256,34934.79826999828,1019.3807473406196
closed_loop,1050,512,48,64,2510658.532663097,ok,,2300.482459831983,127.98180395335544,256,34935.887481085956,1019.3743072450161
closed_loop,1050,512,48,64,2510658.522805297,ok,,2311.537556350231,127.98900925097804,256,34948.77007137984,1019.4919938221574
closed_loop,1050,512,48,64,2510658.937388612,ok,,2121.5338800102472,135.6083210393348,256,36701.71228423715,1101.1819578707218
closed_loop,1050,512,48,64,2510662.283819458,ok,,419.979949016124,143.5163798157637,256,37016.712095122784,2049.8852571472526
closed_loop,1050,512,48,64,2510663.920996702,ok,,420.8765560761094,149.20056218500523,256,38467.04640239477,3473.159911110997
closed_loop,1050,512,48,64,2510669.332813252,ok,,942.0761088840663,136.22113425357668,256,35678.48967574537,1100.527937989682
closed_loop,1050,512,48,64,2510669.328054729,ok,,947.5175901316106,136.2334141763402,256,35687.05904018134,1100.9865440428257
closed_loop,1050,512,48,64,2510669.429137037,ok,,1844.6594499982893,132.6923532393195,256,35681.30030995235,1100.5346388556063
closed_loop,1050,512,48,64,2510669.431763916,ok,,1842.767626978457,132.7069379882339,256,35683.083387091756,1100.5410263314843
closed_loop,1050,512,48,64,2510669.434280965,ok,,1840.358599089086,132.71702893224418,256,35683.25007520616,1100.5444000475109
closed_loop,1050,512,48,64,2510669.437101554,ok,,1846.2863899767399,132.69104816056057,256,35682.53178708255,1101.417955942452
closed_loop,1050,512,48,64,2510669.425267877,ok,,1866.1770108155906,132.67086437337247,256,35697.285077068955,1101.07794823125
closed_loop,1050,512,48,64,2510669.440208602,ok,,1851.3342989608645,132.67969632813453,256,35684.70093375072,1101.0766210965812
closed_loop,1050,512,48,64,2510669.442785314,ok,,1851.3858211226761,132.68012938034886,256,35684.84943639487,1104.227620176971
closed_loop,1050,512,48,64,2510669.939544132,ok,,2335.0206739269197,130.7424183058388,256,35674.39789418131,1100.546746980399
closed_loop,1050,512,48,64,2510669.941932359,ok,,2332.670091185719,130.75948665831604,256,35676.38991121203,1100.5478776060045
closed_loop,1050,512,48,64,2510669.945186501,ok,,2330.0213860347867,130.7675850230689,256,35675.8016939275,1101.4557960443199
closed_loop,1050,512,48,64,2510669.947374854,ok,,2327.915275003761,130.77782183593393,256,35676.30413221195,1100.9798990562558
closed_loop,1050,512,48,64,2510669.949607632,ok,,2325.7942679338157,130.79247646325945,256,35677.93314997107,1100.9828299283981
closed_loop,1050,512,48,64,2510669.95195927,ok,,2323.7688499502838,130.80775722788246,256,35679.811427835375,1101.0751291178167
closed_loop,1050,512,48,64,2510669.936873162,ok,,2339.179460890591,130.82169258747908,256,35698.76490160823,1104.23231869936
closed_loop,1050,512,48,64,2510670.278170844,ok,,3002.8091208077967,130.75133192663392,256,36344.47774570435,1100.5244296975434
closed_loop,1050,512,48,64,2510670.279952543,ok,,3002.6005511172116,130.76968109783004,256,36348.91836112365,1104.1914629749954
closed_loop,1050,512,48,64,2510670.281662584,ok,,3000.9812572970986,130.78346439618983,256,36350.81566730514,1104.2267279699445
closed_loop,1050,512,48,64,2510670.273859323,ok,,3009.0766050852835,130.79595852862386,256,36362.1002859436,1104.2386498302221
closed_loop,1050,512,48,64,2510670.283137314,ok,,2999.8614811338484,130.80616262284857,256,36355.496515054256,1104.240920394659
closed_loop,1050,512,48,64,2510670.284547244,ok,,2998.4901468269527,130.81601575272632,256,36356.63005197421,1104.242061264813
closed_loop,1050,512,48,64,2510670.285929426,ok,,2997.151772957295,130.82430824710457,256,36357.394511811435,1104.2425190098584
closed_loop,1050,512,48,64,2510671.282678044,ok,,3012.871203944087,130.74066095309806,256,36351.80701920763,1100.5460969172418
closed_loop,1050,512,48,64,2510671.287488156,ok,,3008.6890440434217,130.7533053571687,256,36350.83505185321,1100.5473579280078
closed_loop,1050,512,48,64,2510671.290563042,ok,,3005.7481792755425,130.76593668254858,256,36351.105474401265,1101.4426588080823
closed_loop,1050,512,48,64,2510671.293542034,ok,,3002.9015648178756,130.7765122247385,256,36350.954862777144,1100.9533610194921
closed_loop,1050,512,48,64,2510671.295901311,ok,,3001.3779220171273,130.78437850573192,256,36351.42345679924,1104.2151991277933
closed_loop,1050,512,48,64,2510671.298621139,ok,,2998.8937890157104,130.7899713169272,256,36350.35943379626,1104.2362097650766
closed_loop,1050,512,48,64,2510671.279840142,ok,,3017.9005791433156,130.79442923121593,256,36370.50148099661,1104.2418400757015
closed_loop,1050,512,64,64,2510671.331655978,ok,,3985.405691899359,147.17205230548393,256,41514.30237200111,2616.986316628754
closed_loop,1050,512,64,64,2510671.332106817,ok,,3983.5142279043794,152.51609276176669,256,42875.16345176846,3849.5596977882087
closed_loop,1050,512,64,64,2510671.332676772,ok,,3981.864795088768,159.5373972118193,256,44663.965633139014,5400.081780273467
closed_loop,1050,512,64,96,2510671.333112665,ok,,3982.7309381216764,166.06464556363576,256,46329.26032319665,6920.383860822767
closed_loop,1050,512,64,96,2510671.333513917,ok,,3983.2801911979914,172.14575500282294,256,47880.48479007557,8344.054765999317
closed_loop,1050,512,64,96,2510671.334796169,ok,,3979.8957780003548,175.81325144707864,256,48812.339041382074,9159.986628685147
closed_loop,1050,512,64,96,2510671.335208572,ok,,3981.4197118394077,181.07116814958405,256,50154.63140094653,11383.985330816358
closed_loop,1050,512,64,96,2510671.335597578,ok,,4637.676345184445,184.95395354853542,256,51800.9593160823,12820.252464152873
closed_loop,1050,512,64,96,2510671.335969154,ok,,4637.0141371153295,188.6092700429407,256,52732.4280673638,13642.224653158337
closed_loop,1050,512,64,96,2510671.336354921,ok,,4636.423307005316,193.03951089398242,256,53861.557295080274,14672.937856055796
closed_loop,1050,512,64,96,2510671.33672719,ok,,4637.173509225249,202.54704741140208,256,56286.71830613166,16015.73105668649
closed_loop,1050,512,64,96,2510671.337104842,ok,,7766.410777810961,200.57558399606862,256,58913.207180798054,16535.241599194705
closed_loop,1050,512,64,96,2510671.337559269,ok,,24299.84025610611,136.15092061569587,256,59018.371649086475,1015.9823498688638
closed_loop,1050,512,64,96,2510671.337976486,ok,,24951.933817006648,134.46708903921876,256,59241.12301925197,1016.1239290609956
closed_loop,1050,512,64,96,2510671.338370711,ok,,24953.217504080385,137.53101100012952,256,60023.71344482526,1015.9503999166191
closed_loop,1050,512,64,96,2510671.338728603,ok,,24951.7107848078,146.04212523565866,256,62192.507494241,2035.4513633064926
closed_loop,1050,512,64,96,2510677.155083693,ok,,19134.914136026055,159.36948604991332,256,59774.18366074562,5477.225511800498
closed_loop,1050,512,64,96,2510678.647880987,ok,,17876.63565017283,167.60682053316165,256,60616.40307819471,9687.725102994591
closed_loop,1050,512,64,96,2510693.369447606,ok,,13258.792258799076,130.43677244773681,256,46520.19988885149,1016.0859879106283
closed_loop,1050,512,64,96,2510693.373301676,ok,,13254.98602585867,130.44558145909332,256,46518.63374887034,1016.1075019277632
closed_loop,1050,512,64,96,2510693.375804045,ok,,13252.662454266101,130.45312289842497,256,46518.22893228382,1018.555467016995
closed_loop,1050,512,64,96,2510693.37848643,ok,,13250.158892013133,130.4594370755641,256,46517.33304141089,1018.5225489549339
closed_loop,1050,512,64,96,2510693.380398256,ok,,13251.968380063772,130.45210647488048,256,46517.27307541296,1016.4504931308329
closed_loop,1050,512,64,96,2510693.367195488,ok,,13267.976880073547,130.447529838877,256,46532.11561497301,1015.9207796677947
closed_loop,1050,512,64,96,2510693.462761334,ok,,14177.915522828698,126.83746971043885,256,46521.50209387764,1015.9772569313645
closed_loop,1050,512,64,96,2510693.464544133,ok,,14182.428953237832,126.82580010892421,256,46523.0287052691,1015.941611956805
closed_loop,1050,512,64,96,2510693.467858719,ok,,14179.200120735914,126.83183862371187,256,46521.33800275624,1015.952386893332
closed_loop,1050,512,64,96,2510693.470544237,ok,,14176.649594679475,126.83712415689347,256,46520.13338683173,1016.1052863113582
closed_loop,1050,512,64,96,2510693.472922061,ok,,14174.29666267708,126.84459393003992,256,46519.70009692013,1016.095323022455
closed_loop,1050,512,64,96,2510693.382736531,ok,,14266.147676855326,126.84693194597082,256,46612.13976284489,1015.9334358759224
closed_loop,1050,512,64,96,2510693.460331083,ok,,14188.578170258552,126.85308512482865,256,46536.14481724799,1015.926699154079
closed_loop,1050,512,64,96,2510705.116918191,ok,,3518.126266077161,126.85279225127077,256,35865.63358223066,1016.0613129846752
closed_loop,1050,512,64,96,2510705.016499549,ok,,3618.517028633505,126.86248581637355,256,35968.480431009084,1016.0669567994773
closed_loop,1050,512,64,96,2510705.113169066,ok,,3522.4556578323245,126.86963776929998,256,35874.2331690155,1016.1413899622858
closed_loop,1050,512,64,96,2510699.302906694,ok,,9333.104798104614,126.87780154028944,256,41686.98380701244,1015.9560847096145
closed_loop,1050,512,64,96,2510705.01384057,ok,,3622.298221103847,126.88635255155317,256,35978.34967589006,1015.9280528314412
closed_loop,1050,512,64,96,2510702.390275188,ok,,6245.902408380061,126.89393554430674,256,38603.88580523431,1015.9609918482602
closed_loop,1050,512,64,96,2510695.641324979,ok,,12994.87215699628,126.90157080069184,256,45354.79546710849,1015.9576502628624
closed_loop,1050,512,64,96,2510705.119015411,ok,,4530.332750175148,126.81538267061114,256,36868.31297306344,1016.0129088908434
closed_loop,1050,512,64,96,2510705.121417004,ok,,4527.9609728604555,126.8262696543745,256,36868.71491372585,1016.0022531636059
closed_loop,1050,512,64,96,2510705.620126239,ok,,4029.3747228570282,126.83499684447752,256,36372.33398016542,1015.972716268152
closed_loop,1050,512,64,96,2510705.124358695,ok,,4525.210888125002,126.84304275202985,256,36870.21252093837,1016.1459241062403
closed_loop,1050,512,64,96,2510705.126887357,ok,,4523.17103696987,126.85202796596522,256,36870.46624394134,1016.1103480495512
closed_loop,1050,512,64,96,2510705.128906561,ok,,4521.190377883613,126.85852169844449,256,36870.140745770186,1016.1018609069288
closed_loop,1050,512,64,96,2510705.617335176,ok,,4033.100046683103,126.86424355807841,256,36383.50671902299,1015.9327341243625
closed_loop,1050,512,64,96,2510706.631544644,ok,,4033.793856855482,126.7738205800746,256,36361.18720006198,1006.1502726748586
closed_loop,1050,512,64,96,2510705.622857074,ok,,5042.817221023142,126.78615781204665,256,37373.32648830488,1007.6623656786978
closed_loop,1050,512,64,96,2510705.625862944,ok,,5039.9138778448105,126.79707299297054,256,37373.1923350133,1010.2187776938081
closed_loop,1050,512,64,96,2510705.630629901,ok,,5035.217246972024,126.80654263160392,256,37370.91747531667,1009.9005298689008
closed_loop,1050,512,64,96,2510705.634438753,ok,,5031.457475852221,126.81520921269468,256,37369.371831882745,1009.9340351298451
closed_loop,1050,512,64,96,2510705.637600516,ok,,5028.652275912464,126.82098583226987,256,37368.020589929074,1010.8909560367465
closed_loop,1050,512,64,96,2510706.625910719,ok,,4040.486351121217,126.82615942413024,256,36381.17110123858,1008.2495650276542
closed_loop,1050,512,64,96,2510706.634581088,ok,,4938.74053703621,127.12346241973779,256,37355.29321292415,1008.7847816757858
closed_loop,1050,512,64,96,2510706.637731371,ok,,4935.63261302188,127.14072359251041,256,37356.57459683716,1008.7064057588577
closed_loop,1050,512,64,96,2510706.640532575,ok,,4932.917321100831,127.15360788518892,256,37357.12614376098,1008.1763551570475
closed_loop,1050,512,64,96,2510706.642810393,ok,,4930.668216664344,127.16437906720766,256,37357.618029695004,1006.3525647856295
closed_loop,1050,512,64,96,2510706.645097812,ok,,4928.3994738943875,127.17360377530841,256,37357.698533684015,1006.2982412055135
closed_loop,1050,512,64,96,2510707.637567102,ok,,3935.9456789679825,159.31466940023444,256,44561.21477903798,1287.4876982532442
closed_loop,1050,512,64,96,2510707.640101768,ok,,7025.455837137997,174.77799930481933,256,51593.88976590708,5801.226711831987
closed_loop,1050,512,64,128,2510707.64368514,ok,,18006.979460828006,153.70780978096175,256,57202.503541018814,2847.4071030505
closed_loop,1050,512,64,128,2510707.646374736,ok,,18004.377554170787,160.76760872942853,256,59000.179505907,5175.152248237282
closed_loop,1050,512,64,128,2510707.648505685,ok,,23500.108544249088,155.55878329802962,256,63167.64621110633,5797.11388098076
closed_loop,1050,512,64,128,2510707.650025123,ok,,24034.339405130595,166.617533034992,256,66521.86753321439,9000.715516973287
closed_loop,1050,512,96,128,2510716.801990623,ok,,24182.926600798965,133.05565033692355,256,58112.15382209048,1021.2249499745667
closed_loop,1050,512,64,128,2510714.209431594,ok,,26777.362597174942,133.05741841996124,256,60707.02555216849,1021.326020359993
