scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,1347.813,4,512,336.95325,2.632447265625,True
D1,decode,1330.098,4,512,332.5245,2.59784765625,True
P0,prefill,2333.652,4,512,583.413,4.5579140625,True
P1,prefill,2375.508,4,512,593.877,4.6396640625,True
P_pool,prefill,4709.16,4,512,1177.29,9.197578125,True
D_pool,decode,2677.911,4,512,669.47775,5.230294921875,True
all_GPU_boards,all,7387.071,4,512,1846.76775,14.427873046875,True
