request_id,workload_id,input_len,requested_output_len,observed_output_tokens,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,client_observed_ttft_ms,client_observed_tpot_ms,mean_itl_ms,e2e_latency_ms,prefill_latency_ms,decode_stream_latency_ms,real_sse,logical_request_id_propagated
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0000,small_light,128,64,64,P1,D1,201.40901405829936,55.937266603688755,6937.55803105887,55.94210250724461,55.937640030779654,10461.910489015281,122.71078408230096,3602.494899998419,True,True
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0001,small_light,128,64,64,P1,D1,168.48219302482903,55.95508293573937,179.30375901050866,55.95883703236247,55.950299794194365,3704.710492049344,93.3553179493174,3599.985091947019,True,True
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0002,small_light,128,64,64,P1,D1,164.88127002958208,55.95459145981641,172.93073202017695,55.95774892052369,55.953644079318835,3698.2689140131697,89.73466395400465,3600.0716419657692,True,True
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0003,small_light,128,64,64,P1,D1,175.35487201530486,55.942754699139016,182.69629997666925,55.94680585809762,55.942798968374966,3707.345069036819,100.71498400066048,3598.812736105174,True,True
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0004,small_light,128,64,64,P1,D1,177.89689206983894,56.01164458563463,186.8267860263586,56.019365778266796,56.015210174438025,3716.0468300571665,104.60162092931569,3601.825049961917,True,True
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0005,small_light,128,64,64,P1,D1,182.1330850943923,55.9534113650905,188.7676710030064,55.959866666752426,55.954976888772634,3714.2392710084096,107.18754294794053,3599.819079041481,True,True
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0006,small_light,128,64,64,P1,D1,182.25870106834918,55.951961968463685,190.50514698028564,55.95472696909888,55.950465127973565,3715.652946033515,108.46500098705292,3598.455175058916,True,True
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0007,small_light,128,64,64,P1,D1,185.07068697363138,55.941091730288925,192.14504398405552,55.94504991960195,55.941263189731494,3716.683188918978,112.39018698688596,3596.751849981956,True,True
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0008,small_light,128,64,64,P1,D1,198.62748007290065,55.95694695200239,205.56343998759985,55.9622630632172,55.957797062878925,3731.1860129702836,122.82585294451565,3600.849115056917,True,True
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0009,small_light,128,64,64,P1,D1,195.98672399297357,55.93258380845544,203.25713499914855,55.936510696829785,55.93247482523559,3727.257308899425,120.91977591626346,3598.5960529651493,True,True
