request_id,selected_prefill_endpoint_id,selected_decode_endpoint_id,route_timestamp_wall_s,prefill_completion_wall_s,kv_handoff_completion_wall_s,decode_start_wall_s,decode_completion_wall_s,outcome
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0053,P1,D1,1788438797.8954818,1788438798.107331,1788438798.107332,1788438798.1073759,1788438801.7757552,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0054,P1,D1,1788438802.8961008,1788438803.107032,1788438803.1070344,1788438803.1071365,1788438806.7775214,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0055,P1,D1,1788438807.895013,1788438808.1070971,1788438808.1071,1788438808.1072044,1788438811.7779818,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0056,P1,D1,1788438812.8948505,1788438813.1081715,1788438813.108174,1788438813.1082659,1788438816.7772932,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0057,P1,D1,1788438817.8953063,1788438818.1077404,1788438818.107742,1788438818.1078265,1788438821.7761102,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0058,P1,D1,1788438822.8946826,1788438823.1062708,1788438823.1062727,1788438823.1063566,1788438826.7759356,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0059,P1,D1,1788438827.8954666,1788438828.1084669,1788438828.108469,1788438828.1085563,1788438831.7774768,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0060,P1,D1,1788438832.8965654,1788438833.1213784,1788438833.1213806,1788438833.1214793,1788438836.7916908,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0061,P1,D1,1788438837.894787,1788438838.1159058,1788438838.115908,1788438838.1159961,1788438841.7850797,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0062,P1,D1,1788438842.895762,1788438843.117831,1788438843.117833,1788438843.117919,1788438846.786831,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0063,P1,D1,1788438847.8952844,1788438848.1161594,1788438848.1161616,1788438848.1162465,1788438851.7855287,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0064,P1,D1,1788438852.8959498,1788438853.1214318,1788438853.1214345,1788438853.1215358,1788438856.7921257,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0065,P1,D1,1788438857.895026,1788438858.111705,1788438858.1117077,1788438858.111805,1788438861.7819715,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0066,P1,D1,1788438862.895036,1788438863.10749,1788438863.1074922,1788438863.1075773,1788438866.7759488,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0067,P1,D1,1788438867.8953128,1788438868.1074898,1788438868.1074917,1788438868.1075804,1788438871.776458,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0068,P1,D1,1788438872.8944032,1788438873.110624,1788438873.1106262,1788438873.110763,1788438876.7816088,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0069,P1,D1,1788438877.8945336,1788438878.1062336,1788438878.1062362,1788438878.1063328,1788438881.7751358,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0070,P1,D1,1788438882.8948069,1788438883.1058033,1788438883.1058059,1788438883.1058974,1788438886.7745423,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0071,P1,D1,1788438887.8951263,1788438888.1211846,1788438888.1211863,1788438888.1212728,1788438891.7890704,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0072,P1,D1,1788438892.8951726,1788438893.1168005,1788438893.1168034,1788438893.11692,1788438896.7870388,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0073,P1,D1,1788438897.8953109,1788438898.1053755,1788438898.1053777,1788438898.105467,1788438901.773167,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0074,P1,D1,1788438902.8969188,1788438903.110868,1788438903.1108704,1788438903.110955,1788438906.7796133,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0075,P1,D1,1788438907.897197,1788438908.111069,1788438908.1110713,1788438908.1111574,1788438911.7798398,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0076,P1,D1,1788438912.8963678,1788438913.1258426,1788438913.125845,1788438913.1259487,1788438916.7964528,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0077,P1,D1,1788438917.8963783,1788438918.1229846,1788438918.1229873,1788438918.123089,1788438921.793052,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0078,P1,D1,1788438922.8946762,1788438923.1178586,1788438923.1178625,1788438923.118045,1788438926.7900336,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0079,P1,D1,1788438927.8951454,1788438928.1170547,1788438928.117057,1788438928.1171453,1788438931.7869265,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0080,P1,D1,1788438932.895229,1788438933.1153996,1788438933.1154022,1788438933.1154928,1788438936.7839944,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0081,P1,D1,1788438937.896081,1788438938.115989,1788438938.115991,1788438938.116083,1788438941.7843494,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0082,P1,D1,1788438942.8948348,1788438943.1212697,1788438943.121272,1788438943.1213725,1788438946.7915585,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0083,P1,D1,1788438947.8967667,1788438948.119133,1788438948.1191354,1788438948.1192374,1788438951.788829,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0084,P1,D1,1788438952.8971014,1788438953.115233,1788438953.1152349,1788438953.1153252,1788438956.7843306,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0085,P1,D1,1788438957.8970423,1788438958.117764,1788438958.1177661,1788438958.1178544,1788438961.7866378,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0086,P1,D1,1788438962.8950398,1788438963.1128993,1788438963.1129012,1788438963.1129906,1788438966.782352,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0087,P1,D1,1788438967.8954492,1788438968.1150439,1788438968.1150458,1788438968.1151347,1788438971.7840447,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0088,P1,D1,1788438972.8955486,1788438973.120791,1788438973.1207933,1788438973.1208727,1788438976.790938,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0089,P1,D1,1788438981.5629008,1788438981.8810873,1788438981.8810892,1788438981.8811932,1788438985.6301863,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0090,P1,D1,1788438985.6367884,1788438985.9551792,1788438985.9551814,1788438985.955279,1788438989.703964,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0091,P1,D1,1788438989.7115226,1788438990.0451,1788438990.0451024,1788438990.045203,1788438993.7942996,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0092,P1,D1,1788438993.8025508,1788438994.1209068,1788438994.1209087,1788438994.1210048,1788438997.8697715,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0093,P1,D1,1788438997.893638,1788438998.2114966,1788438998.211499,1788438998.2115927,1788439001.9606035,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0094,P1,D1,1788439002.8947065,1788439003.2130141,1788439003.213016,1788439003.2131176,1788439006.9620438,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0095,P1,D1,1788439007.8955503,1788439008.2112613,1788439008.2112632,1788439008.2113602,1788439011.9602752,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0096,P1,D1,1788439016.90857,1788439017.2958016,1788439017.2958043,1788439017.2959132,1788439021.0440335,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0097,P1,D1,1788439021.0533106,1788439021.420622,1788439021.420624,1788439021.4207506,1788439025.1674685,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0098,P1,D1,1788439025.178204,1788439025.5557456,1788439025.5557477,1788439025.5558474,1788439029.3034642,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0099,P1,D1,1788439029.3092935,1788439029.683136,1788439029.6831381,1788439029.6832225,1788439033.4285686,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0100,P1,D1,1788439033.4357312,1788439033.8073,1788439033.8073022,1788439033.8073926,1788439037.5541804,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0101,P1,D1,1788439037.8950136,1788439038.2692409,1788439038.2692432,1788439038.2693403,1788439042.0183344,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0102,P1,D1,1788439042.8948452,1788439043.2646966,1788439043.264699,1788439043.2647836,1788439047.012632,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0103,P1,D1,1788439047.8947892,1788439048.2658877,1788439048.2658896,1788439048.2659774,1788439052.0139935,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0104,P1,D1,1788439052.8951733,1788439053.2624097,1788439053.2624118,1788439053.2625,1788439057.0105088,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0105,P1,D1,1788439057.894967,1788439058.2628088,1788439058.2628114,1788439058.2628965,1788439062.01054,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0106,P1,D1,1788439062.8944325,1788439063.257191,1788439063.2571929,1788439063.2572813,1788439067.0039532,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0107,P1,D1,1788439067.8960066,1788439068.2675357,1788439068.2675378,1788439068.267635,1788439072.0174477,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0108,P1,D1,1788439072.8953342,1788439073.2643714,1788439073.2643735,1788439073.264457,1788439077.0119987,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0109,P1,D1,1788439077.895385,1788439078.2680657,1788439078.268068,1788439078.2681558,1788439082.0160372,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0110,P1,D1,1788439082.8957705,1788439083.260943,1788439083.260945,1788439083.2610302,1788439087.0083096,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0111,P1,D1,1788439087.8956106,1788439088.272629,1788439088.272631,1788439088.272738,1788439092.0207832,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0112,P1,D1,1788439092.8942356,1788439093.2825284,1788439093.282531,1788439093.282624,1788439097.030736,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0113,P1,D1,1788439097.895554,1788439098.2772546,1788439098.2772574,1788439098.2773654,1788439102.0267425,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0114,P1,D1,1788439102.8949945,1788439103.2718334,1788439103.2718353,1788439103.2719238,1788439107.0186012,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0115,P1,D1,1788439107.8939428,1788439108.2724874,1788439108.2724895,1788439108.272575,1788439112.0198636,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0116,P1,D1,1788439112.895848,1788439113.27417,1788439113.2741718,1788439113.274258,1788439117.0210433,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0117,P1,D1,1788439117.8956144,1788439118.2829955,1788439118.2829976,1788439118.283094,1788439122.0317967,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0118,P1,D1,1788439122.8950813,1788439123.2733896,1788439123.273392,1788439123.2735076,1788439127.0233116,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0119,P1,D1,1788439127.89547,1788439128.281075,1788439128.2810774,1788439128.2811844,1788439132.0308225,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0120,P1,D1,1788439132.8941329,1788439133.275088,1788439133.27509,1788439133.275178,1788439137.0227075,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0121,P1,D1,1788439137.894791,1788439138.2719877,1788439138.27199,1788439138.2720797,1788439142.0217447,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0122,P1,D1,1788439142.8939683,1788439143.288895,1788439143.2888975,1788439143.288996,1788439147.037057,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0123,P1,D1,1788439147.8942316,1788439148.2749956,1788439148.2749987,1788439148.2751641,1788439152.0249987,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0124,P1,D1,1788439152.894391,1788439153.2740674,1788439153.2740695,1788439153.2741594,1788439157.0234022,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0125,P1,D1,1788439157.895432,1788439158.2711074,1788439158.2711093,1788439158.2711961,1788439162.0160565,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0126,P1,D1,1788439162.8965228,1788439163.2767699,1788439163.2767723,1788439163.2768867,1788439167.0252733,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0127,P1,D1,1788439167.8947845,1788439168.2741022,1788439168.2741046,1788439168.2742035,1788439172.0213826,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0128,P1,D1,1788439172.894994,1788439173.2730336,1788439173.2730358,1788439173.273128,1788439177.0195575,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0129,P1,D1,1788439177.8951535,1788439178.273783,1788439178.2737856,1788439178.273889,1788439182.022061,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0130,P1,D1,1788439182.8958976,1788439183.2862391,1788439183.2862418,1788439183.286338,1788439187.0326934,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0131,P1,D1,1788439187.8941486,1788439188.2728665,1788439188.2728686,1788439188.2729592,1788439192.0204477,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0132,P1,D1,1788439192.8955088,1788439193.2737532,1788439193.2737556,1788439193.2738593,1788439197.0213358,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0133,P1,D1,1788439197.8950834,1788439198.2703927,1788439198.2703946,1788439198.270483,1788439202.017213,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0134,P1,D1,1788439202.8944066,1788439203.2681267,1788439203.2681289,1788439203.268217,1788439207.0152264,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0135,P1,D1,1788439207.894443,1788439208.268546,1788439208.2685483,1788439208.26865,1788439212.0163338,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0136,P1,D1,1788439212.8956835,1788439213.2770154,1788439213.2770176,1788439213.2771056,1788439217.0223634,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0137,P1,D1,1788439217.8954473,1788439218.2741055,1788439218.2741077,1788439218.2741954,1788439222.02104,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0138,P1,D1,1788439222.8940923,1788439223.2688274,1788439223.2688303,1788439223.2689297,1788439227.0168402,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0139,P1,D1,1788439227.8948717,1788439228.2704515,1788439228.2704535,1788439228.2705464,1788439232.017444,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0140,P1,D1,1788439232.894859,1788439233.2714424,1788439233.2714448,1788439233.271542,1788439237.0184233,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0141,P1,D1,1788439237.8966267,1788439238.278004,1788439238.278006,1788439238.2780979,1788439242.0249758,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0142,P1,D1,1788439242.8948672,1788439243.2793274,1788439243.2793303,1788439243.279431,1788439247.0267186,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0143,P1,D1,1788439247.8957903,1788439248.2765408,1788439248.276543,1788439248.2766354,1788439252.0234947,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0144,P1,D1,1788439252.8973846,1788439253.007807,1788439253.007809,1788439253.0078866,1788439260.1878724,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0145,P1,D1,1788439260.195491,1788439260.3018682,1788439260.3018703,1788439260.3019567,1788439267.4821916,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0146,P1,D1,1788439267.4905615,1788439267.5875254,1788439267.587528,1788439267.5876315,1788439274.7669604,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0147,P1,D1,1788439274.7750924,1788439274.8751664,1788439274.8751693,1788439274.8752723,1788439282.0554338,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0148,P1,D1,1788439282.0633533,1788439282.1701968,1788439282.1701987,1788439282.1702876,1788439289.3497078,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0149,P1,D1,1788439289.3562758,1788439289.4639778,1788439289.4639797,1788439289.46407,1788439296.6428957,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0150,P1,D1,1788439296.6508336,1788439296.755752,1788439296.7557545,1788439296.7558584,1788439303.9359767,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0151,P1,D1,1788439303.9439538,1788439304.0505135,1788439304.0505157,1788439304.0506148,1788439311.23041,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0152,P1,D1,1788439311.2420776,1788439311.3514864,1788439311.3514888,1788439311.3515902,1788439318.5318854,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0153,P1,D1,1788439318.5383089,1788439318.6466143,1788439318.6466165,1788439318.6467547,1788439325.8255227,completed
phase3c-xpyd_feedback_2p2d_fast_adaptive_r6_256683-0154,P1,D1,1788439325.8324304,1788439325.9504564,1788439325.9504583,1788439325.9505577,1788439333.1308184,completed
