workload_id,purpose,input_len,output_len,planned_requests,completed_requests,mean_ttft_ms,mean_tpot_ms,mean_e2e_latency_ms
small_light,,128,64,48,48,190.4787528231585,56.121824732852275,3950.2041808276167
prefill_medium,,1024,64,48,48,315.21666809324716,57.137810876714646,4074.9179265427906
prefill_heavy,,2048,64,48,48,466.2013392735389,58.075762933180805,4216.194918529557
decode_medium,,128,128,48,48,192.5846617547601,55.95109325136119,7306.3838852904155
decode_heavy,,128,256,48,48,190.78919406698938,56.16624508303395,14578.822960562926
balanced_medium,,512,128,48,48,224.81126080917116,56.51311868882837,7548.216400265422
both_heavy,,2048,256,48,48,471.39911929358885,58.140804158261936,15362.987446940679
