request_id,selected_prefill_endpoint_id,selected_decode_endpoint_id,route_timestamp_wall_s,prefill_completion_wall_s,kv_handoff_completion_wall_s,decode_start_wall_s,decode_completion_wall_s,outcome
phase3c-warm-07-full_feedback-prefill_heavy-0000,P0,D0,1788006521.11408,1788006521.4925919,1788006521.4925942,1788006521.4927309,1788006525.2409637,completed
phase3c-warm-07-full_feedback-prefill_heavy-0001,P0,D1,1788006525.2471867,1788006525.621501,1788006525.6215026,1788006525.621596,1788006529.3748727,completed
phase3c-warm-07-full_feedback-prefill_heavy-0002,P1,D0,1788006529.3817546,1788006529.758749,1788006529.7587512,1788006529.758861,1788006533.5061834,completed
phase3c-warm-07-full_feedback-prefill_heavy-0003,P1,D1,1788006533.5119407,1788006533.8866189,1788006533.8866212,1788006533.886778,1788006537.6353533,completed
