window_id,window_start_unix_ns,sending_stopped_unix_ns,window_end_unix_ns,client_observed_drain_s,planned_requests,completed_requests,failed_requests,timeout_requests,cancelled_requests,retry_attempts,actual_send_rps,completion_output_tps,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms,mean_e2e_ms,p99_e2e_ms
baseline_3m,1785485242739084129,1785485422739568524,1785485423752491019,1.012922495,180,180,0,0,0,0,1.005619918597031,31.8234148387699,247.29629042222223,246.4671295,279.77167895,289.59562083,57.84183353763441,58.04289095516129,2040.393130088889,2081.855676
prefill_heavy_3m,1785485428766726193,1785485608767626589,1785485610484644995,1.717018406,360,360,0,0,0,0,2.005701001149404,63.40271701503664,342.1156527083333,342.840211,376.0456471,389.88851265000005,62.190431537992836,62.46004657516129,2270.0190303861114,2320.85267983
decode_heavy_3m,1785485615498437955,1785485795499385693,1785485810029736906,14.530351213,180,180,0,0,0,0,1.005632709180188,236.90021472698953,247.91566522777777,247.564052,281.76383785,291.87526576,61.461595148540304,61.61256438678432,15920.622428105557,15990.54782365
mixed_3m,1785485815043177013,1785485995043923337,1785486003632068226,8.588144889,360,360,0,0,0,0,2.005672381422704,244.36619345036107,386.7686403194445,387.5179285,434.7443594,448.20541382,81.37819423667979,82.23612172661417,10721.799308377776,10876.070394620001
queue_pressure_5m,1785486008646026607,1785486308646538281,1785486310605231771,1.95869349,2400,2376,24,0,24,0,8.005023872745513,251.85730236848215,259.13789782744107,256.5353615,305.1472675,316.554795,61.69438117113337,62.37416787096774,2171.663714132576,2220.28798625
