window_id,request_index,request_id,trace_id,client_span_id,planned_send_unix_ns,client_ready_unix_ns,actual_send_unix_ns,response_headers_unix_ns,first_token_unix_ns,completed_unix_ns,planned_to_ready_ms,client_queue_delay_ms,send_lag_ms,ttft_ms,tpot_ms,e2e_ms,planned_input_tokens,actual_input_tokens,max_tokens,actual_output_tokens,token_event_count,http_status,response_request_id,outcome,timeout,cancelled,retry_count,attempt_count,response_bytes,error
baseline_3m,35,baseline_3m-00035-3082c6668dfd,3a2af117f463489ea933268b59cdeed0,5ee5dc43598e4749,1785485277739084129,1785485277740962766,1785485277744503968,1785485277832817310,1785485278016451903,1785485279805464795,1.878637,3.541202,5.419839,271.947935,57.71009329032258,2060.960827,32,32,32,32,32,200,baseline_3m-00035-3082c6668dfd,success,False,False,0,1,12308,
baseline_3m,36,baseline_3m-00036-9a14c457cca0,4c2418242db44e4bb9840799e05f76ec,a79974dee67647c7,1785485278739084129,1785485278739657872,1785485278743932628,1785485278844281693,1785485278995162467,1785485280787704257,0.573743,4.274756,4.848499,251.229839,57.82392870967742,2043.771629,32,32,32,32,32,200,baseline_3m-00036-9a14c457cca0,success,False,False,0,1,12390,
baseline_3m,37,baseline_3m-00037-01b94499c36c,c844a44363434d78b85b52c25b41653b,1914f285e6a046e5,1785485279739084129,1785485279739929932,1785485279743514109,1785485279838548196,1785485279976783423,1785485281767014407,0.845803,3.584177,4.42998,233.269314,57.749386580645165,2023.500298,32,32,32,32,32,200,baseline_3m-00037-01b94499c36c,success,False,False,0,1,12388,
baseline_3m,38,baseline_3m-00038-b78bfe65a1f3,a32f0d7d7dcc44698386df30fb844e97,1e06a01adecf49ba,1785485280739084129,1785485280740317727,1785485280744223738,1785485280842023082,1785485281014371645,1785485282806071124,1.233598,3.906011,5.139609,270.147907,57.796757387096775,2061.847386,32,32,32,32,32,200,baseline_3m-00038-b78bfe65a1f3,success,False,False,0,1,12330,
baseline_3m,39,baseline_3m-00039-42e8042e713a,1310e1c133c14fde94c0214a720664f6,d7c4c51a8a61410a,1785485281739084129,1785485281739626997,1785485281742724819,1785485281842247491,1785485281994470550,1785485283790782984,0.542868,3.097822,3.64069,251.745731,57.94556238709677,2048.058165,32,32,32,32,32,200,baseline_3m-00039-42e8042e713a,success,False,False,0,1,12358,
baseline_3m,40,baseline_3m-00040-55c2a82de316,83ce2dd2e9344145aad1a9455a5d948f,ada49d74a4014195,1785485282739084129,1785485282739611611,1785485282743635617,1785485282841875560,1785485282975291193,1785485284767534744,0.527482,4.024006,4.551488,231.655576,57.81430809677419,2023.899127,32,32,32,32,32,200,baseline_3m-00040-55c2a82de316,success,False,False,0,1,12374,
baseline_3m,41,baseline_3m-00041-8520b1f6db29,54954994d49248ae960e1a34115ae4ed,4e7bae78fd4b4fa9,1785485283739084129,1785485283740345862,1785485283744183552,1785485283843933352,1785485284013755380,1785485285805581384,1.261733,3.83769,5.099423,269.571828,57.80083883870968,2061.397832,32,32,32,32,32,200,baseline_3m-00041-8520b1f6db29,success,False,False,0,1,12386,
baseline_3m,42,baseline_3m-00042-657ce1f079ff,4e2a655302ba43e395e15546a53c8aa1,a20363f6780b4ab4,1785485284739084129,1785485284741255000,1785485284744983400,1785485284827400744,1785485284993335560,1785485286785666059,2.170871,3.7284,5.899271,248.35216,57.81711287096774,2040.682659,32,32,32,32,32,200,baseline_3m-00042-657ce1f079ff,success,False,False,0,1,12344,
baseline_3m,43,baseline_3m-00043-088097232a2f,c21a3d00d4d34cf0819dfc517df6c28a,568e8c6cd8164754,1785485285739084129,1785485285739944037,1785485285743390419,1785485285841428884,1785485285975564644,1785485287763030209,0.859908,3.446382,4.30629,232.174225,57.660179516129034,2019.63979,32,32,32,32,32,200,baseline_3m-00043-088097232a2f,success,False,False,0,1,12380,
baseline_3m,44,baseline_3m-00044-15062ee11c14,d7db34af41614fde807c27a0f689db8b,f4471b04d7324cb4,1785485286739084129,1785485286739876007,1785485286744371393,1785485286842320559,1785485287012303701,1785485288802615464,0.791878,4.495386,5.287264,267.932308,57.751992354838706,2058.244071,32,32,32,32,32,200,baseline_3m-00044-15062ee11c14,success,False,False,0,1,12358,
baseline_3m,45,baseline_3m-00045-a29f079714e4,d618df3e889443cb827c8beff3cfcb24,8c3b7215a2574cf5,1785485287739084129,1785485287740251491,1785485287743611466,1785485287839001626,1785485287991301179,1785485289785372547,1.167362,3.359975,4.527337,247.689713,57.87326993548387,2041.761081,32,32,32,32,32,200,baseline_3m-00045-a29f079714e4,success,False,False,0,1,12399,
baseline_3m,46,baseline_3m-00046-8dfb52d706f9,0bcaabff43d34873a24ef38ee23bbe89,3bb402ac4e7a4426,1785485288739084129,1785485288739596268,1785485288742917993,1785485288836101931,1785485288974663498,1785485290762255807,0.512139,3.321725,3.833864,231.745505,57.66426803225806,2019.337814,32,32,32,32,32,200,baseline_3m-00046-8dfb52d706f9,success,False,False,0,1,12386,
baseline_3m,47,baseline_3m-00047-a20a64492238,1230bc97310a4e6b93dadb8bd13c51b4,35661b3c0ffd4b7e,1785485289739084129,1785485289739584050,1785485289743313333,1785485289845213233,1785485290011464784,1785485291801906986,0.499921,3.729283,4.229204,268.151451,57.75620006451613,2058.593653,32,32,32,32,32,200,baseline_3m-00047-a20a64492238,success,False,False,0,1,12311,
baseline_3m,48,baseline_3m-00048-dedf79721ad4,d887c1ed68764223a9b8d4d247b8cdd7,d369d0be9b65407f,1785485290739084129,1785485290740271441,1785485290744052362,1785485290836792495,1785485290991379372,1785485292786316087,1.187312,3.780921,4.968233,247.32701,57.90118435483871,2042.263725,32,32,32,32,32,200,baseline_3m-00048-dedf79721ad4,success,False,False,0,1,12384,
baseline_3m,49,baseline_3m-00049-47c77c8b97d6,846b35caf0984d8188659635d1fb1da2,2cae39a396fa48a4,1785485291739084129,1785485291739300046,1785485291742325082,1785485291820554125,1785485291972295762,1785485293766518277,0.215917,3.025036,3.240953,229.97068,57.87814564516129,2024.193195,32,32,32,32,32,200,baseline_3m-00049-47c77c8b97d6,success,False,False,0,1,12384,
baseline_3m,50,baseline_3m-00050-be9af26b3743,c9ff3318ac9341eeabe79e688b3bfe17,c427912f9ee54475,1785485292739084129,1785485292740436983,1785485292743663110,1785485292840170055,1785485293011267612,1785485294802543839,1.352854,3.226127,4.578981,267.604502,57.783104096774196,2058.880729,32,32,32,32,32,200,baseline_3m-00050-be9af26b3743,success,False,False,0,1,12386,
baseline_3m,51,baseline_3m-00051-07a76271ab04,a505d94d0a5d4150b42b1550d3bf0ee1,ae006cd1109b4ab8,1785485293739084129,1785485293740293403,1785485293744070695,1785485293844306170,1785485293990827857,1785485295786523162,1.209274,3.777292,4.986566,246.757162,57.925655,2042.452467,32,32,32,32,32,200,baseline_3m-00051-07a76271ab04,success,False,False,0,1,12383,
baseline_3m,52,baseline_3m-00052-cc0d875e8d42,e81c18183143489e926134bf21548309,9951d29feff14e2f,1785485294739084129,1785485294739205208,1785485294742088645,1785485294840134727,1785485294973327855,1785485296765863155,0.121079,2.883437,3.004516,231.23921,57.82371935483871,2023.77451,32,32,32,32,32,200,baseline_3m-00052-cc0d875e8d42,success,False,False,0,1,12386,
baseline_3m,53,baseline_3m-00053-e30e7696ae7e,06aefa8ab823436f85e4bbcade52b34c,3af20475386f4264,1785485295739084129,1785485295739401854,1785485295743360030,1785485295838348033,1785485296011008387,1785485297801793771,0.317725,3.958176,4.275901,267.648357,57.7672704516129,2058.433741,32,32,32,32,32,200,baseline_3m-00053-e30e7696ae7e,success,False,False,0,1,12379,
baseline_3m,54,baseline_3m-00054-5ff05179b188,8b0e662a8ac04e7d8c221f3364e0bc24,78433d6bcf8b47b6,1785485296739084129,1785485296739412777,1785485296743298829,1785485296832700537,1785485296991835339,1785485298787337025,0.328648,3.886052,4.2147,248.53651,57.919409225806454,2044.038196,32,32,32,32,32,200,baseline_3m-00054-5ff05179b188,success,False,False,0,1,12386,
