attempt,axis,candidate_id,d_mhz,duration_s,end,endpoints,energy_j,grid_index,including_control,mean_power_w,observed_output_tokens,p_mhz,phase,repeat_index,request_id,search_stage,start,tpot_ms,ttft_ms,workload_id
1,P,production-00001-attempt-1-binary-slo-P-0,1500,3.7212014198303223,1788678472.7775497,"{""P0"": {""energy_j"": 230.6310691535473, ""clock_match_fraction"": 1.0, ""mean_power_w"": 61.97758281089324, ""samples"": 36}, ""D0"": {""energy_j"": 244.65587770938873, ""clock_match_fraction"": 1.0, ""mean_power_w"": 65.74647542742915, ""samples"": 32}}",475.286946862936,0,"{""start"": 1788678467.108375, ""end"": 1788678472.7775497, ""duration_s"": 5.669174671173096, ""energy_j"": 644.4718229882419, ""mean_power_w"": 113.68000817919487, ""endpoints"": {""P0"": {""energy_j"": 351.9503989517689, ""clock_match_fraction"": null, ""mean_power_w"": 62.08141737833268, ""samples"": 54}, ""D0"": {""energy_j"": 292.52142403647304, ""clock_match_fraction"": null, ""mean_power_w"": 51.59859080086219, ""samples"": 49}}}",127.72405823832239,64,900,canary,1,production-00001-attempt-1-binary-slo-P-0-sample-1,binary-slo,1788678469.0563483,55.94971211117116,191.581474035047,small_light
1,P,production-00001-attempt-1-binary-slo-P-0,1500,3.7157857418060303,1788678476.6534343,"{""P0"": {""energy_j"": 230.53523233532906, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.042122004397136, ""samples"": 36}, ""D0"": {""energy_j"": 248.5400892831385, ""clock_match_fraction"": 1.0, ""mean_power_w"": 66.88762661604311, ""samples"": 34}}",479.07532161846757,0,"{""start"": 1788678472.9361756, ""end"": 1788678476.6534343, ""duration_s"": 3.7172586917877197, ""energy_j"": 479.18903393670917, ""mean_power_w"": 128.90925105517894, ""endpoints"": {""P0"": {""energy_j"": 230.6171360015869, ""clock_match_fraction"": null, ""mean_power_w"": 62.039571394660605, ""samples"": 36}, ""D0"": {""energy_j"": 248.57189793512225, ""clock_match_fraction"": null, ""mean_power_w"": 66.86967966051833, ""samples"": 34}}}",128.92974862044025,64,900,canary,2,production-00001-attempt-1-binary-slo-P-0-sample-2,binary-slo,1788678472.9376485,55.9464739376886,186.51978496927768,small_light
1,P,production-00001-attempt-1-binary-slo-P-0,1500,3.7176101207733154,1788678480.5335834,"{""P0"": {""energy_j"": 236.76994460821152, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.688750814719654, ""samples"": 36}, ""D0"": {""energy_j"": 250.06316961720586, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.26449560159611, ""samples"": 34}}",486.8331142254174,0,"{""start"": 1788678476.8138745, ""end"": 1788678480.5335834, ""duration_s"": 3.7197089195251465, ""energy_j"": 486.9981518164277, ""mean_power_w"": 130.92372611741817, ""endpoints"": {""P0"": {""energy_j"": 236.88756394386292, ""clock_match_fraction"": null, ""mean_power_w"": 63.68443581711864, ""samples"": 36}, ""D0"": {""energy_j"": 250.1105878725648, ""clock_match_fraction"": null, ""mean_power_w"": 67.23929030029952, ""samples"": 34}}}",130.95324641631575,64,900,canary,3,production-00001-attempt-1-binary-slo-P-0-sample-3,binary-slo,1788678476.8159733,55.936064190482575,188.941958011128,small_light
1,P,production-00001-attempt-1-energy-refine-P-2,1500,3.7145907878875732,1788678486.3950226,"{""P0"": {""energy_j"": 235.15332439541817, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.30531081975412, ""samples"": 36}, ""D0"": {""energy_j"": 247.04237435758114, ""clock_match_fraction"": 1.0, ""mean_power_w"": 66.50594600167791, ""samples"": 33}}",482.1956987529993,2,"{""start"": 1788678480.6957417, ""end"": 1788678486.3950226, ""duration_s"": 5.6992809772491455, ""energy_j"": 652.4505331814289, ""mean_power_w"": 114.47944675581607, ""endpoints"": {""P0"": {""energy_j"": 356.92963004112244, ""clock_match_fraction"": null, ""mean_power_w"": 62.62713339909775, ""samples"": 54}, ""D0"": {""energy_j"": 295.5209031403065, ""clock_match_fraction"": null, ""mean_power_w"": 51.85231335671831, ""samples"": 50}}}",129.81125682143204,64,1110,canary,1,production-00001-attempt-1-energy-refine-P-2-sample-1,energy-refine,1788678482.6804318,55.93301700095513,186.4390360424295,small_light
1,P,production-00001-attempt-1-energy-refine-P-2,1500,3.7144811153411865,1788678490.2227676,"{""P0"": {""energy_j"": 233.42153277993202, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.840952889995116, ""samples"": 36}, ""D0"": {""energy_j"": 248.18552217632532, ""clock_match_fraction"": 1.0, ""mean_power_w"": 66.81566401059189, ""samples"": 34}}",481.60705495625734,2,"{""start"": 1788678486.5060399, ""end"": 1788678490.2227676, ""duration_s"": 3.7167277336120605, ""energy_j"": 481.78513115271926, ""mean_power_w"": 129.6261565773885, ""endpoints"": {""P0"": {""energy_j"": 233.54745054244995, ""clock_match_fraction"": null, ""mean_power_w"": 62.8368466246193, ""samples"": 36}, ""D0"": {""energy_j"": 248.2376806102693, ""clock_match_fraction"": null, ""mean_power_w"": 66.7893099527692, ""samples"": 34}}}",129.656616900587,64,1110,canary,2,production-00001-attempt-1-energy-refine-P-2-sample-2,energy-refine,1788678486.5082865,55.9321772381072,186.6654169280082,small_light
1,P,production-00001-attempt-1-energy-refine-P-2,1500,3.7150323390960693,1788678494.0489192,"{""P0"": {""energy_j"": 234.96347805857658, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.246684446291304, ""samples"": 36}, ""D0"": {""energy_j"": 250.15907421708107, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.33698427991317, ""samples"": 34}}",485.12255227565765,2,"{""start"": 1788678490.3317685, ""end"": 1788678494.0489192, ""duration_s"": 3.7171506881713867, ""energy_j"": 485.3034862726927, ""mean_power_w"": 130.5579264830484, ""endpoints"": {""P0"": {""energy_j"": 235.08275473117828, ""clock_match_fraction"": null, ""mean_power_w"": 63.242729297806534, ""samples"": 36}, ""D0"": {""energy_j"": 250.2207315415144, ""clock_match_fraction"": null, ""mean_power_w"": 67.31519718524187, ""samples"": 34}}}",130.58366872620448,64,1110,canary,3,production-00001-attempt-1-energy-refine-P-2-sample-3,energy-refine,1788678490.3338869,55.9483791575841,184.6720320172608,small_light
1,D,production-00001-attempt-1-binary-slo-D-7,975,3.7621889114379883,1788678501.67554,"{""P0"": {""energy_j"": 234.44576835632324, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.316320066637246, ""samples"": 37}, ""D0"": {""energy_j"": 218.60042165964842, ""clock_match_fraction"": 1.0, ""mean_power_w"": 58.10458400827478, ""samples"": 33}}",453.04619001597166,7,"{""start"": 1788678494.220126, ""end"": 1788678501.67554, ""duration_s"": 7.455414056777954, ""energy_j"": 766.8151120617986, ""mean_power_w"": 102.85345739646245, ""endpoints"": {""P0"": {""energy_j"": 460.13710325956345, ""clock_match_fraction"": null, ""mean_power_w"": 61.718517543802704, ""samples"": 71}, ""D0"": {""energy_j"": 306.6780088022351, ""clock_match_fraction"": null, ""mean_power_w"": 41.13493985265975, ""samples"": 64}}}",120.42090407491202,64,1005,canary,1,production-00001-attempt-1-binary-slo-D-7-sample-1,binary-slo,1788678497.913351,56.665549714428685,187.26435909047723,small_light
1,D,production-00001-attempt-1-binary-slo-D-7,975,3.761950731277466,1788678505.5495112,"{""P0"": {""energy_j"": 234.52274215221405, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.340726634815844, ""samples"": 36}, ""D0"": {""energy_j"": 214.45252926647663, ""clock_match_fraction"": 1.0, ""mean_power_w"": 57.00567194660039, ""samples"": 33}}",448.9752714186907,7,"{""start"": 1788678501.7857819, ""end"": 1788678505.5495112, ""duration_s"": 3.7637293338775635, ""energy_j"": 449.1101613268256, ""mean_power_w"": 119.32583921068843, ""endpoints"": {""P0"": {""energy_j"": 234.62373787164688, ""clock_match_fraction"": null, ""mean_power_w"": 62.338100606699825, ""samples"": 36}, ""D0"": {""energy_j"": 214.48642345517874, ""clock_match_fraction"": null, ""mean_power_w"": 56.9877386039886, ""samples"": 33}}}",119.34639858141622,64,1005,canary,2,production-00001-attempt-1-binary-slo-D-7-sample-2,binary-slo,1788678501.7875605,56.660377666250696,187.30581097770482,small_light
1,D,production-00001-attempt-1-binary-slo-D-7,975,3.759063959121704,1788678509.4212117,"{""P0"": {""energy_j"": 240.43547812104225, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.96152891668792, ""samples"": 36}, ""D0"": {""energy_j"": 219.7956953421235, ""clock_match_fraction"": 1.0, ""mean_power_w"": 58.47085809986543, ""samples"": 33}}",460.23117346316576,7,"{""start"": 1788678505.6603253, ""end"": 1788678509.4212117, ""duration_s"": 3.7608864307403564, ""energy_j"": 460.4252257272601, ""mean_power_w"": 122.42465551841251, ""endpoints"": {""P0"": {""energy_j"": 240.5378978550434, ""clock_match_fraction"": null, ""mean_power_w"": 63.95776694796175, ""samples"": 36}, ""D0"": {""energy_j"": 219.8873278722167, ""clock_match_fraction"": null, ""mean_power_w"": 58.46688857045076, ""samples"": 33}}}",122.43238701655335,64,1005,canary,3,production-00001-attempt-1-binary-slo-D-7-sample-3,binary-slo,1788678505.6621478,56.65114725245133,184.91354410070926,small_light
1,D,production-00001-attempt-1-binary-slo-D-3,675,3.8147921562194824,1788678514.8182812,"{""P0"": {""energy_j"": 236.89887899160385, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.1000749950095, ""samples"": 37}, ""D0"": {""energy_j"": 218.31229660660028, ""clock_match_fraction"": 1.0, ""mean_power_w"": 57.227835139241535, ""samples"": 33}}",455.21117559820414,3,"{""start"": 1788678509.4884632, ""end"": 1788678514.8182812, ""duration_s"": 5.3298180103302, ""energy_j"": 578.9954059869051, ""mean_power_w"": 108.63324129730171, ""endpoints"": {""P0"": {""energy_j"": 327.8345218002796, ""clock_match_fraction"": null, ""mean_power_w"": 61.509515177605316, ""samples"": 51}, ""D0"": {""energy_j"": 251.16088418662548, ""clock_match_fraction"": null, ""mean_power_w"": 47.123726119696386, ""samples"": 47}}}",119.32791013425104,64,1005,canary,1,production-00001-attempt-1-binary-slo-D-3-sample-1,binary-slo,1788678511.003489,57.431101762053984,191.27469998784363,small_light
1,D,production-00001-attempt-1-binary-slo-D-3,675,3.8099682331085205,1788678518.7433467,"{""P0"": {""energy_j"": 240.00749549269676, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.99461853960832, ""samples"": 37}, ""D0"": {""energy_j"": 216.71350948140025, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.88066047327265, ""samples"": 35}}",456.721004974097,3,"{""start"": 1788678514.931001, ""end"": 1788678518.7433467, ""duration_s"": 3.8123457431793213, ""energy_j"": 457.11394768208265, ""mean_power_w"": 119.90359177152453, ""endpoints"": {""P0"": {""energy_j"": 240.34246882796288, ""clock_match_fraction"": null, ""mean_power_w"": 63.04319834001422, ""samples"": 37}, ""D0"": {""energy_j"": 216.77147885411978, ""clock_match_fraction"": null, ""mean_power_w"": 56.86039343151031, ""samples"": 35}}}",119.87527901288097,64,1005,canary,2,production-00001-attempt-1-binary-slo-D-3-sample-2,binary-slo,1788678514.9333785,57.438101477196646,185.9402609989047,small_light
1,D,production-00001-attempt-1-binary-slo-D-3,675,3.8145647048950195,1788678522.7210371,"{""P0"": {""energy_j"": 237.02285304665565, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.13627802472386, ""samples"": 37}, ""D0"": {""energy_j"": 215.22896706312895, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.42294303906748, ""samples"": 34}}",452.2518201097846,3,"{""start"": 1788678518.9043105, ""end"": 1788678522.7210371, ""duration_s"": 3.8167266845703125, ""energy_j"": 452.4154833853245, ""mean_power_w"": 118.53494388641492, ""endpoints"": {""P0"": {""energy_j"": 237.1430565714836, ""clock_match_fraction"": null, ""mean_power_w"": 62.13257489203244, ""samples"": 37}, ""D0"": {""energy_j"": 215.27242681384087, ""clock_match_fraction"": null, ""mean_power_w"": 56.40236899438249, ""samples"": 34}}}",118.55922106379134,64,1005,canary,3,production-00001-attempt-1-binary-slo-D-3-sample-3,binary-slo,1788678518.9064724,57.42115638078383,191.33595400489867,small_light
1,D,production-00001-attempt-1-binary-slo-D-1,525,3.860234498977661,1788678528.2002232,"{""P0"": {""energy_j"": 239.08307167887688, ""clock_match_fraction"": 1.0, ""mean_power_w"": 61.93485699954117, ""samples"": 37}, ""D0"": {""energy_j"": 217.23707124590874, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.27561519991635, ""samples"": 34}}",456.3201429247856,1,"{""start"": 1788678522.8365798, ""end"": 1788678528.2002232, ""duration_s"": 5.363643407821655, ""energy_j"": 585.7934104204178, ""mean_power_w"": 109.21557715156291, ""endpoints"": {""P0"": {""energy_j"": 336.12721160054207, ""clock_match_fraction"": null, ""mean_power_w"": 62.66770291074476, ""samples"": 51}, ""D0"": {""energy_j"": 249.66619881987572, ""clock_match_fraction"": null, ""mean_power_w"": 46.54787424081815, ""samples"": 47}}}",118.21047219945751,64,1005,canary,1,production-00001-attempt-1-binary-slo-D-1-sample-1,binary-slo,1788678524.3399887,58.16412826866976,191.81437301449478,small_light
1,D,production-00001-attempt-1-binary-slo-D-1,525,3.8608579635620117,1788678532.1794188,"{""P0"": {""energy_j"": 243.20354601740837, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.99209872849862, ""samples"": 37}, ""D0"": {""energy_j"": 216.0620961152017, ""clock_match_fraction"": 1.0, ""mean_power_w"": 55.96219756187656, ""samples"": 35}}",459.2656421326101,1,"{""start"": 1788678528.3160486, ""end"": 1788678532.1794188, ""duration_s"": 3.863370180130005, ""energy_j"": 459.4606402851641, ""mean_power_w"": 118.92741799588643, ""endpoints"": {""P0"": {""energy_j"": 243.34366875886917, ""clock_match_fraction"": null, ""mean_power_w"": 62.98740669750692, ""samples"": 37}, ""D0"": {""energy_j"": 216.11697152629495, ""clock_match_fraction"": null, ""mean_power_w"": 55.94001129837951, ""samples"": 35}}}",118.95429629037518,64,1005,canary,2,production-00001-attempt-1-binary-slo-D-1-sample-2,binary-slo,1788678528.3185608,58.15608071399823,192.10654601920396,small_light
1,D,production-00001-attempt-1-binary-slo-D-1,525,3.8599700927734375,1788678536.151628,"{""P0"": {""energy_j"": 239.7138364315033, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.10251133299996, ""samples"": 38}, ""D0"": {""energy_j"": 216.85109694302082, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.179475936615496, ""samples"": 34}}",456.5649333745241,1,"{""start"": 1788678532.2898061, ""end"": 1788678536.151628, ""duration_s"": 3.8618218898773193, ""energy_j"": 456.704219032079, ""mean_power_w"": 118.2613367615945, ""endpoints"": {""P0"": {""energy_j"": 239.81705993413925, ""clock_match_fraction"": null, ""mean_power_w"": 62.09946154242697, ""samples"": 38}, ""D0"": {""energy_j"": 216.88715909793973, ""clock_match_fraction"": null, ""mean_power_w"": 56.16187521916753, ""samples"": 34}}}",118.28198726961546,64,1005,canary,3,production-00001-attempt-1-binary-slo-D-1-sample-3,binary-slo,1788678532.291658,58.167592284180934,191.21026108041406,small_light
1,D,production-00001-attempt-1-binary-slo-D-0,450,3.8962008953094482,1788678541.7474253,"{""P0"": {""energy_j"": 246.77080339193344, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.33626268835764, ""samples"": 38}, ""D0"": {""energy_j"": 215.64629209414124, ""clock_match_fraction"": 1.0, ""mean_power_w"": 55.34783700546682, ""samples"": 35}}",462.4170954860747,0,"{""start"": 1788678536.3176813, ""end"": 1788678541.7474253, ""duration_s"": 5.429744005203247, ""energy_j"": 587.1255912445486, ""mean_power_w"": 108.1313576997211, ""endpoints"": {""P0"": {""energy_j"": 338.7484384775162, ""clock_match_fraction"": null, ""mean_power_w"": 62.38755236948525, ""samples"": 52}, ""D0"": {""energy_j"": 248.37715276703238, ""clock_match_fraction"": null, ""mean_power_w"": 45.74380533023584, ""samples"": 48}}}",118.68409969382446,64,1005,canary,1,production-00001-attempt-1-binary-slo-D-0-sample-1,binary-slo,1788678537.8512244,58.73614833283696,190.8943719463423,small_light
1,D,production-00001-attempt-1-binary-slo-D-0,450,3.896024703979492,1788678545.8095841,"{""P0"": {""energy_j"": 241.76964285969734, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.05546967213737, ""samples"": 38}, ""D0"": {""energy_j"": 214.98838136717677, ""clock_match_fraction"": 1.0, ""mean_power_w"": 55.181472835011164, ""samples"": 34}}",456.7580242268741,0,"{""start"": 1788678541.9114573, ""end"": 1788678545.8095841, ""duration_s"": 3.8981268405914307, ""energy_j"": 456.91519229486585, ""mean_power_w"": 117.21403919877113, ""endpoints"": {""P0"": {""energy_j"": 241.88661137223244, ""clock_match_fraction"": null, ""mean_power_w"": 62.052011456746996, ""samples"": 38}, ""D0"": {""energy_j"": 215.0285809226334, ""clock_match_fraction"": null, ""mean_power_w"": 55.16202774202414, ""samples"": 34}}}",117.23694250714854,64,1005,canary,2,production-00001-attempt-1-binary-slo-D-0-sample-2,binary-slo,1788678541.9135594,58.76321436482526,189.15739690419286,small_light
