attempt,axis,candidate_id,d_mhz,duration_s,end,endpoints,energy_j,grid_index,including_control,mean_power_w,observed_output_tokens,p_mhz,phase,repeat_index,request_id,search_stage,start,tpot_ms,ttft_ms,workload_id
1,,production-00001-attempt-1-warmup-1,1500,4.051157474517822,1788678426.4469326,"{""P0"": {""energy_j"": 331.76990753412247, ""clock_match_fraction"": 1.0, ""mean_power_w"": 81.89509038367126, ""samples"": 39}, ""D0"": {""energy_j"": 251.57418579235673, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.0993351590954, ""samples"": 37}}",583.3440933264792,,"{""start"": 1788678419.876514, ""end"": 1788678426.4469326, ""duration_s"": 6.5704185962677, ""energy_j"": 840.6629893220961, ""mean_power_w"": 127.94664099478096, ""endpoints"": {""P0"": {""energy_j"": 528.4455094337463, ""clock_match_fraction"": null, ""mean_power_w"": 80.42798212794656, ""samples"": 62}, ""D0"": {""energy_j"": 312.21747988834977, ""clock_match_fraction"": null, ""mean_power_w"": 47.5186588668344, ""samples"": 59}}}",143.99442554276666,64,2520,canary,,production-00001-attempt-1-warmup-1,warmup,1788678422.395775,55.94751590471123,521.226164069958,small_light
1,P,production-00001-attempt-1-binary-slo-P-8,1500,3.713667392730713,1788678432.313151,"{""P0"": {""energy_j"": 240.6624870300293, ""clock_match_fraction"": 1.0, ""mean_power_w"": 64.80453459593933, ""samples"": 36}, ""D0"": {""energy_j"": 240.16665045917034, ""clock_match_fraction"": 1.0, ""mean_power_w"": 64.67101790787257, ""samples"": 33}}",480.82913748919964,8,"{""start"": 1788678426.610067, ""end"": 1788678432.313151, ""duration_s"": 5.7030839920043945, ""energy_j"": 664.221637301147, ""mean_power_w"": 116.46709714119096, ""endpoints"": {""P0"": {""energy_j"": 378.61583775281906, ""clock_match_fraction"": null, ""mean_power_w"": 66.38791192337875, ""samples"": 54}, ""D0"": {""energy_j"": 285.6057995483279, ""clock_match_fraction"": null, ""mean_power_w"": 50.07918521781221, ""samples"": 51}}}",129.47555250381188,64,1710,canary,1,production-00001-attempt-1-binary-slo-P-8-sample-1,binary-slo,1788678428.5994835,55.93077600046637,185.7020469615236,small_light
1,P,production-00001-attempt-1-binary-slo-P-8,1500,3.708897829055786,1788678436.1333184,"{""P0"": {""energy_j"": 241.2198837697506, ""clock_match_fraction"": 1.0, ""mean_power_w"": 65.03815820430958, ""samples"": 36}, ""D0"": {""energy_j"": 243.99125391989946, ""clock_match_fraction"": 1.0, ""mean_power_w"": 65.78538023033515, ""samples"": 34}}",485.21113768965006,8,"{""start"": 1788678432.4227014, ""end"": 1788678436.1333184, ""duration_s"": 3.7106170654296875, ""energy_j"": 485.4333918467164, ""mean_power_w"": 130.82282091819772, ""endpoints"": {""P0"": {""energy_j"": 241.31955733895302, ""clock_match_fraction"": null, ""mean_power_w"": 65.03488586500325, ""samples"": 36}, ""D0"": {""energy_j"": 244.11383450776339, ""clock_match_fraction"": null, ""mean_power_w"": 65.78793505319449, ""samples"": 34}}}",130.82353843464475,64,1710,canary,2,production-00001-attempt-1-binary-slo-P-8-sample-2,binary-slo,1788678432.4244206,55.93858422186699,180.11854600626975,small_light
1,P,production-00001-attempt-1-binary-slo-P-8,1500,3.7045068740844727,1788678439.951258,"{""P0"": {""energy_j"": 241.5754270553589, ""clock_match_fraction"": 1.0, ""mean_power_w"": 65.21122385960251, ""samples"": 36}, ""D0"": {""energy_j"": 241.01536203175783, ""clock_match_fraction"": 1.0, ""mean_power_w"": 65.06003908855536, ""samples"": 34}}",482.5907890871167,8,"{""start"": 1788678436.2432938, ""end"": 1788678439.951258, ""duration_s"": 3.7079641819000244, ""energy_j"": 482.8817336075008, ""mean_power_w"": 130.22826271209124, ""endpoints"": {""P0"": {""energy_j"": 241.77769330143929, ""clock_match_fraction"": null, ""mean_power_w"": 65.2049700160664, ""samples"": 36}, ""D0"": {""energy_j"": 241.1040403060615, ""clock_match_fraction"": null, ""mean_power_w"": 65.02329269602482, ""samples"": 34}}}",130.27126294815787,64,1710,canary,3,production-00001-attempt-1-binary-slo-P-8-sample-3,binary-slo,1788678436.246751,55.93163079382585,176.3076779898256,small_light
1,P,production-00001-attempt-1-binary-slo-P-3,1500,3.7126271724700928,1788678445.759723,"{""P0"": {""energy_j"": 236.4554153084755, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.689512661503386, ""samples"": 36}, ""D0"": {""energy_j"": 242.48105895146728, ""clock_match_fraction"": 1.0, ""mean_power_w"": 65.31252605958257, ""samples"": 34}}",478.93647425994277,3,"{""start"": 1788678440.0680084, ""end"": 1788678445.759723, ""duration_s"": 5.691714525222778, ""energy_j"": 644.1637563444674, ""mean_power_w"": 113.17569661827942, ""endpoints"": {""P0"": {""energy_j"": 356.06171867251396, ""clock_match_fraction"": null, ""mean_power_w"": 62.55790185797792, ""samples"": 54}, ""D0"": {""energy_j"": 288.10203767195344, ""clock_match_fraction"": null, ""mean_power_w"": 50.61779476030149, ""samples"": 51}}}",129.00203872108597,64,1200,canary,1,production-00001-attempt-1-binary-slo-P-3-sample-1,binary-slo,1788678442.0470958,55.941207539511936,183.66506497841328,small_light
1,P,production-00001-attempt-1-binary-slo-P-3,1500,3.711488723754883,1788678449.579978,"{""P0"": {""energy_j"": 233.01364162564278, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.7817188650663, ""samples"": 36}, ""D0"": {""energy_j"": 243.9574753306806, ""clock_match_fraction"": 1.0, ""mean_power_w"": 65.73035606150808, ""samples"": 33}}",476.9711169563234,3,"{""start"": 1788678445.8668876, ""end"": 1788678449.579978, ""duration_s"": 3.713090419769287, ""energy_j"": 477.1504741832614, ""mean_power_w"": 128.50494338699923, ""endpoints"": {""P0"": {""energy_j"": 233.1346715092659, ""clock_match_fraction"": null, ""mean_power_w"": 62.78723250799578, ""samples"": 36}, ""D0"": {""energy_j"": 244.0158026739955, ""clock_match_fraction"": null, ""mean_power_w"": 65.71771087900343, ""samples"": 33}}}",128.51207492657437,64,1200,canary,2,production-00001-attempt-1-binary-slo-P-3-sample-2,binary-slo,1788678445.8684893,55.93273587273582,182.91270302142948,small_light
1,P,production-00001-attempt-1-binary-slo-P-3,1500,3.7102549076080322,1788678453.4555142,"{""P0"": {""energy_j"": 234.3640380203724, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.16655967216678, ""samples"": 36}, ""D0"": {""energy_j"": 246.63608019798994, ""clock_match_fraction"": 1.0, ""mean_power_w"": 66.47416049292256, ""samples"": 33}}",481.00011821836233,3,"{""start"": 1788678449.7428439, ""end"": 1788678453.4555142, ""duration_s"": 3.71267032623291, ""energy_j"": 481.1861347928643, ""mean_power_w"": 129.60648064895747, ""endpoints"": {""P0"": {""energy_j"": 234.50065076351166, ""clock_match_fraction"": null, ""mean_power_w"": 63.162260625884755, ""samples"": 36}, ""D0"": {""energy_j"": 246.68548402935266, ""clock_match_fraction"": null, ""mean_power_w"": 66.44422002307272, ""samples"": 33}}}",129.64072016508933,64,1200,canary,3,production-00001-attempt-1-binary-slo-P-3-sample-3,binary-slo,1788678449.7452593,55.95338219104128,181.40380701515824,small_light
1,P,production-00001-attempt-1-binary-slo-P-1,1500,3.7188823223114014,1788678459.3422787,"{""P0"": {""energy_j"": 232.23406744003296, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.4472750984205, ""samples"": 36}, ""D0"": {""energy_j"": 245.37279126048088, ""clock_match_fraction"": 1.0, ""mean_power_w"": 65.98025159020736, ""samples"": 34}}",477.60685870051384,1,"{""start"": 1788678453.6231518, ""end"": 1788678459.3422787, ""duration_s"": 5.71912693977356, ""energy_j"": 650.5264174379408, ""mean_power_w"": 113.7457560023484, ""endpoints"": {""P0"": {""energy_j"": 357.1818200349808, ""clock_match_fraction"": null, ""mean_power_w"": 62.45390665329818, ""samples"": 55}, ""D0"": {""energy_j"": 293.34459740296006, ""clock_match_fraction"": null, ""mean_power_w"": 51.291849349050224, ""samples"": 52}}}",128.42752668862786,64,1005,canary,1,production-00001-attempt-1-binary-slo-P-1-sample-1,binary-slo,1788678455.6233964,55.93186739595637,191.69673102442175,small_light
1,P,production-00001-attempt-1-binary-slo-P-1,1500,3.7161495685577393,1788678463.1673048,"{""P0"": {""energy_j"": 236.1936668753624, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.55870842061683, ""samples"": 36}, ""D0"": {""energy_j"": 243.36595141887665, ""clock_match_fraction"": 1.0, ""mean_power_w"": 65.48873960240746, ""samples"": 33}}",479.55961829423904,1,"{""start"": 1788678459.4498372, ""end"": 1788678463.1673048, ""duration_s"": 3.7174675464630127, ""energy_j"": 479.7849575690925, ""mean_power_w"": 129.06231233291714, ""endpoints"": {""P0"": {""energy_j"": 236.37712028622627, ""clock_match_fraction"": null, ""mean_power_w"": 63.58552356728103, ""samples"": 36}, ""D0"": {""energy_j"": 243.40783728286624, ""clock_match_fraction"": null, ""mean_power_w"": 65.47678876563612, ""samples"": 33}}}",129.04744802302432,64,1005,canary,2,production-00001-attempt-1-binary-slo-P-1-sample-2,binary-slo,1788678459.4511552,55.935639555432964,187.55516409873962,small_light
1,P,production-00001-attempt-1-binary-slo-P-1,1500,3.714265823364258,1788678466.9935615,"{""P0"": {""energy_j"": 232.05676728487015, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.47715654198409, ""samples"": 36}, ""D0"": {""energy_j"": 247.14828376471996, ""clock_match_fraction"": 1.0, ""mean_power_w"": 66.54027889174107, ""samples"": 33}}",479.2050510495901,1,"{""start"": 1788678463.2773201, ""end"": 1788678466.9935615, ""duration_s"": 3.7162413597106934, ""energy_j"": 479.4586843624711, ""mean_power_w"": 129.01710033166322, ""endpoints"": {""P0"": {""energy_j"": 232.18984392285347, ""clock_match_fraction"": null, ""mean_power_w"": 62.479753452001106, ""samples"": 36}, ""D0"": {""energy_j"": 247.26884043961763, ""clock_match_fraction"": null, ""mean_power_w"": 66.53734687966212, ""samples"": 33}}}",129.01743543372515,64,1005,canary,3,production-00001-attempt-1-binary-slo-P-1-sample-3,binary-slo,1788678463.2792957,55.93676679390704,185.34873891621828,small_light
