unix_second,endpoint,mean_sensor_power_w,mean_clock_mhz,samples
1788678410,P0,78.652,2520,3
1788678411,P0,79.05922222222223,2520,9
1788678412,P0,79.45222222222222,2520,9
1788678413,P0,79.18066666666667,2520,9
1788678414,P0,78.66555555555556,2520,9
1788678415,P0,78.51977777777778,2520,9
1788678416,P0,78.507,2520,10
1788678417,P0,78.85922222222223,2520,9
1788678418,P0,79.20877777777778,2520,9
1788678419,P0,78.93722222222223,2520,9
1788678420,P0,78.58422222222222,2520,9
1788678421,P0,78.652,2520,9
1788678422,P0,81.3059,2520,10
1788678423,P0,86.98577777777777,2520,9
1788678424,P0,86.52266666666667,2520,9
1788678425,P0,80.45166666666667,2520,9
1788678426,P0,79.778,2520,9
1788678427,P0,77.4828,2358,10
1788678428,P0,71.50966666666666,1710,9
1788678429,P0,70.408,1710,9
1788678430,P0,65.546,1710,9
1788678431,P0,64.73866666666667,1710,9
1788678432,P0,69.49888888888889,1710,9
1788678433,P0,76.8051111111111,1710,9
1788678434,P0,69.64099999999999,1710,10
1788678435,P0,63.97822222222223,1710,9
1788678436,P0,67.56222222222222,1710,9
1788678437,P0,68.891,1710,9
1788678438,P0,66.15366666666667,1710,9
1788678439,P0,63.94233333333333,1710,9
1788678440,P0,63.913,1710,9
1788678441,P0,63.437444444444445,1426.6666666666667,9
1788678442,P0,70.0962,1200,10
1788678443,P0,67.68177777777778,1200,9
1788678444,P0,63.23688888888889,1200,9
1788678445,P0,63.05155555555556,1200,9
1788678446,P0,74.01355555555556,1200,9
1788678447,P0,65.239,1200,9
1788678448,P0,62.224,1200,9
1788678449,P0,63.379444444444445,1200,9
1788678450,P0,72.45988888888888,1200,9
1788678451,P0,65.6488,1200,10
1788678452,P0,62.19177777777777,1200,9
1788678453,P0,62.05188888888889,1200,9
1788678454,P0,61.98411111111111,1200,9
1788678455,P0,64.21966666666667,1005,9
1788678456,P0,72.47222222222221,1005,9
1788678457,P0,65.41155555555555,1005,9
1788678458,P0,61.4465,1005,10
1788678459,P0,65.48444444444445,1005,9
1788678460,P0,68.03655555555555,1005,9
1788678461,P0,63.44111111111111,1005,9
1788678462,P0,61.53955555555556,1005,9
1788678463,P0,67.13511111111112,1005,9
1788678464,P0,66.33977777777778,1005,9
1788678465,P0,62.2052,1005,10
1788678466,P0,61.564,1005,9
1788678467,P0,61.79333333333334,1005,9
1788678468,P0,61.42666666666667,946.6666666666666,9
1788678469,P0,67.305,900,9
1788678470,P0,65.13411111111111,900,9
1788678471,P0,61.730333333333334,900,9
1788678472,P0,62.0528,900,10
1788678473,P0,73.44544444444445,900,9
1788678474,P0,65.126,900,9
1788678475,P0,60.934,900,9
1788678476,P0,61.550111111111114,900,9
1788678477,P0,70.796,900,9
1788678478,P0,65.815,900,9
1788678479,P0,61.3314,900,10
1788678480,P0,61.082,900,9
1788678481,P0,60.93,900,9
1788678482,P0,62.751888888888885,1110,9
1788678483,P0,68.533,1110,9
1788678484,P0,63.345444444444446,1110,9
1788678485,P0,62.01444444444444,1110,9
1788678486,P0,65.35333333333332,1110,9
1788678487,P0,72.2163,1110,10
1788678488,P0,65.801,1110,9
1788678489,P0,61.940333333333335,1110,9
1788678490,P0,67.74811111111111,1110,9
1788678491,P0,68.572,1110,9
1788678492,P0,63.95922222222222,1110,9
1788678493,P0,61.461,1110,9
1788678494,P0,61.5655,1110,10
1788678495,P0,61.495,1051.6666666666667,9
1788678496,P0,61.690666666666665,1005,9
1788678497,P0,61.93522222222222,1005,9
1788678498,P0,69.09155555555556,1005,9
1788678499,P0,66.3611111111111,1005,9
1788678500,P0,61.693999999999996,1005,9
1788678501,P0,62.083099999999995,1005,10
1788678502,P0,68.14444444444445,1005,9
1788678503,P0,63.43344444444445,1005,9
1788678504,P0,61.172555555555554,1005,9
1788678505,P0,63.861333333333334,1005,9
1788678506,P0,70.57188888888889,1005,9
1788678507,P0,63.294222222222224,1005,9
1788678508,P0,61.503,1005,10
1788678509,P0,61.44011111111111,1005,9
1788678510,P0,61.308,1005,9
1788678511,P0,65.96177777777778,1005,9
1788678512,P0,66.75444444444445,1005,9
1788678513,P0,62.541555555555554,1005,9
1788678514,P0,61.47288888888889,1005,9
1788678515,P0,72.00811111111112,1005,9
1788678516,P0,65.6746,1005,10
1788678517,P0,61.503,1005,9
1788678518,P0,61.248,1005,9
1788678519,P0,72.49944444444445,1005,9
1788678520,P0,66.299,1005,9
1788678521,P0,61.237,1005,9
1788678522,P0,61.22544444444444,1005,9
1788678523,P0,61.620000000000005,1005,10
1788678524,P0,63.82622222222222,1005,9
1788678525,P0,65.32811111111111,1005,9
1788678526,P0,62.853,1005,9
1788678527,P0,61.47266666666666,1005,9
1788678528,P0,67.82066666666667,1005,9
1788678529,P0,67.756,1005,9
1788678530,P0,62.8052,1005,10
1788678531,P0,61.145,1005,9
1788678532,P0,67.509,1005,9
1788678533,P0,68.32388888888889,1005,9
1788678534,P0,64.49355555555556,1005,9
1788678535,P0,62.300555555555555,1005,9
1788678536,P0,61.809555555555555,1005,9
1788678537,P0,61.51244444444444,1005,9
1788678538,P0,67.0498,1005,10
1788678539,P0,63.22,1005,9
1788678540,P0,61.41466666666667,1005,9
