canary_active_at_end,canary_active_at_start,control_inclusive_ttft_ms,d_mhz,duration_s,end,endpoints,energy_j,frequency_changed,frequency_source,inference,mean_power_w,observed_output_tokens,p_mhz,phase,request_id,service_sequence,settle_wait_s,start,table_hit,table_revision,tpot_ms,ttft_ms,workload_id
decode_heavy,decode_heavy,473.25849533081055,1500,15.307890892028809,1788679601.3748524,"{""P1"": {""energy_j"": 1260.8269971609116, ""clock_match_fraction"": null, ""mean_power_w"": 82.36451422693736, ""samples"": 142}, ""D1"": {""energy_j"": 1027.8661027252674, ""clock_match_fraction"": null, ""mean_power_w"": 67.14616075951406, ""samples"": 128}}",2288.693099886179,False,safe_high,"{""start"": 1788679586.0758235, ""end"": 1788679601.3748524, ""duration_s"": 15.299028873443604, ""energy_j"": 2287.8639878816903, ""mean_power_w"": 149.54308582638313, ""endpoints"": {""P1"": {""energy_j"": 1260.179856956005, ""clock_match_fraction"": 1.0, ""mean_power_w"": 82.36992474361908, ""samples"": 141}, ""D1"": {""energy_j"": 1027.6841309256852, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.17316108276404, ""samples"": 128}}}",149.51067498645142,256,2520,production,production-00084,84,0.0,1788679586.0669615,False,0,58.14733180381796,464.3936320208013,both_heavy
decode_heavy,decode_heavy,2901.4954566955566,900,6.486261367797852,1788679613.0270786,"{""P1"": {""energy_j"": 415.85062250494957, ""clock_match_fraction"": null, ""mean_power_w"": 64.11252937932947, ""samples"": 61}, ""D1"": {""energy_j"": 277.7166463211179, ""clock_match_fraction"": null, ""mean_power_w"": 42.816135609318714, ""samples"": 56}}",693.5672688260674,True,table,"{""start"": 1788679609.2364993, ""end"": 1788679613.0270786, ""duration_s"": 3.790579319000244, ""energy_j"": 457.1400912255049, ""mean_power_w"": 120.59900420341934, ""endpoints"": {""P1"": {""energy_j"": 242.1391009092331, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.87918060321626, ""samples"": 37}, ""D1"": {""energy_j"": 215.00099031627178, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.719823600203085, ""samples"": 33}}}",106.9286649886482,64,1005,production,production-00085,85,0.5,1788679606.5408173,True,1,56.8258584428963,205.81052801571786,small_light
decode_heavy,decode_heavy,390.9802436828613,900,4.0805230140686035,1788679622.2242684,"{""P1"": {""energy_j"": 272.2638044655323, ""clock_match_fraction"": null, ""mean_power_w"": 66.72277145033519, ""samples"": 39}, ""D1"": {""energy_j"": 222.80734663829207, ""clock_match_fraction"": null, ""mean_power_w"": 54.60264428606557, ""samples"": 36}}",495.0711511038244,False,table,"{""start"": 1788679618.1493537, ""end"": 1788679622.2242684, ""duration_s"": 4.0749146938323975, ""energy_j"": 494.65117551386356, ""mean_power_w"": 121.38933270493851, ""endpoints"": {""P1"": {""energy_j"": 271.9487150013447, ""clock_match_fraction"": 1.0, ""mean_power_w"": 66.73727806203003, ""samples"": 39}, ""D1"": {""energy_j"": 222.70246051251888, ""clock_match_fraction"": 1.0, ""mean_power_w"": 54.65205464290848, ""samples"": 36}}}",121.32541573640076,64,1005,production,production-00086,86,0.0,1788679618.1437454,True,1,58.48753799883915,385.3708669776097,prefill_medium
decode_heavy,decode_heavy,2205.552101135254,900,6.012693881988525,1788679633.4038415,"{""P1"": {""energy_j"": 421.0331009030342, ""clock_match_fraction"": null, ""mean_power_w"": 70.02403733944786, ""samples"": 57}, ""D1"": {""energy_j"": 265.8587816134095, ""clock_match_fraction"": null, ""mean_power_w"": 44.216250956964466, ""samples"": 51}}",686.8918825164437,True,table,"{""start"": 1788679629.100326, ""end"": 1788679633.4038415, ""duration_s"": 4.303515434265137, ""energy_j"": 543.9264333434403, ""mean_power_w"": 126.39118916888944, ""endpoints"": {""P1"": {""energy_j"": 314.30434611439705, ""clock_match_fraction"": 1.0, ""mean_power_w"": 73.03432528947518, ""samples"": 41}, ""D1"": {""energy_j"": 229.62208722904325, ""clock_match_fraction"": 1.0, ""mean_power_w"": 53.35686387941426, ""samples"": 37}}}",114.24028829641233,64,1710,production,production-00087,87,0.5,1788679627.3911476,True,1,60.34858125476315,496.370960958302,prefill_heavy
decode_heavy,decode_heavy,1923.8018989562988,900,9.149561166763306,1788679647.7181363,"{""P1"": {""energy_j"": 563.3641647398472, ""clock_match_fraction"": null, ""mean_power_w"": 61.57280709662052, ""samples"": 85}, ""D1"": {""energy_j"": 463.3232558183372, ""clock_match_fraction"": null, ""mean_power_w"": 50.63885003593453, ""samples"": 77}}",1026.6874205581844,True,table,"{""start"": 1788679640.28121, ""end"": 1788679647.7181363, ""duration_s"": 7.436926364898682, ""energy_j"": 882.0082565955818, ""mean_power_w"": 118.59849261901331, ""endpoints"": {""P1"": {""energy_j"": 454.57012471556664, ""clock_match_fraction"": 1.0, ""mean_power_w"": 61.12338651907031, ""samples"": 70}, ""D1"": {""energy_j"": 427.43813188001513, ""clock_match_fraction"": 1.0, ""mean_power_w"": 57.475106099943, ""samples"": 63}}}",112.21165713255505,128,900,production,production-00088,88,0.5,1788679638.5685751,True,1,56.84668090612459,211.17462893016636,decode_medium
decode_heavy,decode_heavy,3811.5456104278564,1500,18.105537176132202,1788679671.0143487,"{""P1"": {""energy_j"": 1434.1159969568253, ""clock_match_fraction"": null, ""mean_power_w"": 79.20869637866157, ""samples"": 168}, ""D1"": {""energy_j"": 1061.7614360824227, ""clock_match_fraction"": null, ""mean_power_w"": 58.64291270419195, ""samples"": 153}}",2495.877433039248,True,safe_high,"{""start"": 1788679656.5249574, ""end"": 1788679671.0143487, ""duration_s"": 14.489391326904297, ""energy_j"": 2142.7000438682735, ""mean_power_w"": 147.88061109852487, ""endpoints"": {""P1"": {""energy_j"": 1160.4177973270416, ""clock_match_fraction"": 1.0, ""mean_power_w"": 80.08740816961347, ""samples"": 135}, ""D1"": {""energy_j"": 982.2822465412319, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.7932029289114, ""samples"": 122}}}",137.8516090828535,256,2520,production,production-00089,89,0.5,1788679652.9088116,False,0,56.02578061185412,195.39673696272075,decode_heavy
decode_heavy,decode_heavy,227.86664962768555,1500,7.396002769470215,1788679683.5777256,"{""P1"": {""energy_j"": 597.708658427, ""clock_match_fraction"": null, ""mean_power_w"": 80.81509391725318, ""samples"": 70}, ""D1"": {""energy_j"": 497.54899905622005, ""clock_match_fraction"": null, ""mean_power_w"": 67.27268966285962, ""samples"": 63}}",1095.25765748322,False,safe_high,"{""start"": 1788679676.186589, ""end"": 1788679683.5777256, ""duration_s"": 7.391136646270752, ""energy_j"": 1094.7113563008606, ""mean_power_w"": 148.11136753278734, ""endpoints"": {""P1"": {""energy_j"": 597.3578387796879, ""clock_match_fraction"": 1.0, ""mean_power_w"": 80.82083546393217, ""samples"": 70}, ""D1"": {""energy_j"": 497.35351752117276, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.29053206885519, ""samples"": 63}}}",148.0877835801128,128,2520,production,production-00090,90,0.0,1788679676.1817229,False,0,56.39680414222269,222.99649694468826,balanced_medium
decode_heavy,decode_heavy,471.1747169494629,1500,15.305369853973389,1788679704.048368,"{""P1"": {""energy_j"": 1262.3654722869396, ""clock_match_fraction"": null, ""mean_power_w"": 82.47859962425018, ""samples"": 142}, ""D1"": {""energy_j"": 1029.2799191214144, ""clock_match_fraction"": null, ""mean_power_w"": 67.24959468092864, ""samples"": 128}}",2291.645391408354,False,safe_high,"{""start"": 1788679688.7484596, ""end"": 1788679704.048368, ""duration_s"": 15.29990839958191, ""energy_j"": 2291.1412736549973, ""mean_power_w"": 149.74869220247135, ""endpoints"": {""P1"": {""energy_j"": 1261.9721608757973, ""clock_match_fraction"": 1.0, ""mean_power_w"": 82.48233439817734, ""samples"": 142}, ""D1"": {""energy_j"": 1029.1691127792, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.26635780429402, ""samples"": 127}}}",149.72819430517882,256,2520,production,production-00091,91,0.0,1788679688.7429981,False,0,58.14680221180121,465.7107420498505,both_heavy
decode_heavy,decode_heavy,2941.20192527771,900,6.526174306869507,1788679715.691217,"{""P1"": {""energy_j"": 419.045214176178, ""clock_match_fraction"": null, ""mean_power_w"": 64.20993287523555, ""samples"": 61}, ""D1"": {""energy_j"": 278.58525539934635, ""clock_match_fraction"": null, ""mean_power_w"": 42.6873758345843, ""samples"": 57}}",697.6304695755243,True,table,"{""start"": 1788679711.8954859, ""end"": 1788679715.691217, ""duration_s"": 3.7957310676574707, ""energy_j"": 450.20021491870284, ""mean_power_w"": 118.60698423941378, ""endpoints"": {""P1"": {""energy_j"": 235.60149997472763, ""clock_match_fraction"": 1.0, ""mean_power_w"": 62.07012450967152, ""samples"": 36}, ""D1"": {""energy_j"": 214.5987149439752, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.53685972974225, ""samples"": 34}}}",106.89730870981987,64,1005,production,production-00092,92,0.5,1788679709.1650426,True,1,56.82832103163477,210.75434004887938,small_light
decode_heavy,decode_heavy,383.7106227874756,900,4.077258348464966,1788679724.9357667,"{""P1"": {""energy_j"": 273.31153106689453, ""clock_match_fraction"": null, ""mean_power_w"": 67.03316486427521, ""samples"": 39}, ""D1"": {""energy_j"": 223.1394624337554, ""clock_match_fraction"": null, ""mean_power_w"": 54.72782035451947, ""samples"": 35}}",496.45099350064993,False,table,"{""start"": 1788679720.863852, ""end"": 1788679724.9357667, ""duration_s"": 4.0719146728515625, ""energy_j"": 496.0606330409646, ""mean_power_w"": 121.82490864760024, ""endpoints"": {""P1"": {""energy_j"": 273.0159319639206, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.04853954435335, ""samples"": 39}, ""D1"": {""energy_j"": 223.044701077044, ""clock_match_fraction"": 1.0, ""mean_power_w"": 54.77636910324689, ""samples"": 35}}}",121.76098521879469,64,1005,production,production-00093,93,0.0,1788679720.8585083,True,1,58.48775991970407,378.3652140991762,prefill_medium
decode_heavy,decode_heavy,2195.697069168091,900,6.003437519073486,1788679736.054621,"{""P1"": {""energy_j"": 425.5558549463749, ""clock_match_fraction"": null, ""mean_power_w"": 70.8853641924887, ""samples"": 56}, ""D1"": {""energy_j"": 267.3105841204524, ""clock_match_fraction"": null, ""mean_power_w"": 44.52625404548336, ""samples"": 51}}",692.8664390668273,True,table,"{""start"": 1788679731.7529573, ""end"": 1788679736.054621, ""duration_s"": 4.301663637161255, ""energy_j"": 547.6664235033095, ""mean_power_w"": 127.31502732387612, ""endpoints"": {""P1"": {""energy_j"": 316.34447461366653, ""clock_match_fraction"": 1.0, ""mean_power_w"": 73.54003039215496, ""samples"": 41}, ""D1"": {""energy_j"": 231.32194888964295, ""clock_match_fraction"": 1.0, ""mean_power_w"": 53.774996931721155, ""samples"": 37}}}",115.41161823797206,64,1710,production,production-00094,94,0.5,1788679730.0511835,True,1,60.35669666663226,493.9189510187134,prefill_heavy
decode_heavy,decode_heavy,1931.0452938079834,900,9.155799865722656,1788679750.3399978,"{""P1"": {""energy_j"": 562.5657868087292, ""clock_match_fraction"": null, ""mean_power_w"": 61.44365266379996, ""samples"": 85}, ""D1"": {""energy_j"": 465.9905971251428, ""clock_match_fraction"": null, ""mean_power_w"": 50.89567312078449, ""samples"": 77}}",1028.556383933872,True,table,"{""start"": 1788679742.9061425, ""end"": 1788679750.3399978, ""duration_s"": 7.433855295181274, ""energy_j"": 888.1091559119523, ""mean_power_w"": 119.46817911395674, ""endpoints"": {""P1"": {""energy_j"": 459.9969015419483, ""clock_match_fraction"": 1.0, ""mean_power_w"": 61.87864617705493, ""samples"": 70}, ""D1"": {""energy_j"": 428.11225437000394, ""clock_match_fraction"": 1.0, ""mean_power_w"": 57.58953293690181, ""samples"": 62}}}",112.33932578458445,128,900,production,production-00095,95,0.5,1788679741.184198,True,1,56.8472021186035,209.09672393463552,decode_medium
decode_heavy,decode_heavy,3833.9123725891113,1500,18.128568410873413,1788679773.5829191,"{""P1"": {""energy_j"": 1429.0037518441677, ""clock_match_fraction"": null, ""mean_power_w"": 78.82606720269536, ""samples"": 168}, ""D1"": {""energy_j"": 1067.4990331493318, ""clock_match_fraction"": null, ""mean_power_w"": 58.88490524762297, ""samples"": 152}}",2496.5027849934995,True,safe_high,"{""start"": 1788679759.0901246, ""end"": 1788679773.5829191, ""duration_s"": 14.492794513702393, ""energy_j"": 2138.3936545699835, ""mean_power_w"": 147.54874586458897, ""endpoints"": {""P1"": {""energy_j"": 1152.9734821021557, ""clock_match_fraction"": 1.0, ""mean_power_w"": 79.55494580510768, ""samples"": 134}, ""D1"": {""energy_j"": 985.4201724678278, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.99380005948129, ""samples"": 121}}}",137.7109724503183,256,2520,production,production-00096,96,0.5,1788679755.4543507,False,0,56.02728759997762,198.1397430645302,decode_heavy
decode_heavy,decode_heavy,229.54249382019043,1500,7.397643804550171,1788679786.0973299,"{""P1"": {""energy_j"": 598.1889431774616, ""clock_match_fraction"": null, ""mean_power_w"": 80.86209054963221, ""samples"": 70}, ""D1"": {""energy_j"": 501.25901056826115, ""clock_match_fraction"": null, ""mean_power_w"": 67.75927900988485, ""samples"": 62}}",1099.4479537457228,False,safe_high,"{""start"": 1788679778.704121, ""end"": 1788679786.0973299, ""duration_s"": 7.393208742141724, ""energy_j"": 1098.9255786836147, ""mean_power_w"": 148.6398689678102, ""endpoints"": {""P1"": {""energy_j"": 597.8560761511326, ""clock_match_fraction"": 1.0, ""mean_power_w"": 80.86557501661191, ""samples"": 70}, ""D1"": {""energy_j"": 501.06950253248215, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.77429395119829, ""samples"": 62}}}",148.62136955951706,128,2520,production,production-00097,97,0.0,1788679778.699686,False,0,56.39729850401178,225.10641301050782,balanced_medium
balanced_medium,decode_heavy,471.38166427612305,1500,15.30724549293518,1788679806.520257,"{""P1"": {""energy_j"": 1262.0060651302338, ""clock_match_fraction"": null, ""mean_power_w"": 82.44501374938378, ""samples"": 142}, ""D1"": {""energy_j"": 1034.2581648789346, ""clock_match_fraction"": null, ""mean_power_w"": 67.56657593009012, ""samples"": 128}}",2296.2642300091684,False,safe_high,"{""start"": 1788679791.2185245, ""end"": 1788679806.520257, ""duration_s"": 15.301732540130615, ""energy_j"": 2295.744745440781, ""mean_power_w"": 150.0316868968868, ""endpoints"": {""P1"": {""energy_j"": 1261.6011392176151, ""clock_match_fraction"": 1.0, ""mean_power_w"": 82.4482545299309, ""samples"": 142}, ""D1"": {""energy_j"": 1034.143606223166, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.58343236695592, ""samples"": 128}}}",150.0115896794739,256,2520,production,production-00098,98,0.0,1788679791.2130115,False,0,58.14863957291213,465.8697929698974,both_heavy
balanced_medium,balanced_medium,2872.5762367248535,900,6.45784068107605,1788679818.1451216,"{""P1"": {""energy_j"": 413.82974871993065, ""clock_match_fraction"": null, ""mean_power_w"": 64.08175257909514, ""samples"": 60}, ""D1"": {""energy_j"": 279.088270034641, ""clock_match_fraction"": null, ""mean_power_w"": 43.21696427917101, ""samples"": 56}}",692.9180187545717,True,table,"{""start"": 1788679814.3584635, ""end"": 1788679818.1451216, ""duration_s"": 3.7866580486297607, ""energy_j"": 458.83237390965223, ""mean_power_w"": 121.17079705036615, ""endpoints"": {""P1"": {""energy_j"": 241.3275997042656, ""clock_match_fraction"": 1.0, ""mean_power_w"": 63.7310252483961, ""samples"": 36}, ""D1"": {""energy_j"": 217.50477420538664, ""clock_match_fraction"": 1.0, ""mean_power_w"": 57.439771801970046, ""samples"": 33}}}",107.29871685826615,64,1005,production,production-00099,99,0.5,1788679811.687281,True,1,56.83090666582483,201.38749899342656,small_light
balanced_medium,balanced_medium,374.0217685699463,900,4.062854766845703,1788679827.3251874,"{""P1"": {""energy_j"": 266.6142609715462, ""clock_match_fraction"": null, ""mean_power_w"": 65.62239515603919, ""samples"": 39}, ""D1"": {""energy_j"": 222.36973771825433, ""clock_match_fraction"": null, ""mean_power_w"": 54.73238658021156, ""samples"": 35}}",488.9839986898005,False,table,"{""start"": 1788679823.2664092, ""end"": 1788679827.3251874, ""duration_s"": 4.058778285980225, ""energy_j"": 488.627304892987, ""mean_power_w"": 120.38777939184227, ""endpoints"": {""P1"": {""energy_j"": 266.3304407298565, ""clock_match_fraction"": 1.0, ""mean_power_w"": 65.61837626110581, ""samples"": 39}, ""D1"": {""energy_j"": 222.29686416313052, ""clock_match_fraction"": 1.0, ""mean_power_w"": 54.76940313073647, ""samples"": 35}}}",120.35478173625074,64,1005,production,production-00100,100,0.0,1788679823.2623327,True,1,58.48174039754898,369.9419009499252,prefill_medium
balanced_medium,balanced_medium,2203.7413120269775,900,6.010629653930664,1788679838.4500375,"{""P1"": {""energy_j"": 424.02536368370056, ""clock_match_fraction"": null, ""mean_power_w"": 70.54591417163896, ""samples"": 57}, ""D1"": {""energy_j"": 271.05270943418145, ""clock_match_fraction"": null, ""mean_power_w"": 45.095559873153384, ""samples"": 52}}",695.078073117882,True,table,"{""start"": 1788679834.1468096, ""end"": 1788679838.4500375, ""duration_s"": 4.30322790145874, ""energy_j"": 550.7559702768922, ""mean_power_w"": 127.98670739474264, ""endpoints"": {""P1"": {""energy_j"": 317.2783587574959, ""clock_match_fraction"": 1.0, ""mean_power_w"": 73.73031733921006, ""samples"": 41}, ""D1"": {""energy_j"": 233.4776115193963, ""clock_match_fraction"": 1.0, ""mean_power_w"": 54.25639005553258, ""samples"": 37}}}",115.64147404479233,64,1710,production,production-00101,101,0.5,1788679832.4394078,True,1,60.35440600114978,496.3350099278614,prefill_heavy
balanced_medium,balanced_medium,1895.6236839294434,900,9.121009111404419,1788679852.688549,"{""P1"": {""energy_j"": 565.7690600156784, ""clock_match_fraction"": null, ""mean_power_w"": 62.02921772200306, ""samples"": 85}, ""D1"": {""energy_j"": 467.46121514216065, ""clock_match_fraction"": null, ""mean_power_w"": 51.25104135217586, ""samples"": 78}}",1033.230275157839,True,table,"{""start"": 1788679845.272249, ""end"": 1788679852.688549, ""duration_s"": 7.416300058364868, ""energy_j"": 889.113818526268, ""mean_power_w"": 119.88644088414866, ""endpoints"": {""P1"": {""energy_j"": 456.9425638914108, ""clock_match_fraction"": 1.0, ""mean_power_w"": 61.613278898555876, ""samples"": 69}, ""D1"": {""energy_j"": 432.1712546348572, ""clock_match_fraction"": 1.0, ""mean_power_w"": 58.273161985592786, ""samples"": 63}}}",113.28025907417893,128,900,production,production-00102,102,0.5,1788679843.56754,True,1,56.850581669145974,190.91119500808418,decode_medium
balanced_medium,balanced_medium,1690.422534942627,975,16.173076152801514,1788679874.0283668,"{""P1"": {""energy_j"": 993.3791566491127, ""clock_match_fraction"": null, ""mean_power_w"": 61.421781933367, ""samples"": 149}, ""D1"": {""energy_j"": 892.9443057067692, ""clock_match_fraction"": null, ""mean_power_w"": 55.21177896340349, ""samples"": 136}}",1886.323462355882,True,table,"{""start"": 1788679859.350991, ""end"": 1788679874.0283668, ""duration_s"": 14.677375793457031, ""energy_j"": 1758.930462680757, ""mean_power_w"": 119.83957401055737, ""endpoints"": {""P1"": {""energy_j"": 897.6324877142906, ""clock_match_fraction"": 1.0, ""mean_power_w"": 61.157559794472434, ""samples"": 135}, ""D1"": {""energy_j"": 861.2979749664664, ""clock_match_fraction"": 1.0, ""mean_power_w"": 58.68201421608494, ""samples"": 123}}}",116.63356089677049,256,900,production,production-00103,103,0.5,1788679857.8552907,True,1,56.76682856865227,194.71804494969547,decode_heavy
balanced_medium,balanced_medium,3871.2453842163086,1500,11.039074659347534,1788679890.235259,"{""P1"": {""energy_j"": 871.5686528384686, ""clock_match_fraction"": null, ""mean_power_w"": 78.95305356055837, ""samples"": 103}, ""D1"": {""energy_j"": 575.8176830485463, ""clock_match_fraction"": null, ""mean_power_w"": 52.16177087460518, ""samples"": 95}}",1447.3863358870149,True,safe_high,"{""start"": 1788679882.8533528, ""end"": 1788679890.235259, ""duration_s"": 7.381906270980835, ""energy_j"": 1084.8447203300893, ""mean_power_w"": 146.95996948576072, ""endpoints"": {""P1"": {""energy_j"": 592.7292183041573, ""clock_match_fraction"": 1.0, ""mean_power_w"": 80.2948718861749, ""samples"": 69}, ""D1"": {""energy_j"": 492.1155020259321, ""clock_match_fraction"": 1.0, ""mean_power_w"": 66.66509759958583, ""samples"": 63}}}",131.11482443516354,128,2520,production,production-00104,104,0.5,1788679879.1961844,False,0,56.39495641656777,214.07435601577163,balanced_medium
balanced_medium,balanced_medium,457.597017288208,1500,15.295994997024536,1788679910.6993444,"{""P1"": {""energy_j"": 1259.3117116391659, ""clock_match_fraction"": null, ""mean_power_w"": 82.32950598402617, ""samples"": 142}, ""D1"": {""energy_j"": 1023.8435088768601, ""clock_match_fraction"": null, ""mean_power_w"": 66.93539773489884, ""samples"": 129}}",2283.155220516026,False,safe_high,"{""start"": 1788679895.4097574, ""end"": 1788679910.6993444, ""duration_s"": 15.289587020874023, ""energy_j"": 2282.559749916196, ""mean_power_w"": 149.28851556290851, ""endpoints"": {""P1"": {""energy_j"": 1258.853654652834, ""clock_match_fraction"": 1.0, ""mean_power_w"": 82.33405211888268, ""samples"": 142}, ""D1"": {""energy_j"": 1023.7060952633619, ""clock_match_fraction"": 1.0, ""mean_power_w"": 66.95446344402585, ""samples"": 128}}}",149.264903718925,256,2520,production,production-00105,105,0.0,1788679895.4033494,False,0,58.14766650973801,451.1891130823642,both_heavy
balanced_medium,balanced_medium,2936.257839202881,900,6.521671772003174,1788679922.28787,"{""P1"": {""energy_j"": 416.8433806300163, ""clock_match_fraction"": null, ""mean_power_w"": 63.916645179765034, ""samples"": 61}, ""D1"": {""energy_j"": 276.981303088367, ""clock_match_fraction"": null, ""mean_power_w"": 42.47090512549521, ""samples"": 56}}",693.8246837183833,True,table,"{""start"": 1788679918.4982495, ""end"": 1788679922.28787, ""duration_s"": 3.7896203994750977, ""energy_j"": 448.5667555704713, ""mean_power_w"": 118.36719995295637, ""endpoints"": {""P1"": {""energy_j"": 234.63419464230537, ""clock_match_fraction"": 1.0, ""mean_power_w"": 61.9149597872137, ""samples"": 37}, ""D1"": {""energy_j"": 213.9325609281659, ""clock_match_fraction"": 1.0, ""mean_power_w"": 56.45224016574267, ""samples"": 33}}}",106.38755030526023,64,1005,production,production-00106,106,0.5,1788679915.7661982,True,1,56.836075428503726,204.20226198621094,small_light
balanced_medium,balanced_medium,383.42928886413574,900,4.073405981063843,1788679931.4782817,"{""P1"": {""energy_j"": 273.02278023958206, ""clock_match_fraction"": null, ""mean_power_w"": 67.02567372581834, ""samples"": 39}, ""D1"": {""energy_j"": 224.21859795227647, ""clock_match_fraction"": null, ""mean_power_w"": 55.04450059596509, ""samples"": 36}}",497.24137819185853,False,table,"{""start"": 1788679927.408774, ""end"": 1788679931.4782817, ""duration_s"": 4.069507837295532, ""energy_j"": 496.8835911192, ""mean_power_w"": 122.09918520501321, ""endpoints"": {""P1"": {""energy_j"": 272.8093819320202, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.03743863860471, ""samples"": 39}, ""D1"": {""energy_j"": 224.0742091871798, ""clock_match_fraction"": 1.0, ""mean_power_w"": 55.061746566408516, ""samples"": 36}}}",122.07017432178343,64,1005,production,production-00107,107,0.0,1788679927.4048758,True,1,58.49055482429408,379.52703807968646,prefill_medium
balanced_medium,balanced_medium,2219.9201583862305,900,6.029505729675293,1788679942.6752422,"{""P1"": {""energy_j"": 425.4673456251621, ""clock_match_fraction"": null, ""mean_power_w"": 70.56421615641699, ""samples"": 57}, ""D1"": {""energy_j"": 266.97446624934673, ""clock_match_fraction"": null, ""mean_power_w"": 44.27800191570995, ""samples"": 51}}",692.4418118745089,True,table,"{""start"": 1788679938.3677335, ""end"": 1788679942.6752422, ""duration_s"": 4.307508707046509, ""energy_j"": 547.9100734442472, ""mean_power_w"": 127.19883132167314, ""endpoints"": {""P1"": {""energy_j"": 318.17371901869774, ""clock_match_fraction"": 1.0, ""mean_power_w"": 73.86490443959127, ""samples"": 41}, ""D1"": {""energy_j"": 229.7363544255495, ""clock_match_fraction"": 1.0, ""mean_power_w"": 53.33392688208187, ""samples"": 37}}}",114.84221807212694,64,1710,production,production-00108,108,0.5,1788679936.6457365,True,1,60.3482101744573,497.9189080186188,prefill_heavy
balanced_medium,balanced_medium,1905.1833152770996,900,9.130436420440674,1788679956.9226348,"{""P1"": {""energy_j"": 561.8858852386475, ""clock_match_fraction"": null, ""mean_power_w"": 61.539871629874234, ""samples"": 85}, ""D1"": {""energy_j"": 465.0593617670238, ""clock_match_fraction"": null, ""mean_power_w"": 50.935063818622815, ""samples"": 77}}",1026.9452470056713,True,table,"{""start"": 1788679949.4986787, ""end"": 1788679956.9226348, ""duration_s"": 7.4239561557769775, ""energy_j"": 888.0140422992408, ""mean_power_w"": 119.61466685228598, ""endpoints"": {""P1"": {""energy_j"": 459.5748089849949, ""clock_match_fraction"": 1.0, ""mean_power_w"": 61.90429999069635, ""samples"": 69}, ""D1"": {""energy_j"": 428.43923331424594, ""clock_match_fraction"": 1.0, ""mean_power_w"": 57.71036686158962, ""samples"": 63}}}",112.47493544849705,128,900,production,production-00109,109,0.5,1788679947.7921984,True,1,56.849451000457556,198.7018530489877,decode_medium
balanced_medium,balanced_medium,1708.526372909546,975,16.19145941734314,1788679978.2823658,"{""P1"": {""energy_j"": 988.2245392799377, ""clock_match_fraction"": null, ""mean_power_w"": 61.033691516493064, ""samples"": 150}, ""D1"": {""energy_j"": 889.2541267201304, ""clock_match_fraction"": null, ""mean_power_w"": 54.921184298410104, ""samples"": 135}}",1877.4786660000682,True,table,"{""start"": 1788679963.6041849, ""end"": 1788679978.2823658, ""duration_s"": 14.678180932998657, ""energy_j"": 1754.5622506961226, ""mean_power_w"": 119.53540147141905, ""endpoints"": {""P1"": {""energy_j"": 898.271003395319, ""clock_match_fraction"": 1.0, ""mean_power_w"": 61.197706139176745, ""samples"": 136}, ""D1"": {""energy_j"": 856.2912473008037, ""clock_match_fraction"": 1.0, ""mean_power_w"": 58.3376953322423, ""samples"": 122}}}",115.95487581490318,256,900,production,production-00110,110,0.5,1788679962.0909064,True,1,56.767151407970516,195.245653972961,decode_heavy
balanced_medium,balanced_medium,3951.709747314453,1500,11.120874881744385,1788679994.5195808,"{""P1"": {""energy_j"": 886.6240836381912, ""clock_match_fraction"": null, ""mean_power_w"": 79.72610905762822, ""samples"": 104}, ""D1"": {""energy_j"": 579.5721164494753, ""clock_match_fraction"": null, ""mean_power_w"": 52.1156943686939, ""samples"": 95}}",1466.1962000876665,True,safe_high,"{""start"": 1788679987.1356542, ""end"": 1788679994.5195808, ""duration_s"": 7.383926630020142, ""energy_j"": 1099.8223330788314, ""mean_power_w"": 148.94816649550475, ""endpoints"": {""P1"": {""energy_j"": 604.2255005538464, ""clock_match_fraction"": 1.0, ""mean_power_w"": 81.82983537475889, ""samples"": 70}, ""D1"": {""energy_j"": 495.5968325249851, ""clock_match_fraction"": 1.0, ""mean_power_w"": 67.11833112074588, ""samples"": 63}}}",131.84180342632212,128,2520,production,production-00111,111,0.5,1788679983.398706,False,0,56.39766502344438,214.75825109519064,balanced_medium
