unix_ns,monotonic_ns,event,window_id,detail
1785511346897331871,1136691892788282,window_start,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,"{""cancel_after_s"": ""0"", ""cancel_fraction"": ""0"", ""config_id"": ""l40s-tp1-f2520-i128-o32-r10"", ""duration_s"": ""50.000000000"", ""input_tokens"": ""128"", ""inter_window_pause_s"": ""0"", ""manual_frequency_control"": ""true"", ""max_concurrency"": ""500"", ""max_tokens"": ""32"", ""random_seed"": ""1000"", ""request_rate"": ""10"", ""retries"": ""1"", ""scheduler_prediction"": ""false"", ""shared_prefix_tokens"": ""1"", ""target_gpu_freq_mhz"": ""2520"", ""timeout_s"": ""1800"", ""tp_degree"": ""1"", ""window_id"": ""phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1""}"
1785511396898015774,1136741893472492,sending_stopped,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,
1785511397514202047,1136742509658667,window_end,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,
