unix_ns,monotonic_ns,elapsed_s,role,running,waiting,kv_cache_usage,scrape_ok,error
1785511397785106945,1136742805135138,0.024623048957437277,combined,0.0,0.0,0.0,True,
1785511398313291322,1136743332417614,0.5519064178224653,combined,0.0,0.0,0.0,True,
1785511398840085991,1136743858233202,1.077721927780658,combined,0.0,0.0,0.0,True,
