window_id,window_start_unix_ns,sending_stopped_unix_ns,window_end_unix_ns,client_observed_drain_s,planned_requests,completed_requests,failed_requests,timeout_requests,cancelled_requests,retry_attempts,actual_send_rps,completion_output_tps,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms,mean_e2e_ms,p99_e2e_ms
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346897296130,1785511396898012951,1785511397514199197,0.616186246,500,500,0,0,0,0,10.022291311738162,316.22863296730264,68.868805536,68.9183715,78.7853835,83.57776771999998,21.76903542451613,21.94349423967742,743.708903696,764.32754384
