seq,workload_id,duration_s,successful_requests,neptune_energy_j,ganymede_energy_j,combined_energy_j,combined_energy_wh,combined_avg_power_w,energy_per_request_j
1,input_3584_r1,55.301284,32,6204.090618,2948.433923,9152.524541,2.542367928,165.502931,286.016392
2,input_3584_r2,36.702131,32,2475.933858,1532.819544,4008.753402,1.113542612,109.223997,125.273544
3,input_4032_r1,61.543107,32,4527.868133,3428.494879,7956.363012,2.210100837,129.281141,248.636344
4,input_4032_burst,48.288723,32,3205.982721,2590.166387,5796.149108,1.610041419,120.031111,181.12966
