gpu_type,phase,slo_ms,target,p_th,rho_th,false_safe,false_unsafe,true_safe,true_unsafe,unsafe_support,safe_support,false_safe_rate_pct,false_unsafe_rate_pct,safe_precision_pct,admit_rate_pct
l40s,prefill,200,p99_ttft,0.3,0.6,1,62,72,106,107,134,0.93,46.27,98.63,30.29
l40s,prefill,200,p99_ttft,0.3,0.5,1,64,70,106,107,134,0.93,47.76,98.59,29.46
l40s,prefill,200,p99_ttft,0.3,0.4,1,64,70,106,107,134,0.93,47.76,98.59,29.46
l40s,prefill,200,p99_ttft,0.3,0.3,1,65,69,106,107,134,0.93,48.51,98.57,29.05
l40s,prefill,200,p99_ttft,0.3,0.2,0,77,57,107,107,134,0.0,57.46,100.0,23.65
l40s,prefill,200,p99_ttft,0.3,0.1,0,92,42,107,107,134,0.0,68.66,100.0,17.43
l40s,prefill,200,p99_ttft,0.2,1.0,0,62,72,107,107,134,0.0,46.27,100.0,29.88
l40s,prefill,200,p99_ttft,0.2,0.9,0,62,72,107,107,134,0.0,46.27,100.0,29.88
l40s,prefill,200,p99_ttft,0.2,0.8,0,64,70,107,107,134,0.0,47.76,100.0,29.05
l40s,prefill,200,p99_ttft,0.2,0.7,0,68,66,107,107,134,0.0,50.75,100.0,27.39
l40s,prefill,200,p99_ttft,0.2,0.6,0,70,64,107,107,134,0.0,52.24,100.0,26.56
l40s,prefill,200,p99_ttft,0.2,0.5,0,72,62,107,107,134,0.0,53.73,100.0,25.73
l40s,prefill,200,p99_ttft,0.2,0.4,0,72,62,107,107,134,0.0,53.73,100.0,25.73
l40s,prefill,200,p99_ttft,0.2,0.3,0,73,61,107,107,134,0.0,54.48,100.0,25.31
l40s,prefill,200,p99_ttft,0.2,0.2,0,85,49,107,107,134,0.0,63.43,100.0,20.33
l40s,prefill,200,p99_ttft,0.2,0.1,0,95,39,107,107,134,0.0,70.9,100.0,16.18
l40s,prefill,200,p99_ttft,0.15,1.0,0,70,64,107,107,134,0.0,52.24,100.0,26.56
l40s,prefill,200,p99_ttft,0.15,0.9,0,70,64,107,107,134,0.0,52.24,100.0,26.56
l40s,prefill,200,p99_ttft,0.15,0.8,0,72,62,107,107,134,0.0,53.73,100.0,25.73
l40s,prefill,200,p99_ttft,0.15,0.7,0,76,58,107,107,134,0.0,56.72,100.0,24.07
l40s,prefill,200,p99_ttft,0.15,0.6,0,78,56,107,107,134,0.0,58.21,100.0,23.24
l40s,prefill,200,p99_ttft,0.15,0.5,0,80,54,107,107,134,0.0,59.7,100.0,22.41
l40s,prefill,200,p99_ttft,0.15,0.4,0,80,54,107,107,134,0.0,59.7,100.0,22.41
l40s,prefill,200,p99_ttft,0.15,0.3,0,80,54,107,107,134,0.0,59.7,100.0,22.41
l40s,prefill,200,p99_ttft,0.15,0.2,0,89,45,107,107,134,0.0,66.42,100.0,18.67
l40s,prefill,200,p99_ttft,0.15,0.1,0,96,38,107,107,134,0.0,71.64,100.0,15.77
l40s,prefill,200,p99_ttft,0.1,1.0,0,81,53,107,107,134,0.0,60.45,100.0,21.99
l40s,prefill,200,p99_ttft,0.1,0.9,0,81,53,107,107,134,0.0,60.45,100.0,21.99
l40s,prefill,200,p99_ttft,0.1,0.8,0,83,51,107,107,134,0.0,61.94,100.0,21.16
l40s,prefill,200,p99_ttft,0.1,0.7,0,86,48,107,107,134,0.0,64.18,100.0,19.92
l40s,prefill,200,p99_ttft,0.1,0.6,0,88,46,107,107,134,0.0,65.67,100.0,19.09
l40s,prefill,200,p99_ttft,0.1,0.5,0,90,44,107,107,134,0.0,67.16,100.0,18.26
l40s,prefill,200,p99_ttft,0.1,0.4,0,90,44,107,107,134,0.0,67.16,100.0,18.26
l40s,prefill,200,p99_ttft,0.1,0.3,0,90,44,107,107,134,0.0,67.16,100.0,18.26
l40s,prefill,200,p99_ttft,0.1,0.2,0,94,40,107,107,134,0.0,70.15,100.0,16.6
l40s,prefill,200,p99_ttft,0.1,0.1,0,99,35,107,107,134,0.0,73.88,100.0,14.52
l40s,prefill,200,p99_ttft,0.05,1.0,0,96,38,107,107,134,0.0,71.64,100.0,15.77
l40s,prefill,200,p99_ttft,0.05,0.9,0,96,38,107,107,134,0.0,71.64,100.0,15.77
l40s,prefill,200,p99_ttft,0.05,0.8,0,96,38,107,107,134,0.0,71.64,100.0,15.77
l40s,prefill,200,p99_ttft,0.05,0.7,0,96,38,107,107,134,0.0,71.64,100.0,15.77
l40s,prefill,200,p99_ttft,0.05,0.6,0,96,38,107,107,134,0.0,71.64,100.0,15.77
l40s,prefill,200,p99_ttft,0.05,0.5,0,97,37,107,107,134,0.0,72.39,100.0,15.35
l40s,prefill,200,p99_ttft,0.05,0.4,0,97,37,107,107,134,0.0,72.39,100.0,15.35
l40s,prefill,200,p99_ttft,0.05,0.3,0,97,37,107,107,134,0.0,72.39,100.0,15.35
l40s,prefill,200,p99_ttft,0.05,0.2,0,101,33,107,107,134,0.0,75.37,100.0,13.69
l40s,prefill,200,p99_ttft,0.05,0.1,0,102,32,107,107,134,0.0,76.12,100.0,13.28
l40s,prefill,200,p99_ttft,0.02,1.0,0,108,26,107,107,134,0.0,80.6,100.0,10.79
l40s,prefill,200,p99_ttft,0.02,0.9,0,108,26,107,107,134,0.0,80.6,100.0,10.79
l40s,prefill,200,p99_ttft,0.02,0.8,0,108,26,107,107,134,0.0,80.6,100.0,10.79
l40s,prefill,200,p99_ttft,0.02,0.7,0,108,26,107,107,134,0.0,80.6,100.0,10.79
l40s,prefill,200,p99_ttft,0.02,0.6,0,108,26,107,107,134,0.0,80.6,100.0,10.79
l40s,prefill,200,p99_ttft,0.02,0.5,0,108,26,107,107,134,0.0,80.6,100.0,10.79
l40s,prefill,200,p99_ttft,0.02,0.4,0,108,26,107,107,134,0.0,80.6,100.0,10.79
l40s,prefill,200,p99_ttft,0.02,0.3,0,108,26,107,107,134,0.0,80.6,100.0,10.79
l40s,prefill,200,p99_ttft,0.02,0.2,0,112,22,107,107,134,0.0,83.58,100.0,9.13
l40s,prefill,200,p99_ttft,0.02,0.1,0,113,21,107,107,134,0.0,84.33,100.0,8.71
l40s,prefill,200,p99_ttft,0.01,1.0,0,127,7,107,107,134,0.0,94.78,100.0,2.9
l40s,prefill,200,p99_ttft,0.01,0.9,0,127,7,107,107,134,0.0,94.78,100.0,2.9
l40s,prefill,200,p99_ttft,0.01,0.8,0,127,7,107,107,134,0.0,94.78,100.0,2.9
l40s,prefill,200,p99_ttft,0.01,0.7,0,127,7,107,107,134,0.0,94.78,100.0,2.9
l40s,prefill,200,p99_ttft,0.01,0.6,0,127,7,107,107,134,0.0,94.78,100.0,2.9
l40s,prefill,200,p99_ttft,0.01,0.5,0,127,7,107,107,134,0.0,94.78,100.0,2.9
l40s,prefill,200,p99_ttft,0.01,0.4,0,127,7,107,107,134,0.0,94.78,100.0,2.9
l40s,prefill,200,p99_ttft,0.01,0.3,0,127,7,107,107,134,0.0,94.78,100.0,2.9
l40s,prefill,200,p99_ttft,0.01,0.2,0,128,6,107,107,134,0.0,95.52,100.0,2.49
l40s,prefill,200,p99_ttft,0.01,0.1,0,128,6,107,107,134,0.0,95.52,100.0,2.49
l40s,prefill,500,p99_ttft,0.5,1.0,5,36,154,46,51,190,9.8,18.95,96.86,65.98
l40s,prefill,500,p99_ttft,0.5,0.9,5,37,153,46,51,190,9.8,19.47,96.84,65.56
l40s,prefill,500,p99_ttft,0.5,0.8,4,41,149,47,51,190,7.84,21.58,97.39,63.49
l40s,prefill,500,p99_ttft,0.5,0.7,4,52,138,47,51,190,7.84,27.37,97.18,58.92
l40s,prefill,500,p99_ttft,0.5,0.6,4,57,133,47,51,190,7.84,30.0,97.08,56.85
l40s,prefill,500,p99_ttft,0.5,0.5,3,61,129,48,51,190,5.88,32.11,97.73,54.77
l40s,prefill,500,p99_ttft,0.5,0.4,1,70,120,50,51,190,1.96,36.84,99.17,50.21
l40s,prefill,500,p99_ttft,0.5,0.3,1,78,112,50,51,190,1.96,41.05,99.12,46.89
l40s,prefill,500,p99_ttft,0.5,0.2,0,102,88,51,51,190,0.0,53.68,100.0,36.51
l40s,prefill,500,p99_ttft,0.5,0.1,0,144,46,51,51,190,0.0,75.79,100.0,19.09
l40s,prefill,500,p99_ttft,0.4,1.0,4,38,152,47,51,190,7.84,20.0,97.44,64.73
l40s,prefill,500,p99_ttft,0.4,0.9,4,39,151,47,51,190,7.84,20.53,97.42,64.32
l40s,prefill,500,p99_ttft,0.4,0.8,3,43,147,48,51,190,5.88,22.63,98.0,62.24
l40s,prefill,500,p99_ttft,0.4,0.7,3,54,136,48,51,190,5.88,28.42,97.84,57.68
l40s,prefill,500,p99_ttft,0.4,0.6,3,59,131,48,51,190,5.88,31.05,97.76,55.6
l40s,prefill,500,p99_ttft,0.4,0.5,2,62,128,49,51,190,3.92,32.63,98.46,53.94
l40s,prefill,500,p99_ttft,0.4,0.4,1,70,120,50,51,190,1.96,36.84,99.17,50.21
l40s,prefill,500,p99_ttft,0.4,0.3,1,78,112,50,51,190,1.96,41.05,99.12,46.89
l40s,prefill,500,p99_ttft,0.4,0.2,0,102,88,51,51,190,0.0,53.68,100.0,36.51
l40s,prefill,500,p99_ttft,0.4,0.1,0,144,46,51,51,190,0.0,75.79,100.0,19.09
l40s,prefill,500,p99_ttft,0.3,1.0,4,43,147,47,51,190,7.84,22.63,97.35,62.66
l40s,prefill,500,p99_ttft,0.3,0.9,4,44,146,47,51,190,7.84,23.16,97.33,62.24
l40s,prefill,500,p99_ttft,0.3,0.8,3,48,142,48,51,190,5.88,25.26,97.93,60.17
l40s,prefill,500,p99_ttft,0.3,0.7,3,58,132,48,51,190,5.88,30.53,97.78,56.02
l40s,prefill,500,p99_ttft,0.3,0.6,3,62,128,48,51,190,5.88,32.63,97.71,54.36
l40s,prefill,500,p99_ttft,0.3,0.5,2,64,126,49,51,190,3.92,33.68,98.44,53.11
l40s,prefill,500,p99_ttft,0.3,0.4,1,72,118,50,51,190,1.96,37.89,99.16,49.38
l40s,prefill,500,p99_ttft,0.3,0.3,1,79,111,50,51,190,1.96,41.58,99.11,46.47
l40s,prefill,500,p99_ttft,0.3,0.2,0,103,87,51,51,190,0.0,54.21,100.0,36.1
l40s,prefill,500,p99_ttft,0.3,0.1,0,144,46,51,51,190,0.0,75.79,100.0,19.09
l40s,prefill,500,p99_ttft,0.2,1.0,1,53,137,50,51,190,1.96,27.89,99.28,57.26
l40s,prefill,500,p99_ttft,0.2,0.9,1,53,137,50,51,190,1.96,27.89,99.28,57.26
l40s,prefill,500,p99_ttft,0.2,0.8,0,55,135,51,51,190,0.0,28.95,100.0,56.02
l40s,prefill,500,p99_ttft,0.2,0.7,0,64,126,51,51,190,0.0,33.68,100.0,52.28
l40s,prefill,500,p99_ttft,0.2,0.6,0,68,122,51,51,190,0.0,35.79,100.0,50.62
l40s,prefill,500,p99_ttft,0.2,0.5,0,70,120,51,51,190,0.0,36.84,100.0,49.79
l40s,prefill,500,p99_ttft,0.2,0.4,0,77,113,51,51,190,0.0,40.53,100.0,46.89
l40s,prefill,500,p99_ttft,0.2,0.3,0,84,106,51,51,190,0.0,44.21,100.0,43.98
l40s,prefill,500,p99_ttft,0.2,0.2,0,108,82,51,51,190,0.0,56.84,100.0,34.02
l40s,prefill,500,p99_ttft,0.2,0.1,0,144,46,51,51,190,0.0,75.79,100.0,19.09
l40s,prefill,500,p99_ttft,0.15,1.0,1,59,131,50,51,190,1.96,31.05,99.24,54.77
l40s,prefill,500,p99_ttft,0.15,0.9,1,59,131,50,51,190,1.96,31.05,99.24,54.77
l40s,prefill,500,p99_ttft,0.15,0.8,0,61,129,51,51,190,0.0,32.11,100.0,53.53
l40s,prefill,500,p99_ttft,0.15,0.7,0,67,123,51,51,190,0.0,35.26,100.0,51.04
l40s,prefill,500,p99_ttft,0.15,0.6,0,70,120,51,51,190,0.0,36.84,100.0,49.79
l40s,prefill,500,p99_ttft,0.15,0.5,0,71,119,51,51,190,0.0,37.37,100.0,49.38
l40s,prefill,500,p99_ttft,0.15,0.4,0,77,113,51,51,190,0.0,40.53,100.0,46.89
l40s,prefill,500,p99_ttft,0.15,0.3,0,84,106,51,51,190,0.0,44.21,100.0,43.98
l40s,prefill,500,p99_ttft,0.15,0.2,0,108,82,51,51,190,0.0,56.84,100.0,34.02
l40s,prefill,500,p99_ttft,0.15,0.1,0,144,46,51,51,190,0.0,75.79,100.0,19.09
l40s,prefill,500,p99_ttft,0.1,1.0,1,66,124,50,51,190,1.96,34.74,99.2,51.87
l40s,prefill,500,p99_ttft,0.1,0.9,1,66,124,50,51,190,1.96,34.74,99.2,51.87
l40s,prefill,500,p99_ttft,0.1,0.8,0,68,122,51,51,190,0.0,35.79,100.0,50.62
l40s,prefill,500,p99_ttft,0.1,0.7,0,74,116,51,51,190,0.0,38.95,100.0,48.13
l40s,prefill,500,p99_ttft,0.1,0.6,0,76,114,51,51,190,0.0,40.0,100.0,47.3
l40s,prefill,500,p99_ttft,0.1,0.5,0,77,113,51,51,190,0.0,40.53,100.0,46.89
l40s,prefill,500,p99_ttft,0.1,0.4,0,80,110,51,51,190,0.0,42.11,100.0,45.64
l40s,prefill,500,p99_ttft,0.1,0.3,0,87,103,51,51,190,0.0,45.79,100.0,42.74
l40s,prefill,500,p99_ttft,0.1,0.2,0,110,80,51,51,190,0.0,57.89,100.0,33.2
l40s,prefill,500,p99_ttft,0.1,0.1,0,144,46,51,51,190,0.0,75.79,100.0,19.09
l40s,prefill,500,p99_ttft,0.05,1.0,0,80,110,51,51,190,0.0,42.11,100.0,45.64
l40s,prefill,500,p99_ttft,0.05,0.9,0,80,110,51,51,190,0.0,42.11,100.0,45.64
l40s,prefill,500,p99_ttft,0.05,0.8,0,82,108,51,51,190,0.0,43.16,100.0,44.81
l40s,prefill,500,p99_ttft,0.05,0.7,0,85,105,51,51,190,0.0,44.74,100.0,43.57
l40s,prefill,500,p99_ttft,0.05,0.6,0,86,104,51,51,190,0.0,45.26,100.0,43.15
l40s,prefill,500,p99_ttft,0.05,0.5,0,87,103,51,51,190,0.0,45.79,100.0,42.74
l40s,prefill,500,p99_ttft,0.05,0.4,0,88,102,51,51,190,0.0,46.32,100.0,42.32
l40s,prefill,500,p99_ttft,0.05,0.3,0,93,97,51,51,190,0.0,48.95,100.0,40.25
l40s,prefill,500,p99_ttft,0.05,0.2,0,113,77,51,51,190,0.0,59.47,100.0,31.95
l40s,prefill,500,p99_ttft,0.05,0.1,0,145,45,51,51,190,0.0,76.32,100.0,18.67
l40s,prefill,500,p99_ttft,0.02,1.0,0,92,98,51,51,190,0.0,48.42,100.0,40.66
l40s,prefill,500,p99_ttft,0.02,0.9,0,92,98,51,51,190,0.0,48.42,100.0,40.66
l40s,prefill,500,p99_ttft,0.02,0.8,0,92,98,51,51,190,0.0,48.42,100.0,40.66
l40s,prefill,500,p99_ttft,0.02,0.7,0,93,97,51,51,190,0.0,48.95,100.0,40.25
l40s,prefill,500,p99_ttft,0.02,0.6,0,93,97,51,51,190,0.0,48.95,100.0,40.25
l40s,prefill,500,p99_ttft,0.02,0.5,0,94,96,51,51,190,0.0,49.47,100.0,39.83
l40s,prefill,500,p99_ttft,0.02,0.4,0,94,96,51,51,190,0.0,49.47,100.0,39.83
l40s,prefill,500,p99_ttft,0.02,0.3,0,97,93,51,51,190,0.0,51.05,100.0,38.59
l40s,prefill,500,p99_ttft,0.02,0.2,0,115,75,51,51,190,0.0,60.53,100.0,31.12
l40s,prefill,500,p99_ttft,0.02,0.1,0,146,44,51,51,190,0.0,76.84,100.0,18.26
l40s,prefill,500,p99_ttft,0.01,1.0,0,106,84,51,51,190,0.0,55.79,100.0,34.85
l40s,prefill,500,p99_ttft,0.01,0.9,0,106,84,51,51,190,0.0,55.79,100.0,34.85
l40s,prefill,500,p99_ttft,0.01,0.8,0,106,84,51,51,190,0.0,55.79,100.0,34.85
l40s,prefill,500,p99_ttft,0.01,0.7,0,106,84,51,51,190,0.0,55.79,100.0,34.85
l40s,prefill,500,p99_ttft,0.01,0.6,0,106,84,51,51,190,0.0,55.79,100.0,34.85
l40s,prefill,500,p99_ttft,0.01,0.5,0,106,84,51,51,190,0.0,55.79,100.0,34.85
l40s,prefill,500,p99_ttft,0.01,0.4,0,106,84,51,51,190,0.0,55.79,100.0,34.85
l40s,prefill,500,p99_ttft,0.01,0.3,0,108,82,51,51,190,0.0,56.84,100.0,34.02
l40s,prefill,500,p99_ttft,0.01,0.2,0,126,64,51,51,190,0.0,66.32,100.0,26.56
l40s,prefill,500,p99_ttft,0.01,0.1,0,147,43,51,51,190,0.0,77.37,100.0,17.84
l40s,prefill,1000,p99_ttft,0.5,1.0,6,34,173,28,34,207,17.65,16.43,96.65,74.27
l40s,prefill,1000,p99_ttft,0.5,0.9,5,35,172,29,34,207,14.71,16.91,97.18,73.44
l40s,prefill,1000,p99_ttft,0.5,0.8,4,41,166,30,34,207,11.76,19.81,97.65,70.54
l40s,prefill,1000,p99_ttft,0.5,0.7,4,54,153,30,34,207,11.76,26.09,97.45,65.15
l40s,prefill,1000,p99_ttft,0.5,0.6,3,61,146,31,34,207,8.82,29.47,97.99,61.83
l40s,prefill,1000,p99_ttft,0.5,0.5,1,70,137,33,34,207,2.94,33.82,99.28,57.26
l40s,prefill,1000,p99_ttft,0.5,0.4,0,81,126,34,34,207,0.0,39.13,100.0,52.28
l40s,prefill,1000,p99_ttft,0.5,0.3,0,91,116,34,34,207,0.0,43.96,100.0,48.13
l40s,prefill,1000,p99_ttft,0.5,0.2,0,119,88,34,34,207,0.0,57.49,100.0,36.51
l40s,prefill,1000,p99_ttft,0.5,0.1,0,161,46,34,34,207,0.0,77.78,100.0,19.09
l40s,prefill,1000,p99_ttft,0.4,1.0,6,35,172,28,34,207,17.65,16.91,96.63,73.86
l40s,prefill,1000,p99_ttft,0.4,0.9,5,36,171,29,34,207,14.71,17.39,97.16,73.03
l40s,prefill,1000,p99_ttft,0.4,0.8,4,42,165,30,34,207,11.76,20.29,97.63,70.12
l40s,prefill,1000,p99_ttft,0.4,0.7,4,55,152,30,34,207,11.76,26.57,97.44,64.73
l40s,prefill,1000,p99_ttft,0.4,0.6,3,62,145,31,34,207,8.82,29.95,97.97,61.41
l40s,prefill,1000,p99_ttft,0.4,0.5,1,70,137,33,34,207,2.94,33.82,99.28,57.26
l40s,prefill,1000,p99_ttft,0.4,0.4,0,81,126,34,34,207,0.0,39.13,100.0,52.28
l40s,prefill,1000,p99_ttft,0.4,0.3,0,91,116,34,34,207,0.0,43.96,100.0,48.13
l40s,prefill,1000,p99_ttft,0.4,0.2,0,119,88,34,34,207,0.0,57.49,100.0,36.51
l40s,prefill,1000,p99_ttft,0.4,0.1,0,161,46,34,34,207,0.0,77.78,100.0,19.09
l40s,prefill,1000,p99_ttft,0.3,1.0,6,39,168,28,34,207,17.65,18.84,96.55,72.2
l40s,prefill,1000,p99_ttft,0.3,0.9,5,40,167,29,34,207,14.71,19.32,97.09,71.37
l40s,prefill,1000,p99_ttft,0.3,0.8,4,45,162,30,34,207,11.76,21.74,97.59,68.88
l40s,prefill,1000,p99_ttft,0.3,0.7,4,57,150,30,34,207,11.76,27.54,97.4,63.9
l40s,prefill,1000,p99_ttft,0.3,0.6,3,64,143,31,34,207,8.82,30.92,97.95,60.58
l40s,prefill,1000,p99_ttft,0.3,0.5,1,72,135,33,34,207,2.94,34.78,99.26,56.43
l40s,prefill,1000,p99_ttft,0.3,0.4,0,81,126,34,34,207,0.0,39.13,100.0,52.28
l40s,prefill,1000,p99_ttft,0.3,0.3,0,91,116,34,34,207,0.0,43.96,100.0,48.13
l40s,prefill,1000,p99_ttft,0.3,0.2,0,119,88,34,34,207,0.0,57.49,100.0,36.51
l40s,prefill,1000,p99_ttft,0.3,0.1,0,161,46,34,34,207,0.0,77.78,100.0,19.09
l40s,prefill,1000,p99_ttft,0.2,1.0,5,45,162,29,34,207,14.71,21.74,97.01,69.29
l40s,prefill,1000,p99_ttft,0.2,0.9,4,45,162,30,34,207,11.76,21.74,97.59,68.88
l40s,prefill,1000,p99_ttft,0.2,0.8,4,49,158,30,34,207,11.76,23.67,97.53,67.22
l40s,prefill,1000,p99_ttft,0.2,0.7,4,60,147,30,34,207,11.76,28.99,97.35,62.66
l40s,prefill,1000,p99_ttft,0.2,0.6,3,66,141,31,34,207,8.82,31.88,97.92,59.75
l40s,prefill,1000,p99_ttft,0.2,0.5,1,74,133,33,34,207,2.94,35.75,99.25,55.6
l40s,prefill,1000,p99_ttft,0.2,0.4,0,83,124,34,34,207,0.0,40.1,100.0,51.45
l40s,prefill,1000,p99_ttft,0.2,0.3,0,93,114,34,34,207,0.0,44.93,100.0,47.3
l40s,prefill,1000,p99_ttft,0.2,0.2,0,120,87,34,34,207,0.0,57.97,100.0,36.1
l40s,prefill,1000,p99_ttft,0.2,0.1,0,161,46,34,34,207,0.0,77.78,100.0,19.09
l40s,prefill,1000,p99_ttft,0.15,1.0,5,49,158,29,34,207,14.71,23.67,96.93,67.63
l40s,prefill,1000,p99_ttft,0.15,0.9,4,49,158,30,34,207,11.76,23.67,97.53,67.22
l40s,prefill,1000,p99_ttft,0.15,0.8,4,53,154,30,34,207,11.76,25.6,97.47,65.56
l40s,prefill,1000,p99_ttft,0.15,0.7,4,62,145,30,34,207,11.76,29.95,97.32,61.83
l40s,prefill,1000,p99_ttft,0.15,0.6,3,68,139,31,34,207,8.82,32.85,97.89,58.92
l40s,prefill,1000,p99_ttft,0.15,0.5,1,75,132,33,34,207,2.94,36.23,99.25,55.19
l40s,prefill,1000,p99_ttft,0.15,0.4,0,83,124,34,34,207,0.0,40.1,100.0,51.45
l40s,prefill,1000,p99_ttft,0.15,0.3,0,93,114,34,34,207,0.0,44.93,100.0,47.3
l40s,prefill,1000,p99_ttft,0.15,0.2,0,120,87,34,34,207,0.0,57.97,100.0,36.1
l40s,prefill,1000,p99_ttft,0.15,0.1,0,161,46,34,34,207,0.0,77.78,100.0,19.09
l40s,prefill,1000,p99_ttft,0.1,1.0,4,51,156,30,34,207,11.76,24.64,97.5,66.39
l40s,prefill,1000,p99_ttft,0.1,0.9,4,51,156,30,34,207,11.76,24.64,97.5,66.39
l40s,prefill,1000,p99_ttft,0.1,0.8,4,55,152,30,34,207,11.76,26.57,97.44,64.73
l40s,prefill,1000,p99_ttft,0.1,0.7,4,64,143,30,34,207,11.76,30.92,97.28,61.0
l40s,prefill,1000,p99_ttft,0.1,0.6,3,70,137,31,34,207,8.82,33.82,97.86,58.09
l40s,prefill,1000,p99_ttft,0.1,0.5,1,76,131,33,34,207,2.94,36.71,99.24,54.77
l40s,prefill,1000,p99_ttft,0.1,0.4,0,84,123,34,34,207,0.0,40.58,100.0,51.04
l40s,prefill,1000,p99_ttft,0.1,0.3,0,94,113,34,34,207,0.0,45.41,100.0,46.89
l40s,prefill,1000,p99_ttft,0.1,0.2,0,120,87,34,34,207,0.0,57.97,100.0,36.1
l40s,prefill,1000,p99_ttft,0.1,0.1,0,161,46,34,34,207,0.0,77.78,100.0,19.09
l40s,prefill,1000,p99_ttft,0.05,1.0,3,61,146,31,34,207,8.82,29.47,97.99,61.83
l40s,prefill,1000,p99_ttft,0.05,0.9,3,61,146,31,34,207,8.82,29.47,97.99,61.83
l40s,prefill,1000,p99_ttft,0.05,0.8,3,63,144,31,34,207,8.82,30.43,97.96,61.0
l40s,prefill,1000,p99_ttft,0.05,0.7,3,72,135,31,34,207,8.82,34.78,97.83,57.26
l40s,prefill,1000,p99_ttft,0.05,0.6,2,78,129,32,34,207,5.88,37.68,98.47,54.36
l40s,prefill,1000,p99_ttft,0.05,0.5,1,83,124,33,34,207,2.94,40.1,99.2,51.87
l40s,prefill,1000,p99_ttft,0.05,0.4,0,90,117,34,34,207,0.0,43.48,100.0,48.55
l40s,prefill,1000,p99_ttft,0.05,0.3,0,100,107,34,34,207,0.0,48.31,100.0,44.4
l40s,prefill,1000,p99_ttft,0.05,0.2,0,125,82,34,34,207,0.0,60.39,100.0,34.02
l40s,prefill,1000,p99_ttft,0.05,0.1,0,161,46,34,34,207,0.0,77.78,100.0,19.09
l40s,prefill,1000,p99_ttft,0.02,1.0,3,83,124,31,34,207,8.82,40.1,97.64,52.7
l40s,prefill,1000,p99_ttft,0.02,0.9,3,83,124,31,34,207,8.82,40.1,97.64,52.7
l40s,prefill,1000,p99_ttft,0.02,0.8,3,83,124,31,34,207,8.82,40.1,97.64,52.7
l40s,prefill,1000,p99_ttft,0.02,0.7,3,89,118,31,34,207,8.82,43.0,97.52,50.21
l40s,prefill,1000,p99_ttft,0.02,0.6,2,94,113,32,34,207,5.88,45.41,98.26,47.72
l40s,prefill,1000,p99_ttft,0.02,0.5,1,97,110,33,34,207,2.94,46.86,99.1,46.06
l40s,prefill,1000,p99_ttft,0.02,0.4,0,102,105,34,34,207,0.0,49.28,100.0,43.57
l40s,prefill,1000,p99_ttft,0.02,0.3,0,109,98,34,34,207,0.0,52.66,100.0,40.66
