gpu_type,phase,slo_ms,sample_idx,target,p_violate_oof,rho_phase_oof,actual_unsafe
l40s,prefill,500,45,p99_ttft,0.6810947248052439,0.5160438891438035,0
l40s,prefill,500,46,p99_ttft,0.9917505106939134,5.1604388914380355,1
l40s,prefill,500,47,p99_ttft,0.9917505106939134,25.802194457190176,1
l40s,prefill,500,48,p99_ttft,0.2932131757139105,0.15912287728107044,0
l40s,prefill,500,49,p99_ttft,0.9891825833802059,1.5912287728107044,1
l40s,prefill,500,50,p99_ttft,0.9950441266565374,7.956143864053522,1
l40s,prefill,500,51,p99_ttft,0.8072245061355591,0.2821270117339914,0
l40s,prefill,500,52,p99_ttft,0.9934320006627009,2.821270117339914,1
l40s,prefill,500,53,p99_ttft,0.9971470458771867,14.10635058669957,1
l40s,prefill,500,54,p99_ttft,0.8426774455097096,0.5871071584346648,1
l40s,prefill,500,55,p99_ttft,0.9911015964003543,5.871071584346648,1
l40s,prefill,500,56,p99_ttft,0.9902523380782585,29.355357921733237,1
l40s,prefill,500,57,p99_ttft,0.9766170369255339,1.026537885100109,1
l40s,prefill,500,58,p99_ttft,0.9896508759266587,10.26537885100109,1
l40s,prefill,500,59,p99_ttft,0.9896150515292012,51.32689425500545,1
l40s,prefill,500,60,p99_ttft,0.002397940752397703,0.0452725663019745,0
l40s,prefill,500,61,p99_ttft,0.10874225806169963,0.45272566301974504,0
l40s,prefill,500,62,p99_ttft,0.0021824936564332504,0.1057079849358587,0
l40s,prefill,500,63,p99_ttft,0.34120809733981994,1.057079849358587,0
l40s,prefill,500,64,p99_ttft,0.012076685898197603,0.13558093261723303,0
l40s,prefill,500,65,p99_ttft,0.9087660769844983,1.3558093261723305,1
l40s,prefill,500,66,p99_ttft,0.2932131757139105,0.15912287728107044,0
l40s,prefill,500,67,p99_ttft,0.9891825833802059,1.5912287728107044,1
l40s,prefill,500,68,p99_ttft,0.002053180265343968,0.026499151785867443,0
l40s,prefill,500,69,p99_ttft,0.006670747190967311,0.2649915178586744,0
l40s,prefill,500,70,p99_ttft,0.002991022197612622,0.07499569941308222,0
l40s,prefill,500,71,p99_ttft,0.06318380342914377,0.7499569941308222,0
l40s,prefill,500,72,p99_ttft,0.012076685898197603,0.14188291936088104,0
l40s,prefill,500,73,p99_ttft,0.8487958614665605,1.4188291936088104,1
l40s,prefill,500,74,p99_ttft,0.06503241839034807,0.1438437724886127,0
l40s,prefill,500,75,p99_ttft,0.9441931651425415,1.4384377248861269,1
l40s,prefill,500,76,p99_ttft,0.004632292161225447,0.021630261589175866,0
l40s,prefill,500,77,p99_ttft,0.009395265301508174,0.21630261589175867,0
l40s,prefill,500,78,p99_ttft,0.004632292161225447,0.05831194478713063,0
l40s,prefill,500,79,p99_ttft,0.15228581118262552,0.5831194478713063,0
l40s,prefill,500,80,p99_ttft,0.0014938180594203125,0.08547760611465531,0
l40s,prefill,500,81,p99_ttft,0.0433799569533547,0.8547760611465531,0
l40s,prefill,500,82,p99_ttft,0.008166110625244144,0.10593288788320532,0
l40s,prefill,500,83,p99_ttft,0.0793695250239504,1.0593288788320532,0
l40s,prefill,500,84,p99_ttft,0.21876845367004338,0.47774322150327936,1
l40s,prefill,500,85,p99_ttft,0.9806841730291731,1.3092399396434629,1
l40s,prefill,500,86,p99_ttft,0.9975419530445798,1.055917473561924,1
l40s,prefill,500,87,p99_ttft,0.9939397950330444,1.3394595863924434,1
l40s,prefill,500,88,p99_ttft,0.9904924344624697,1.3062796678838016,1
l40s,prefill,500,89,p99_ttft,0.9835429323994529,3.1628873557652484,1
l40s,prefill,500,90,p99_ttft,0.41959524868605813,1.5850855039420682,1
l40s,prefill,500,91,p99_ttft,0.4458707960194421,3.2120787372016855,0
l40s,prefill,500,92,p99_ttft,0.03543279402910451,0.20195970975378844,0
l40s,prefill,500,93,p99_ttft,0.4388681961653613,0.5506095515994106,0
l40s,prefill,500,94,p99_ttft,0.9033076351520591,0.9998231304096014,1
l40s,prefill,500,95,p99_ttft,0.9966576453738963,1.4923697455366394,1
l40s,prefill,500,96,p99_ttft,0.7741727774286364,0.6845014634708061,0
l40s,prefill,500,97,p99_ttft,0.1973686174476868,1.6488313273896171,0
l40s,prefill,500,98,p99_ttft,0.22191903701501772,1.9891878684497588,0
l40s,prefill,500,99,p99_ttft,0.06264115377544403,3.243624238112342,0
l40s,prefill,500,100,p99_ttft,0.02369707016690334,0.15533074686089438,0
l40s,prefill,500,101,p99_ttft,0.03275052146086669,0.46580353252170437,0
l40s,prefill,500,102,p99_ttft,0.6908123237651125,0.7805821020721376,1
l40s,prefill,500,103,p99_ttft,0.9940147368158555,1.0672536341697991,1
l40s,prefill,500,104,p99_ttft,0.06843452175125299,0.46050110844817704,0
l40s,prefill,500,105,p99_ttft,0.23162458196963392,1.0374308185740235,0
l40s,prefill,500,106,p99_ttft,0.26268146977836454,1.6565551417473101,0
l40s,prefill,500,107,p99_ttft,0.16671745792529977,2.47432320856541,0
l40s,prefill,500,108,p99_ttft,0.004061923642976341,0.12221845233175531,0
l40s,prefill,500,109,p99_ttft,0.016838607135862636,0.32425274061186454,0
