window_id,request_index,request_id,trace_id,client_span_id,planned_send_unix_ns,client_ready_unix_ns,actual_send_unix_ns,response_headers_unix_ns,first_token_unix_ns,completed_unix_ns,planned_to_ready_ms,client_queue_delay_ms,send_lag_ms,ttft_ms,tpot_ms,e2e_ms,planned_input_tokens,actual_input_tokens,max_tokens,actual_output_tokens,token_event_count,stream_chunk_count,token_id_event_count,token_timestamp_complete,http_status,response_request_id,outcome,timeout,cancelled,retry_count,attempt_count,response_bytes,error,proxy_arrival_unix_ns,client_to_proxy_ms,prefill_metric_unix_ns,prefill_metric_age_ms,prefill_running,prefill_running_source,prefill_waiting,prefill_waiting_source,prefill_waiting_growth_per_s,prefill_kv_cache_usage,prefill_proxy_inflight,decode_proxy_inflight,decode_metric_unix_ns,decode_metric_age_ms,decode_running,decode_waiting,decode_waiting_growth_per_s,decode_kv_cache_usage
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2,1,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00001-962a96977789,8d51fc3b85ec4fc697a8ae9083bf9378,c63f127dbe074bc0,1785511882271886004,1785511882272623779,1785511882274063516,1785511882297788579,1785511882332872175,1785511883240142525,0.737775,1.439737,2.177512,58.808659,29.26678548387097,966.079009,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00001-962a96977789,success,False,False,0,1,12337,,1785511882274063516,0.0,1785511882197197337,76.866179,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511882197197337,76.866179,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2,0,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00000-b5edbbad5a90,03854fdca2ea4b55b08055a7438c098f,3bb7b892e2ef4d05,1785511882251886004,1785511882260222205,1785511882261981500,1785511882296514299,1785511882331476892,1785511883243404968,8.336201,1.759295,10.095496,69.495392,29.41703470967742,981.423468,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00000-b5edbbad5a90,success,False,False,0,1,12336,,1785511882261981500,0.0,1785511882197197337,64.784163,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511882197197337,64.784163,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2,2,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00002-7817dc6c2da3,82f8a7307dbb446dbd824de8d32c645f,7bcf7b5f44ad4c8a,1785511882291886004,1785511882292346514,1785511882293404240,1785511882301249451,1785511882357047911,1785511883266535415,0.46051,1.057726,1.518236,63.643671,29.33830658064516,973.131175,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00002-7817dc6c2da3,success,False,False,0,1,12337,,1785511882293404240,0.0,1785511882197197337,96.206903,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511882197197337,96.206903,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2,3,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00003-f74b949ae7eb,e1e8754ed5dc4ac3a5d681d52c90874e,c9487d902e98478b,1785511882311886004,1785511882312247445,1785511882314307794,1785511882322528279,1785511882381183647,1785511883282540117,0.361441,2.060349,2.42179,66.875853,29.07601516129032,968.232323,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00003-f74b949ae7eb,success,False,False,0,1,12337,,1785511882314307794,0.0,1785511882197197337,117.110457,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511882197197337,117.110457,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2,4,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00004-7f7b2af68a69,bccb6a8333334f15b0cb8657b3fd76fe,daf6df9616ef4b80,1785511882331886004,1785511882334058227,1785511882335036617,1785511882341816574,1785511882406144249,1785511883307666891,2.172223,0.97839,3.150613,71.107632,29.081375548387097,972.630274,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00004-7f7b2af68a69,success,False,False,0,1,12383,,1785511882335036617,0.0,1785511882197197337,137.83928,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511882197197337,137.83928,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2,5,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00005-f64684e1ccc6,7a47533835904650965f6194554106e0,b0eebebe057d40e8,1785511882351886004,1785511882352872528,1785511882353863818,1785511882362320756,1785511882431494418,1785511883335009066,0.986524,0.99129,1.977814,77.6306,29.145633806451613,981.145248,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00005-f64684e1ccc6,success,False,False,0,1,12337,,1785511882353863818,0.0,1785511882197197337,156.666481,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511882197197337,156.666481,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2,7,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00007-bfd911e51172,273027bd55674f479e1fbe94c8daea9d,98dd1415c4ef44b5,1785511882391886004,1785511882392583232,1785511882393788890,1785511882401231999,1785511882461487822,1785511883366131755,0.697228,1.205658,1.902886,67.698932,29.18206235483871,972.342865,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00007-bfd911e51172,success,False,False,0,1,12364,,1785511882393788890,0.0,1785511882197197337,196.591553,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511882197197337,196.591553,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2,6,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00006-05ab4b75e1da,60bb5fd5f0b1422c8d39d63f8e56abce,abf2e780ec414616,1785511882371886004,1785511882373204648,1785511882374304755,1785511882383338001,1785511882462913939,1785511883369202751,1.318644,1.100107,2.418751,88.609184,29.235122967741937,994.897996,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00006-05ab4b75e1da,success,False,False,0,1,12337,,1785511882374304755,0.0,1785511882197197337,177.107418,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511882197197337,177.107418,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2,8,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00008-e756df9559bd,d07e772a591d49cf861c83bd41879498,89f88ef5e5634fff,1785511882411886004,1785511882412739126,1785511882413779471,1785511882429060249,1785511882517455764,1785511883426854044,0.853122,1.040345,1.893467,103.676293,29.335428387096773,1013.074573,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00008-e756df9559bd,success,False,False,0,1,12337,,1785511882413779471,0.0,1785511882197197337,216.582134,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511882197197337,216.582134,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2,9,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00009-21a3fdf834eb,bf7086f1708343578b2a5ee376deac44,ac7674c4111c4f30,1785511882431886004,1785511882432700545,1785511882433703648,1785511882440596431,1785511882518788884,1785511883427056269,0.814541,1.003103,1.817644,85.085236,29.298947903225805,993.352621,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt2-00009-21a3fdf834eb,success,False,False,0,1,12337,,1785511882433703648,0.0,1785511882197197337,236.506311,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511882197197337,236.506311,0.0,0.0,0.0,0.0
