unix_ts,workload_seq,target_freq_mhz,rx_bytes,tx_bytes,gpu_util_pct,gpu_power_w,gpu_sm_mhz,gpu_memory_used_mib
1784713566,0,360,25517004842,7560982660,0, 16.16, 210, 0
1784713568,0,360,25517108110,7561105268,0, 16.35, 360, 0
1784713570,0,360,25517396266,7561451278,0, 16.30, 360, 0
1784713572,0,360,25518025896,7562100992,0, 16.35, 360, 0
1784713574,0,360,25519908048,7563736524,0, 16.30, 360, 0
1784713576,0,360,25520442214,7564195674,0, 16.35, 360, 0
1784713578,0,360,25521186336,7564867500,0, 16.30, 360, 0
1784713580,0,360,25521983168,7565603566,0, 16.30, 360, 0
1784713583,0,360,25523009266,7566579784,0, 16.30, 360, 0
1784713585,0,360,25523653089,7567180264,0, 16.35, 360, 0
1784713587,0,360,25524107400,7567608155,0, 16.25, 360, 0
1784713589,0,360,25524215002,7567704327,0, 16.35, 360, 0
1784713591,0,360,25524592784,7568045139,0, 16.25, 360, 0
1784713593,0,360,25524826252,7568254069,0, 16.35, 360, 0
1784713595,0,360,25525347044,7568775141,0, 16.30, 360, 0
1784713597,0,360,25526126500,7569563163,0, 18.14, 360, 225
1784713600,0,360,25526716984,7570148955,0, 20.14, 360, 14147
1784713602,0,360,25527183713,7570572463,8, 20.71, 360, 14147
1784713604,0,360,25527185569,7570575665,10, 20.72, 360, 14147
1784713606,0,360,25527187391,7570583073,11, 20.68, 360, 14147
1784713608,0,360,25527188471,7570585421,2, 20.42, 360, 14111
1784713610,0,360,25527190619,7570589000,100, 34.38, 360, 14639
1784713612,0,360,25527193133,7570598028,24, 24.07, 360, 14127
1784713614,0,360,25527204418,7570610362,0, 20.23, 360, 14127
1784713616,0,360,25527207645,7570621806,0, 20.23, 360, 14127
1784713619,0,360,25527209651,7570625368,0, 20.23, 360, 14127
1784713621,0,360,25527211232,7570628150,0, 20.23, 360, 14127
1784713623,0,360,25527212763,7570632854,0, 20.23, 360, 14127
1784713625,0,360,25527213843,7570635694,0, 20.23, 360, 14127
1784713627,0,360,25527216328,7570641468,0, 22.69, 360, 18471
1784713629,0,360,25527638952,7571053966,0, 20.23, 360, 18471
1784713631,0,360,25527725606,7571124678,0, 20.24, 360, 18471
1784713634,0,360,25527800160,7571193399,0, 20.24, 360, 18471
1784713636,0,360,25527834218,7571241540,8, 20.31, 360, 18663
1784713638,1,360,25530238609,7571434429,0, 23.57, 360, 18663
1784713640,1,360,25530619756,7571740709,2, 20.36, 360, 18988
1784713642,1,360,25530666458,7571798909,0, 31.45, 360, 19020
1784713644,1,360,25530686101,7571823109,0, 20.64, 360, 18663
1784713646,1,360,25530688816,7571833291,0, 20.34, 360, 18663
1784713648,1,360,25530690412,7571837253,0, 20.33, 360, 18663
1784713651,1,360,25530692827,7571841591,0, 20.28, 360, 18663
1784713653,1,360,25530694554,7571845805,0, 20.23, 360, 18663
1784713655,1,360,25530696150,7571849947,0, 20.24, 360, 18663
1784713657,1,360,25530698195,7571854601,0, 20.34, 360, 18663
1784713659,1,360,25530700674,7571861377,0, 20.33, 360, 18663
1784713661,1,360,25530702401,7571865901,0, 20.33, 360, 18663
1784713663,1,360,25530703931,7571870353,0, 20.23, 360, 18663
1784713665,1,360,25530705658,7571875001,0, 20.23, 360, 18663
1784713668,1,360,25530707385,7571879709,0, 20.33, 360, 18663
1784713670,1,360,25530709510,7571884543,0, 20.33, 360, 18663
1784713672,1,360,25530711237,7571889371,0, 20.33, 360, 18663
1784713674,1,360,25530714824,7571900223,0, 20.33, 360, 18663
1784713676,1,360,25530717716,7571906293,0, 20.24, 360, 18663
1784713678,1,360,25531485227,7572736767,0, 20.29, 360, 18663
1784713680,1,360,25531515378,7572769341,0, 20.34, 360, 18663
1784713682,1,360,25531851193,7573067093,0, 20.34, 360, 18663
1784713684,1,360,25532513677,7573650559,0, 20.33, 360, 18663
1784713687,1,360,25532984542,7574533611,0, 20.33, 360, 18663
1784713689,1,360,25534345815,7575263631,0, 20.33, 360, 18663
1784713691,1,360,25534741802,7575608387,0, 20.33, 360, 18663
1784713693,1,360,25535385660,7576176323,0, 20.33, 360, 18663
1784713695,1,360,25535732769,7576500855,0, 20.33, 360, 18663
