scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,1745.483,4,512,436.37075,3.409146484375,True
D1,decode,686.157,4,512,171.53925,1.340150390625,True
P0,prefill,1963.904,4,512,490.976,3.83575,True
P1,prefill,2377.687,4,512,594.42175,4.643919921875,True
P_pool,prefill,4341.591,4,512,1085.39775,8.479669921875,True
D_pool,decode,2431.64,4,512,607.91,4.749296875,True
all_GPU_boards,all,6773.231,4,512,1693.30775,13.228966796875,True
