request_id,input_len,requested_output_len,observed_output_tokens,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,mean_itl_ms,e2e_latency_ms,prefill_latency_ms,decode_stream_latency_ms,real_sse,logical_request_id_propagated
phase3c-b03-r04-feedback_dvfs_only-both_heavy-0000,512,128,128,P0,D0,240.2712169860024,58.05152533076315,58.048207574756816,7612.814933992922,153.02038702066056,7454.441383015364,True,True
phase3c-b03-r04-feedback_dvfs_only-both_heavy-0001,512,128,128,P0,D0,235.77561098500155,58.06401420492811,58.061250118129905,7609.905415010871,148.7706819898449,7455.161513003986,True,True
phase3c-b03-r04-feedback_dvfs_only-both_heavy-0002,512,128,128,P0,D0,235.2233650162816,58.06363334647365,58.06106514953751,7609.304800018435,150.4271760059055,7453.390459995717,True,True
phase3c-b03-r04-feedback_dvfs_only-both_heavy-0003,512,128,128,P0,D0,235.3977599996142,58.062537826733355,58.0588681653131,7609.34006399475,150.70982300676405,7452.451630990254,True,True
