unix_second,endpoint,mean_sensor_power_w,mean_clock_mhz,samples
1789079804,P0,78.774,2520,17
1789079805,P0,79.1184705882353,2520,17
1789079806,P0,79.71505882352942,2520,17
1789079807,P0,79.40558823529412,2520,17
1789079808,P0,79.15435294117647,2520,17
1789079809,P0,79.03235294117647,2520,17
1789079810,P0,79.29870588235295,2520,17
1789079811,P0,87.7120588235294,2520,17
1789079812,P0,89.01988235294118,2520,17
1789079813,P0,81.49282352941177,2520,17
1789079814,P0,79.87776470588236,2520,17
1789079815,P0,93.88058823529411,2520,17
1789079816,P0,86.74035294117647,2520,17
1789079817,P0,79.99123529411764,2520,17
1789079818,P0,81.50811764705882,2520,17
1789079819,P0,89.73464705882353,2520,17
1789079820,P0,83.78999999999999,2520,17
1789079821,P0,79.51041176470588,2520,17
1789079822,P0,79.1121111111111,2520,18
1789079823,P0,77.34043750000001,2216.25,16
1789079824,P0,70.23805882352941,900,17
1789079825,P0,67.84152941176471,900,17
1789079826,P0,63.147294117647064,900,17
1789079827,P0,61.77552941176471,900,17
1789079828,P0,61.704352941176474,900,17
1789079829,P0,61.35617647058823,900,17
1789079830,P0,60.93752941176471,900,17
1789079831,P0,60.77629411764706,900,17
1789079832,P0,60.789625,900,16
1789079833,P0,60.87976470588235,900,17
1789079834,P0,68.502,900,17
1789079835,P0,65.98841176470589,900,17
1789079836,P0,61.49064705882353,900,17
1789079837,P0,61.23541176470588,900,17
1789079838,P0,61.151411764705884,900,17
1789079839,P0,61.14858823529411,900,17
1789079840,P0,61.174,900,17
1789079841,P0,61.151411764705884,900,17
1789079842,P0,61.126,900,17
1789079843,P0,61.178937499999996,900,16
1789079844,P0,66.96388235294118,900,17
1789079845,P0,66.096,900,17
1789079846,P0,61.39217647058823,900,17
1789079847,P0,61.12558823529412,900,17
1789079848,P0,61.052,900,17
1789079849,P0,61.10941176470588,900,17
1789079850,P0,61.174470588235295,900,17
1789079851,P0,61.15194117647059,900,17
1789079852,P0,61.126,900,17
1789079853,P0,61.200375,900,16
1789079854,P0,67.07564705882353,900,17
1789079855,P0,68.93605882352941,900,17
1789079856,P0,63.992294117647056,900,17
1789079857,P0,60.919823529411765,900,17
1789079858,P0,60.93123529411765,900,17
1789079859,P0,61.003,900,17
1789079860,P0,61.003,900,17
1789079861,P0,61.06811764705882,900,17
1789079862,P0,61.126,900,17
