unix_ns,monotonic_ns,elapsed_s,role,running,waiting,kv_cache_usage,scrape_ok,error
1785491503275249702,1116873344985868,0.026320704026147723,prefill,0.0,0.0,0.0,True,
1785491503301468917,1116873367260630,0.048595162108540535,decode,0.0,0.0,0.0,True,
1785491503828731836,1116873897185036,0.5785198721569031,prefill,0.0,0.0,0.0,True,
1785491503853669014,1116873914414585,0.5957489481661469,decode,0.0,0.0,0.0,True,
1785491504375094456,1116874443734861,1.1250697830691934,prefill,0.0,0.0,0.0,True,
1785491504400218846,1116874462226930,1.1435612090863287,decode,0.0,0.0,0.0,True,
