mono_s,power_w,sm_mhz,energy_mj
1867820.623,248.94,2505,86122242829
1867820.727,233.85,2520,86122250624
1867820.832,205.43,2520,86122258634
1867820.944,208.12,1770,86122294517
1867821.051,194.41,1650,86122331595
1867821.164,209.12,1650,86122367055
1867821.269,208.16,1710,86122403252
1867821.375,207.83,1710,86122439191
1867821.484,218.84,1845,86122473798
1867821.588,232.64,2490,86122482545
1867821.692,219.15,2505,86122498450
1867821.805,233.46,2505,86122506340
1867821.909,233.51,2505,86122514177
1867822.013,219.87,2520,86122528159
1867822.121,167.55,2520,86122536229
1867822.226,142.63,2520,86122544188
1867822.330,118.62,2520,86122552153
1867822.434,93.71,2520,86122560072
1867822.541,82.92,2520,86122568180
1867822.647,91.46,2040,86122599858
1867822.752,90.25,2505,86122608266
1867822.862,89.30,2505,86122616191
1867822.967,90.00,2505,86122624080
1867823.071,89.22,2520,86122631879
1867823.181,88.76,2520,86122639882
1867823.288,118.73,1800,86122667183
1867823.393,118.63,2490,86122686237
1867823.504,119.45,2505,86122694144
1867823.608,119.01,2505,86122701998
1867823.713,115.40,2520,86122709801
1867823.821,107.74,2520,86122729435
1867823.925,118.66,2520,86122738622
1867824.029,118.84,2520,86122746558
1867824.134,118.70,2520,86122754508
1867824.241,118.45,2520,86122762464
1867824.345,91.87,2520,86122770369
1867824.451,119.37,1830,86122794883
1867824.561,151.37,1710,86122833182
1867824.667,168.86,1665,86122866619
1867824.773,194.23,1665,86122902298
1867824.883,221.27,1800,86122937591
1867824.989,249.33,1770,86122973193
1867825.093,249.07,2460,86122996024
1867825.207,250.05,2505,86123003975
1867825.311,250.00,2505,86123011879
1867825.421,249.82,2505,86123019708
1867825.526,213.38,2520,86123033643
1867825.630,187.24,2520,86123042155
1867825.740,163.19,2520,86123050179
1867825.844,138.04,2520,86123058159
1867825.949,112.91,2520,86123066116
1867826.053,87.20,2520,86123074017
1867826.162,117.18,1800,86123106120
1867826.287,145.48,1770,86123142962
1867826.393,163.94,1740,86123187793
1867826.502,164.06,2310,86123195951
1867826.606,165.32,2505,86123203822
1867826.710,165.26,2505,86123211681
1867826.821,165.00,2505,86123219567
1867826.925,157.52,2520,86123240460
1867827.032,197.86,1680,86123286600
1867827.145,237.46,1665,86123313090
1867827.251,235.34,1695,86123348984
1867827.362,234.79,1650,86123384142
1867827.467,249.93,1680,86123419996
1867827.571,250.44,2415,86123445466
1867827.686,249.57,2505,86123453684
1867827.792,246.24,2505,86123469257
1867827.903,250.69,2505,86123477212
1867828.007,218.09,2520,86123485130
1867828.112,206.34,2520,86123518554
1867828.246,191.85,1680,86123554897
1867828.352,193.55,1650,86123590862
1867828.460,194.12,1680,86123626792
1867828.566,208.67,1755,86123662226
1867828.672,220.26,2190,86123696481
1867828.806,220.79,2430,86123713960
1867828.911,224.72,2505,86123721844
1867829.020,220.66,2505,86123729817
1867829.125,233.81,2505,86123737705
1867829.231,220.15,2520,86123764434
1867829.366,184.46,2400,86123797704
1867829.472,156.33,2505,86123806024
1867829.580,150.00,2505,86123813496
1867829.685,125.21,2505,86123821406
1867829.789,114.15,2520,86123829316
1867829.899,114.14,2520,86123867929
1867830.010,131.72,2325,86123876876
1867830.120,131.53,2505,86123884883
1867830.225,131.28,2505,86123892751
1867830.329,126.61,2505,86123900682
1867830.439,98.97,2520,86123908570
1867830.544,94.29,2520,86123944226
1867830.650,131.12,1785,86123969418
1867830.761,145.60,1785,86124006412
1867830.865,180.58,2145,86124020948
1867830.975,170.27,2505,86124028541
1867831.080,157.42,2505,86124036404
1867831.185,157.68,2520,86124044365
1867831.289,158.29,2520,86124075551
1867831.404,198.46,1785,86124109474
1867831.510,208.34,2370,86124118484
1867831.622,195.86,2505,86124125999
1867831.726,151.71,2505,86124133952
1867831.830,145.18,2505,86124141836
1867831.938,118.90,2520,86124149718
1867832.050,119.62,2520,86124168962
1867832.158,124.07,2520,86124177448
1867832.262,124.04,2520,86124185373
1867832.366,124.07,2520,86124193345
1867832.471,123.69,2520,86124201352
1867832.578,94.17,2520,86124209307
1867832.686,89.13,2490,86124235144
1867832.790,88.49,2505,86124251112
1867832.901,90.35,2505,86124259007
1867833.005,90.24,2520,86124266804
1867833.110,89.47,2520,86124274774
1867833.221,86.09,2355,86124298668
1867833.326,88.34,2505,86124306801
1867833.430,88.10,2505,86124314691
1867833.539,87.84,2505,86124322654
1867833.643,87.32,2520,86124330461
1867833.748,86.80,2520,86124338639
1867833.860,84.77,1800,86124380146
1867833.965,115.86,2115,86124395722
1867834.069,116.08,2490,86124403548
1867834.179,115.93,2505,86124411512
1867834.283,112.19,2520,86124419401
1867834.388,110.44,2520,86124443467
1867834.502,145.76,2175,86124464551
1867834.607,139.57,2505,86124472294
1867834.718,145.41,2505,86124480329
1867834.823,139.40,2505,86124488225
1867834.927,139.22,2520,86124496071
1867835.037,110.13,2520,86124508636
1867835.144,131.51,2010,86124547356
1867835.252,165.97,1680,86124583300
1867835.359,193.25,1650,86124618805
1867835.465,219.91,1695,86124654072
1867835.571,232.20,1680,86124690026
1867835.680,228.12,1680,86124722046
1867835.803,234.02,2505,86124738606
1867835.909,249.02,2505,86124746558
1867836.018,225.45,2505,86124754545
1867836.122,212.54,2520,86124762409
1867836.234,187.84,2175,86124787906
1867836.340,162.78,2505,86124795976
1867836.445,137.87,2505,86124803880
1867836.549,112.83,2505,86124811775
1867836.658,88.18,2520,86124819665
1867836.762,83.71,2520,86124827627
1867836.868,83.71,2025,86124866989
1867836.993,134.30,1710,86124930314
1867837.102,159.76,1665,86124965835
1867837.207,209.94,1680,86125001201
1867837.318,233.01,1680,86125036467
1867837.424,276.13,1695,86125072064
1867837.530,283.25,1680,86125107217
1867837.639,330.94,1665,86125143234
1867837.744,356.38,1545,86125177480
1867837.850,355.05,1560,86125210749
1867837.959,352.01,1620,86125244963
1867838.063,323.79,2295,86125269166
1867838.182,294.64,2460,86125277602
1867838.287,276.66,2505,86125285243
1867838.394,241.93,2505,86125301240
1867838.504,227.51,2520,86125309198
1867838.608,189.08,1785,86125337621
1867838.742,189.08,1650,86125378796
1867838.848,205.02,1665,86125408845
1867838.958,192.71,1710,86125444227
1867839.064,207.36,1680,86125479959
1867839.170,232.93,1680,86125515797
1867839.278,258.94,1695,86125551112
1867839.384,282.33,1650,86125586878
1867839.490,329.12,1680,86125656499
1867839.602,354.28,1560,86125690129
1867839.707,352.62,1530,86125724030
1867839.818,322.91,2295,86125749298
1867839.923,294.46,2490,86125757539
1867840.027,276.18,2505,86125765186
1867840.141,251.26,2505,86125773425
1867840.246,213.12,2520,86125781384
1867840.355,201.78,2520,86125789463
1867840.463,204.46,1920,86125825750
1867840.567,178.55,2310,86125847532
1867840.677,155.43,2505,86125855315
1867840.781,132.33,2505,86125863345
1867840.886,108.88,2505,86125871370
1867840.995,109.45,2520,86125893843
1867841.103,134.44,2520,86125912529
1867841.208,139.32,2505,86125920501
1867841.316,134.04,2505,86125928578
1867841.421,109.11,2520,86125936470
1867841.525,106.61,2520,86125944500
1867841.635,140.94,2145,86125960527
1867841.741,140.94,1665,86126005880
1867841.846,185.21,1680,86126032752
1867841.956,185.80,1935,86126061498
1867842.060,167.63,2445,86126069220
1867842.164,160.10,2505,86126076901
1867842.269,160.34,2505,86126084900
1867842.376,160.39,2505,86126092966
1867842.481,160.83,2520,86126100871
1867842.586,197.70,1665,86126165110
1867842.700,194.56,1695,86126200664
1867842.806,208.93,1695,86126236285
1867842.917,205.54,1695,86126271519
1867843.023,232.56,1650,86126307646
1867843.129,258.51,1680,86126343300
1867843.235,283.22,1665,86126378834
1867843.341,330.68,1665,86126414545
1867843.447,355.30,1545,86126448277
1867843.557,353.97,1560,86126481906
1867843.663,351.88,1605,86126515820
1867843.776,326.95,2295,86126541435
1867843.881,291.79,2490,86126551296
1867843.990,278.36,2505,86126565541
1867844.099,253.69,2505,86126573611
1867844.204,228.89,2520,86126581629
1867844.315,204.47,2520,86126623646
1867844.423,169.24,2415,86126639073
1867844.529,161.25,2505,86126647062
1867844.636,137.58,2505,86126655087
1867844.740,113.30,2505,86126663151
1867844.845,113.19,2520,86126671095
1867844.954,139.94,2220,86126683743
1867845.059,139.28,2400,86126712636
1867845.163,139.26,2505,86126720500
1867845.267,138.79,2505,86126728482
1867845.375,133.71,2505,86126736572
1867845.480,103.69,2520,86126744532
1867845.596,108.33,2520,86126765336
1867845.700,108.52,2520,86126773377
1867845.805,108.66,2520,86126781392
1867845.914,108.77,2520,86126789460
1867846.018,108.65,2520,86126797492
1867846.123,86.61,2520,86126817918
1867846.236,119.83,2460,86126839800
1867846.340,119.64,2505,86126847686
1867846.445,119.33,2505,86126855677
1867846.555,114.16,2505,86126863795
1867846.659,111.34,2520,86126871689
1867846.764,139.90,2040,86126884676
1867846.874,167.60,1755,86126921794
1867846.980,194.96,1755,86126957667
1867847.085,196.14,2385,86126995289
1867847.212,163.43,2475,86127002236
1867847.317,157.27,2505,86127010306
1867847.422,157.75,2505,86127018295
1867847.526,165.40,2520,86127026514
1867847.637,158.02,2520,86127046059
1867847.742,158.70,2520,86127054169
1867847.846,135.35,2520,86127062202
1867847.953,110.08,2520,86127070270
1867848.057,85.05,2520,86127078279
1867848.162,105.54,2040,86127090442
1867848.275,133.85,1740,86127127688
1867848.401,133.17,2430,86127151166
1867848.505,128.88,2505,86127159188
1867848.614,128.83,2505,86127167255
1867848.719,132.43,2505,86127175184
1867848.823,127.92,2520,86127192037
1867848.935,164.04,1785,86127228687
1867849.043,191.15,1740,86127263839
1867849.154,194.65,2325,86127288632
1867849.260,167.12,2505,86127296245
1867849.364,159.39,2505,86127304261
1867849.474,160.50,2505,86127312360
1867849.578,160.17,2520,86127320299
1867849.685,160.75,2025,86127364326
1867849.798,196.35,1650,86127400017
1867849.904,211.53,1650,86127436188
1867850.013,193.62,1650,86127471940
1867850.119,193.84,1650,86127508060
1867850.225,222.40,1650,86127543855
1867850.334,234.53,2070,86127558000
1867850.440,234.36,2400,86127565953
1867850.545,248.91,2505,86127574055
1867850.654,248.53,2520,86127582163
1867850.758,233.64,2520,86127590131
1867850.865,238.12,1590,86127610218
1867850.974,211.90,2490,86127631077
1867851.078,186.86,2505,86127638930
1867851.183,161.53,2505,86127646980
1867851.293,115.12,2520,86127663041
1867851.398,112.17,2520,86127671734
1867851.503,124.41,1785,86127708360
1867851.614,156.28,1740,86127743390
1867851.720,174.87,1635,86127780364
1867851.826,211.54,1635,86127815819
1867851.934,224.70,1680,86127850676
1867852.040,219.65,1755,86127881259
1867852.146,235.40,2505,86127889416
1867852.253,221.95,2505,86127897314
1867852.358,234.84,2505,86127905379
1867852.462,221.65,2520,86127913448
1867852.572,209.57,2220,86127921461
1867852.678,195.13,1770,86127954491
1867852.784,164.37,1755,86127987895
1867852.898,138.94,2505,86127995845
1867853.002,134.07,2505,86128003854
1867853.113,109.21,2505,86128011987
1867853.217,106.63,2520,86128019992
1867853.324,107.44,2520,86128059225
1867853.438,142.26,1665,86128095129
1867853.544,161.96,1650,86128131025
1867853.653,196.74,1635,86128166967
1867853.760,211.75,1650,86128203215
1867853.865,241.42,2220,86128238897
1867853.998,253.14,2490,86128259633
1867854.102,239.00,2505,86128268983
1867854.212,252.97,2505,86128275905
1867854.317,254.80,2505,86128283903
1867854.426,239.29,2520,86128306000
1867854.558,239.15,1665,86128342073
1867854.664,238.38,1650,86128377521
1867854.772,197.18,2295,86128402144
1867854.878,167.76,2505,86128411011
1867854.983,161.41,2505,86128425852
1867855.094,169.16,2505,86128433954
1867855.198,161.22,2520,86128441957
1867855.304,162.14,1995,86128479029
1867855.416,199.48,1635,86128513150
1867855.522,213.42,1605,86128549296
1867855.633,209.29,1650,86128584941
1867855.739,210.27,1650,86128620661
1867855.844,210.63,1650,86128657323
1867855.952,237.07,2265,86128668348
1867856.057,252.20,2445,86128676641
1867856.161,236.04,2505,86128684456
1867856.272,251.06,2520,86128692579
1867856.376,236.11,2520,86128700603
1867856.482,236.63,1755,86128758135
1867856.604,200.18,1755,86128765349
1867856.712,190.41,2505,86128773445
1867856.816,145.53,2505,86128781497
1867856.921,139.72,2505,86128789576
1867857.031,113.69,2520,86128797601
1867857.135,113.93,2520,86128815621
1867857.240,134.44,2520,86128826092
1867857.350,134.37,2520,86128834293
1867857.454,139.15,2520,86128842344
1867857.559,134.03,2520,86128850440
1867857.663,102.36,2445,86128858502
1867857.772,130.22,1830,86128885680
1867857.878,168.49,1710,86128930397
1867857.984,191.57,2310,86128972032
1867858.096,191.80,2505,86128979983
1867858.201,169.59,2505,86128988068
1867858.311,169.45,2505,86128996221
1867858.415,169.28,2520,86129004170
1867858.520,161.59,2520,86129025001
1867858.632,202.63,1755,86129063786
1867858.738,230.26,1740,86129096548
1867858.843,240.69,1995,86129119560
1867858.965,182.78,2505,86129127846
1867859.071,161.77,2505,86129135902
1867859.176,161.42,2520,86129143994
1867859.280,161.92,2520,86129163189
1867859.397,177.06,2520,86129180585
1867859.501,177.33,2520,86129188629
1867859.609,177.12,2520,86129196760
1867859.713,146.85,2520,86129204793
1867859.818,120.75,2520,86129212866
1867859.922,97.57,2520,86129233544
1867860.031,128.02,2160,86129252869
1867860.136,131.83,2505,86129260798
1867860.240,127.24,2505,86129268854
1867860.351,131.17,2505,86129276999
1867860.455,114.44,2520,86129284950
1867860.559,111.58,2520,86129293036
1867860.669,111.52,2520,86129306071
1867860.777,88.04,2520,86129309650
1867860.881,86.33,2520,86129325732
1867860.986,85.72,2520,86129333662
1867861.090,85.72,2520,86129341512
1867861.194,85.72,2520,86129349353
1867861.299,85.72,2520,86129357244
1867861.403,85.72,2520,86129365129
1867861.507,85.72,2520,86129372999
1867861.612,85.72,2520,86129380925
1867861.716,85.72,2520,86129388817
1867861.820,85.72,2520,86129396724
1867861.924,85.72,2520,86129404683
1867862.029,79.93,2520,86129412595
1867862.133,79.93,2520,86129420560
1867862.237,79.93,2520,86129428498
1867862.342,79.93,2520,86129436482
1867862.446,79.93,2520,86129444482
1867862.550,79.93,2520,86129452444
1867862.655,79.93,2520,86129460493
1867862.759,79.93,2520,86129468457
1867862.863,79.93,2520,86129476498
1867862.967,79.93,2520,86129484575
1867863.072,80.62,2520,86129492542
1867863.176,80.62,2520,86129500620
1867863.280,80.62,2520,86129516505
1867863.385,80.62,2520,86129524345
1867863.489,80.62,2520,86129532171
1867863.593,80.62,2520,86129540007
1867863.697,80.62,2520,86129547859
1867863.802,80.62,2520,86129555742
1867863.906,80.62,2520,86129563566
1867864.016,80.77,2520,86129571518
1867864.120,80.77,2520,86129579398
1867864.225,80.77,2520,86129587316
1867864.329,80.77,2520,86129595270
1867864.433,80.77,2520,86129603196
1867864.537,80.77,2520,86129611152
1867864.642,80.77,2520,86129619171
1867864.746,80.77,2520,86129627118
1867864.850,80.77,2520,86129635120
1867864.955,80.77,2520,86129643062
1867865.059,79.80,2520,86129651039
1867865.163,79.80,2520,86129659095
1867865.267,79.80,2520,86129667085
1867865.372,79.80,2520,86129675145
1867865.476,79.80,2520,86129683128
1867865.580,79.80,2520,86129698978
1867865.684,79.80,2520,86129706742
1867865.789,79.80,2520,86129714589
1867865.893,79.80,2520,86129722415
1867865.998,79.92,2520,86129730350
1867866.102,79.92,2520,86129738196
1867866.206,79.92,2520,86129746068
1867866.310,79.92,2520,86129753891
1867866.415,79.92,2520,86129761789
1867866.519,79.92,2520,86129769688
1867866.623,79.92,2520,86129777558
1867866.728,79.92,2520,86129785466
1867866.832,79.92,2520,86129793406
1867866.936,79.92,2520,86129801278
1867867.041,79.82,2520,86129809209
1867867.145,79.82,2520,86129817183
1867867.249,79.82,2520,86129825118
1867867.353,79.82,2520,86129833106
1867867.458,79.82,2520,86129841149
1867867.562,79.82,2520,86129849118
1867867.666,79.82,2520,86129857177
1867867.771,79.82,2520,86129865255
1867867.875,79.82,2520,86129873277
1867867.979,81.75,2520,86129889144
1867868.084,81.75,2520,86129896886
1867868.188,81.75,2520,86129904709
1867868.292,81.75,2520,86129912533
1867868.397,81.75,2520,86129920340
1867868.501,81.75,2520,86129928178
1867868.605,81.75,2520,86129936023
1867868.710,81.75,2520,86129943831
1867868.814,81.75,2520,86129951704
1867868.918,81.75,2520,86129959570
1867869.023,81.75,2520,86129967435
1867869.127,81.75,2520,86129975322
1867869.231,81.75,2520,86129983255
1867869.335,81.75,2520,86129991126
1867869.440,81.75,2520,86129999088
1867869.544,81.75,2520,86130007057
1867869.648,81.75,2520,86130014981
1867869.753,81.75,2520,86130022972
1867869.857,81.75,2520,86130030987
1867869.961,81.75,2520,86130038950
1867870.066,80.04,2520,86130046942
1867870.170,80.04,2520,86130054895
1867870.276,80.04,2520,86130063162
1867870.380,80.04,2520,86130078933
1867870.484,80.04,2520,86130086691
1867870.589,80.04,2520,86130094495
1867870.693,80.04,2520,86130102289
1867870.797,80.04,2520,86130110094
1867870.901,80.04,2520,86130117931
1867871.005,79.67,2520,86130125791
1867871.110,79.67,2520,86130133613
1867871.214,79.67,2520,86130141462
1867871.318,79.67,2520,86130149334
1867871.423,79.67,2520,86130157161
1867871.527,79.67,2520,86130165055
1867871.631,79.67,2520,86130172970
1867871.735,79.67,2520,86130180824
1867871.840,79.67,2520,86130188766
1867871.944,79.67,2520,86130196650
1867872.048,79.33,2520,86130204550
1867872.152,79.33,2520,86130212542
1867872.257,79.33,2520,86130220486
1867872.361,79.33,2520,86130228516
1867872.465,79.33,2520,86130236563
1867872.570,79.33,2520,86130244508
1867872.674,79.33,2520,86130252561
1867872.778,79.33,2520,86130268387
1867872.882,79.33,2520,86130276200
1867872.987,79.33,2520,86130284049
1867873.091,79.33,2520,86130291825
1867873.196,79.33,2520,86130299679
1867873.300,79.33,2520,86130307506
1867873.405,79.33,2520,86130315338
1867873.509,79.33,2520,86130323184
1867873.613,79.33,2520,86130331044
1867873.717,79.33,2520,86130338900
1867873.822,79.33,2520,86130346755
1867873.926,79.33,2520,86130354635
1867874.030,78.94,2520,86130362498
1867874.134,78.94,2520,86130370383
1867874.239,78.94,2520,86130378324
1867874.343,78.94,2520,86130386203
1867874.447,78.94,2520,86130394163
1867874.552,78.94,2520,86130402145
1867874.656,78.94,2520,86130410063
1867874.760,78.94,2520,86130418063
1867874.865,78.94,2520,86130426091
1867874.969,78.94,2520,86130434059
1867875.073,80.26,2520,86130442052
1867875.177,80.26,2520,86130457708
1867875.282,80.26,2520,86130465474
1867875.386,80.26,2520,86130473246
1867875.490,80.26,2520,86130481022
1867875.595,80.26,2520,86130488839
1867875.699,80.26,2520,86130496666
1867875.803,80.26,2520,86130504463
1867875.908,80.16,2520,86130512304
1867876.012,80.16,2520,86130520096
1867876.116,80.16,2520,86130527949
1867876.221,80.16,2520,86130535801
1867876.325,80.16,2520,86130543684
1867876.429,80.16,2520,86130551587
1867876.534,80.16,2520,86130559477
1867876.638,80.16,2520,86130567417
1867876.742,80.16,2520,86130575279
1867876.846,80.16,2520,86130583230
1867876.951,79.57,2520,86130591213
1867877.055,79.57,2520,86130599098
1867877.159,79.57,2520,86130607064
1867877.264,79.57,2520,86130615095
1867877.368,79.57,2520,86130623034
1867877.472,79.57,2520,86130631065
1867877.577,79.57,2520,86130646711
1867877.681,79.57,2520,86130654460
1867877.785,79.57,2520,86130662229
1867877.890,79.69,2520,86130669993
1867877.994,79.69,2520,86130677829
1867878.098,79.69,2520,86130685629
1867878.202,79.69,2520,86130693402
1867878.307,79.69,2520,86130701225
1867878.411,79.69,2520,86130709024
1867878.515,79.69,2520,86130716845
1867878.619,79.69,2520,86130724726
1867878.724,79.69,2520,86130732545
1867878.828,79.69,2520,86130740412
1867878.932,78.96,2520,86130748332
1867879.037,78.96,2520,86130756173
1867879.141,78.96,2520,86130764090
1867879.245,78.96,2520,86130772050
1867879.350,78.96,2520,86130779952
1867879.454,78.96,2520,86130787917
1867879.558,78.96,2520,86130795926
1867879.663,78.96,2520,86130803880
1867879.767,78.96,2520,86130811891
1867879.871,78.96,2520,86130819935
1867879.976,81.26,2520,86130835734
1867880.080,81.26,2520,86130843475
1867880.184,81.26,2520,86130851224
1867880.289,81.26,2520,86130858952
1867880.393,81.26,2520,86130866749
1867880.497,81.26,2520,86130874510
1867880.601,81.26,2520,86130882279
1867880.706,81.26,2520,86130890110
1867880.810,81.26,2520,86130897991
1867880.919,81.36,2520,86130906209
1867881.023,81.36,2520,86130914795
1867881.127,81.36,2520,86130922607
1867881.232,81.36,2520,86130930508
1867881.336,81.36,2520,86130938355
1867881.440,81.36,2520,86130946325
1867881.545,81.36,2520,86130954269
1867881.649,81.36,2520,86130962170
1867881.753,81.36,2520,86130970112
1867881.858,81.36,2520,86130978099
1867881.962,80.62,2520,86130986016
1867882.066,80.62,2520,86130993821
1867882.170,80.62,2520,86131001727
1867882.275,80.62,2520,86131017521
1867882.379,80.62,2520,86131025265
1867882.483,80.62,2520,86131032991
1867882.587,80.62,2520,86131040797
1867882.692,80.62,2520,86131048578
1867882.796,80.62,2520,86131056363
1867882.900,78.72,2520,86131064171
1867883.004,78.72,2520,86131072019
1867883.109,78.72,2520,86131079830
1867883.213,78.72,2520,86131087671
1867883.317,78.72,2520,86131095528
1867883.421,78.72,2520,86131103335
1867883.526,78.72,2520,86131111199
1867883.630,78.72,2520,86131119086
1867883.734,78.72,2520,86131126930
1867883.839,78.72,2520,86131134851
1867883.943,79.30,2520,86131142703
1867884.047,79.30,2520,86131150671
1867884.151,79.30,2520,86131158621
1867884.256,79.30,2520,86131166530
1867884.360,79.30,2520,86131174497
1867884.464,79.30,2520,86131182505
1867884.568,79.30,2520,86131190458
1867884.673,79.30,2520,86131206370
1867884.778,79.30,2520,86131214113
1867884.882,79.30,2520,86131221817
1867884.986,79.30,2520,86131229588
1867885.091,79.30,2520,86131237332
1867885.195,79.30,2520,86131245155
1867885.299,79.30,2520,86131252959
1867885.404,79.30,2520,86131260755
1867885.508,79.30,2520,86131268553
1867885.612,79.30,2520,86131276369
1867885.716,79.30,2520,86131284209
1867885.821,79.30,2520,86131291995
1867885.925,78.59,2520,86131299845
1867886.029,78.59,2520,86131307770
1867886.133,78.59,2520,86131315625
1867886.238,78.59,2520,86131323532
1867886.342,78.59,2520,86131331463
1867886.446,78.59,2520,86131339361
1867886.550,78.59,2520,86131347327
1867886.655,78.59,2520,86131355210
1867886.759,78.59,2520,86131363154
1867886.863,78.59,2520,86131371159
1867886.968,80.19,2520,86131379089
1867887.072,80.19,2520,86131394800
1867887.177,80.19,2520,86131402533
1867887.281,80.19,2520,86131410312
1867887.386,80.19,2520,86131418067
1867887.490,80.19,2520,86131425823
1867887.594,80.19,2520,86131433642
1867887.698,80.19,2520,86131441435
1867887.803,80.19,2520,86131449208
1867887.907,80.31,2520,86131457052
1867888.011,80.31,2520,86131464932
1867888.116,80.31,2520,86131472731
1867888.220,80.31,2520,86131480611
1867888.324,80.31,2520,86131488419
1867888.428,80.31,2520,86131496280
1867888.533,80.31,2520,86131504137
1867888.637,80.31,2520,86131512016
1867888.741,80.31,2520,86131519925
1867888.846,80.31,2520,86131527805
1867888.950,79.45,2520,86131535752
1867889.056,79.45,2520,86131543565
1867889.161,79.45,2520,86131551527
1867889.265,79.45,2520,86131559543
1867889.369,79.45,2520,86131567493
1867889.473,79.45,2520,86131583234
1867889.578,79.45,2520,86131591020
1867889.682,79.45,2520,86131598757
1867889.786,79.45,2520,86131606502
1867889.890,79.45,2520,86131614250
1867889.995,79.45,2520,86131622046
1867890.099,79.45,2520,86131629810
1867890.203,79.45,2520,86131637583
1867890.307,79.45,2520,86131645361
1867890.412,79.45,2520,86131653170
1867890.516,79.45,2520,86131660972
1867890.620,79.45,2520,86131668826
1867890.725,79.45,2520,86131676661
1867890.829,79.45,2520,86131684530
1867890.933,79.06,2520,86131692420
