phase,freq_mhz,input_len,burst_size,rep,send_mono_s,status,error,ttft_ms,tpot_ms,tokens,latency_ms,rank,burst_energy_j,burst_duration_ms
bursts_k1,2520,1024,8,1,1867855.176317763,ok,,624.9790210276842,,1,625.0076349824667,7,223.369,627.2462750785053
bursts_k1,2520,1024,2,2,1867856.331067302,ok,,152.47601503506303,,1,152.5476099923253,0,57.532,152.8741919901222
bursts_k1,2520,1024,2,2,1867856.331614781,ok,,152.08812500350177,,1,152.12862309999764,1,57.532,152.8741919901222
bursts_k1,2520,128,2,2,1867857.030256497,ok,,38.437592098489404,,1,38.5086031164974,0,18.02,63.679506070911884
bursts_k1,2520,128,2,2,1867857.03077675,ok,,62.836061930283904,,1,62.90434091351926,1,18.02,63.679506070911884
bursts_k1,2520,1024,4,2,1867857.612343885,ok,,88.47078890539706,,1,88.5407910682261,0,99.308,303.7308759521693
bursts_k1,2520,1024,4,2,1867857.612812069,ok,,302.7841860894114,,1,302.85202502273023,1,99.308,303.7308759521693
bursts_k1,2520,1024,4,2,1867857.613158494,ok,,302.58652893826365,,1,302.6258919853717,2,99.308,303.7308759521693
bursts_k1,2520,1024,4,2,1867857.613458967,ok,,302.3771829903126,,1,302.40789288654923,3,99.308,303.7308759521693
bursts_k1,2520,2048,2,4,1867858.438265621,ok,,155.88428196497262,,1,155.9540161397308,0,92.378,304.41919201985
bursts_k1,2520,2048,2,4,1867858.438933231,ok,,303.45888109877706,,1,303.52824414148927,1,92.378,304.41919201985
bursts_k1,2520,128,2,3,1867859.263128721,ok,,37.619227077811956,,1,37.68783016130328,0,11.221,62.98321089707315
bursts_k1,2520,128,2,3,1867859.26358636,ok,,62.21387186087668,,1,62.28124396875501,1,11.221,62.98321089707315
bursts_k1,2520,1024,1,1,1867859.841616539,ok,,83.62588984891772,,1,83.69634603150189,0,20.678,83.91502685844898
bursts_freq,2115,2048,1,2,1867930.967609967,ok,,157.86497783847153,,1,157.95581694692373,0,35.72,158.28218590468168
bursts_freq,2115,128,2,2,1867931.643169097,ok,,38.608978036791086,,1,38.68438513018191,0,7.336,63.60410596244037
bursts_freq,2115,128,2,2,1867931.64364243,ok,,62.9247659817338,,1,62.9500150680542,1,7.336,63.60410596244037
bursts_freq,2115,128,8,2,1867932.223191523,ok,,50.86388601921499,,1,50.94999494031072,0,10.77,109.44407107308507
bursts_freq,2115,128,8,2,1867932.22366196,ok,,50.708538852632046,,1,50.76208198443055,1,10.77,109.44407107308507
bursts_freq,2115,128,8,2,1867932.2239234,ok,,108.17028000019491,,1,108.20955294184387,2,10.77,109.44407107308507
bursts_freq,2115,128,8,2,1867932.224395214,ok,,107.8670579008758,,1,107.89443179965019,3,10.77,109.44407107308507
bursts_freq,2115,128,8,2,1867932.224736357,ok,,107.59169398806989,,1,107.6201437972486,4,10.77,109.44407107308507
bursts_freq,2115,128,8,2,1867932.225051794,ok,,106.52151610702276,,1,106.58967308700085,5,10.77,109.44407107308507
bursts_freq,2115,128,8,2,1867932.225346645,ok,,106.37579578906298,,1,106.41646198928356,6,10.77,109.44407107308507
bursts_freq,2115,128,8,2,1867932.225634993,ok,,106.55034985393286,,1,106.58162389881909,7,10.77,109.44407107308507
bursts_freq,2115,2048,4,1,1867932.868092611,ok,,317.42423004470766,,1,317.4957970622927,0,210.254,621.2229819502681
bursts_freq,2115,2048,4,1,1867932.868632086,ok,,317.03924387693405,,1,317.08266492933035,1,210.254,621.2229819502681
bursts_freq,2115,2048,4,1,1867932.869062438,ok,,620.0401040259749,,1,620.0798370409757,2,210.254,621.2229819502681
bursts_freq,2115,2048,4,1,1867932.869437203,ok,,619.4965299218893,,1,619.5821538567543,3,210.254,621.2229819502681
bursts_freq,2115,128,2,1,1867934.007243883,ok,,37.93886490166187,,1,38.01059792749584,0,14.301,63.39943106286228
bursts_freq,2115,128,2,1,1867934.007748726,ok,,62.60063103400171,,1,62.668510945513844,1,14.301,63.39943106286228
bursts_freq,2115,1024,8,1,1867934.59410684,ok,,234.37945102341473,,1,234.47690112516284,0,198.189,607.5938029680401
bursts_freq,2115,1024,8,1,1867934.594502956,ok,,234.6576270647347,,1,234.71962101757526,1,198.189,607.5938029680401
bursts_freq,2115,1024,8,1,1867934.594782999,ok,,234.18871290050447,,1,234.27813104353845,2,198.189,607.5938029680401
bursts_freq,2115,1024,8,1,1867934.595030192,ok,,530.4548710118979,,1,530.4931700229645,3,198.189,607.5938029680401
bursts_freq,2115,1024,8,1,1867934.595265802,ok,,530.069364933297,,1,530.1376839634031,4,198.189,607.5938029680401
bursts_freq,2115,1024,8,1,1867934.595498591,ok,,530.0762071274221,,1,530.1064560189843,5,198.189,607.5938029680401
bursts_freq,2115,1024,8,1,1867934.595728649,ok,,529.9193249084055,,1,529.9478720407933,6,198.189,607.5938029680401
bursts_freq,2115,1024,8,1,1867934.595953864,ok,,605.4551820270717,,1,605.5230868514627,7,198.189,607.5938029680401
bursts_freq,2115,128,4,0,1867935.723593089,ok,,44.681761879473925,,1,44.750517001375556,0,11.752,72.94429698958993
bursts_freq,2115,128,4,0,1867935.724108672,ok,,44.313235906884074,,1,44.35414704494178,1,11.752,72.94429698958993
bursts_freq,2115,128,4,0,1867935.724448815,ok,,71.81123807094991,,1,71.85224792920053,2,11.752,72.94429698958993
bursts_freq,2115,128,4,0,1867935.724721849,ok,,71.3843540288508,,1,71.45701511763036,3,11.752,72.94429698958993
bursts_freq,2115,128,1,1,1867936.321717345,ok,,35.1386540569365,,1,35.210703033953905,0,11.126,35.41630110703409
bursts_freq,2115,1024,4,2,1867936.881348064,ok,,157.1415551006794,,1,157.21270604990423,0,97.972,301.03403702378273
bursts_freq,2115,1024,4,2,1867936.881756175,ok,,156.99548600241542,,1,157.03886095434427,1,97.972,301.03403702378273
bursts_freq,2115,1024,4,2,1867936.882061376,ok,,300.1063868869096,,1,300.14755693264306,2,97.972,301.03403702378273
bursts_freq,2115,1024,4,2,1867936.882336611,ok,,299.66157604940236,,1,299.7483741492033,3,97.972,301.03403702378273
bursts_freq,2115,2048,2,1,1867937.705472529,ok,,156.02337708696723,,1,156.09590895473957,0,91.181,303.0174020677805
bursts_freq,2115,2048,2,1,1867937.706211244,ok,,301.9806230440736,,1,302.05050203949213,1,91.181,303.0174020677805
bursts_freq,2115,1024,1,2,1867938.524112259,ok,,83.84318393655121,,1,83.93740793690085,0,13.73,84.15586687624454
bursts_freq,2115,2048,2,2,1867939.127612191,ok,,312.8904409240931,,1,312.95976997353137,0,85.468,313.373981975019
bursts_freq,2115,2048,2,2,1867939.128239336,ok,,312.5259140506387,,1,312.5678689684719,1,85.468,313.373981975019
bursts_freq,2115,1024,1,1,1867939.960580317,ok,,84.3765598256141,,1,84.39958584494889,0,6.819,84.5719831995666
bursts_freq,2115,1024,2,2,1867940.56447582,ok,,87.05293596722186,,1,87.1236021630466,0,30.935,163.1905969697982
bursts_freq,2115,1024,2,2,1867940.565105123,ok,,162.24726592190564,,1,162.31526993215084,1,30.935,163.1905969697982
bursts_freq,2115,128,2,0,1867941.249803418,ok,,38.136651972308755,,1,38.22426684200764,0,6.717,63.794407062232494
bursts_freq,2115,128,2,0,1867941.250321349,ok,,62.97376309521496,,1,63.04299202747643,1,6.717,63.794407062232494
bursts_freq,2115,128,8,1,1867941.831482647,ok,,47.388128004968166,,1,47.459759982302785,0,7.493,116.78242101334035
bursts_freq,2115,128,8,1,1867941.831930011,ok,,115.2783208526671,,1,115.34682288765907,1,7.493,116.78242101334035
bursts_freq,2115,128,8,1,1867941.832252768,ok,,115.11410283856094,,1,115.15474691987038,2,7.493,116.78242101334035
bursts_freq,2115,128,8,1,1867941.832508503,ok,,115.43471994809806,,1,115.4630531091243,3,7.493,116.78242101334035
bursts_freq,2115,128,8,1,1867941.83274973,ok,,115.10672303847969,,1,115.14486907981336,4,7.493,116.78242101334035
bursts_freq,2115,128,8,1,1867941.832982162,ok,,114.55960990861058,,1,114.58746693097055,5,7.493,116.78242101334035
bursts_freq,2115,128,8,1,1867941.83321531,ok,,114.39454299397767,,1,114.42164611071348,6,7.493,116.78242101334035
bursts_freq,2115,128,8,1,1867941.833437091,ok,,114.02486613951623,,1,114.05518208630383,7,7.493,116.78242101334035
bursts_freq,2115,2048,1,0,1867942.471835881,ok,,155.9461490251124,,1,156.0188140720129,0,29.595,156.23825998045504
bursts_freq,2115,128,8,0,1867943.145665848,ok,,48.106385162100196,,1,48.17984695546329,0,36.789,118.15829202532768
bursts_freq,2115,128,8,0,1867943.146182647,ok,,116.50055297650397,,1,116.56874208711088,1,36.789,118.15829202532768
bursts_freq,2115,128,8,0,1867943.14652192,ok,,116.32084497250617,,1,116.35923385620117,2,36.789,118.15829202532768
bursts_freq,2115,128,8,0,1867943.146806514,ok,,116.12952314317226,,1,116.16005003452301,3,36.789,118.15829202532768
bursts_freq,2115,128,8,0,1867943.147067687,ok,,115.97870197147131,,1,116.00715504027903,4,36.789,118.15829202532768
bursts_freq,2115,128,8,0,1867943.147275605,ok,,116.08441197313368,,1,116.13156599923968,5,36.789,118.15829202532768
bursts_freq,2115,128,8,0,1867943.147480731,ok,,116.02281220257282,,1,116.059142164886,6,36.789,118.15829202532768
bursts_freq,2115,128,8,0,1867943.147681868,ok,,115.43442797847092,,1,115.46207102946937,7,36.789,118.15829202532768
bursts_freq,2115,128,1,0,1867943.786490269,ok,,35.5776259675622,,1,35.64821998588741,0,0.0,35.859507974237204
bursts_freq,2115,2048,8,1,1867944.353332177,ok,,327.48122490011156,,1,327.5257209315896,0,426.766,1263.663728022948
bursts_freq,2115,2048,8,1,1867944.354057306,ok,,326.4872150029987,,1,326.5579070430249,1,426.766,1263.663728022948
bursts_freq,2115,2048,8,1,1867944.354524398,ok,,630.5219980422407,,1,630.5945669300854,2,426.766,1263.663728022948
bursts_freq,2115,2048,8,1,1867944.354945394,ok,,629.695458104834,,1,629.7903370577842,3,426.766,1263.663728022948
bursts_freq,2115,2048,8,1,1867944.355376697,ok,,933.5354040376842,,1,933.5749610327184,4,426.766,1263.663728022948
bursts_freq,2115,2048,8,1,1867944.355783841,ok,,932.9794838558882,,1,933.0478648189455,5,426.766,1263.663728022948
bursts_freq,2115,2048,8,1,1867944.356189688,ok,,1260.4792430065572,,1,1260.5185320135206,6,426.766,1263.663728022948
bursts_freq,2115,2048,8,1,1867944.35657057,ok,,1259.9497810006142,,1,1260.0181000307202,7,426.766,1263.663728022948
bursts_freq,2115,1024,2,1,1867946.138968291,ok,,88.13369506970048,,1,88.20682903751731,0,45.982,165.10025993920863
bursts_freq,2115,1024,2,1,1867946.139631599,ok,,164.12868606857955,,1,164.19640509411693,1,45.982,165.10025993920863
bursts_freq,2115,128,1,2,1867946.819017838,ok,,36.036436911672354,,1,36.10480693168938,0,11.26,36.31786513142288
bursts_freq,2115,1024,1,0,1867947.370267316,ok,,84.87705700099468,,1,84.94723192416131,0,29.161,85.15356807038188
bursts_freq,2115,1024,2,0,1867947.977965376,ok,,86.46405581384897,,1,86.54450485482812,0,56.147,163.63017284311354
bursts_freq,2115,1024,2,0,1867947.97845639,ok,,162.86527994088829,,1,162.93274890631437,1,56.147,163.63017284311354
bursts_freq,2115,2048,4,0,1867948.684456556,ok,,160.94511793926358,,1,161.0179077833891,0,203.613,612.7243218943477
bursts_freq,2115,2048,4,0,1867948.684976449,ok,,464.1618400346488,,1,464.20455491170287,1,203.613,612.7243218943477
bursts_freq,2115,2048,4,0,1867948.685398863,ok,,463.45895412378013,,1,463.5290901642293,2,203.613,612.7243218943477
bursts_freq,2115,2048,4,0,1867948.685721246,ok,,611.1880538519472,,1,611.2561610061675,3,203.613,612.7243218943477
bursts_freq,2115,2048,8,0,1867949.827576544,ok,,326.00965700112283,,1,326.08073903247714,0,431.517,1264.8413858842105
bursts_freq,2115,2048,8,0,1867949.827993946,ok,,325.86142513900995,,1,325.9050250053406,1,431.517,1264.8413858842105
bursts_freq,2115,2048,8,0,1867949.828310568,ok,,629.1605571750551,,1,629.2291760910302,2,431.517,1264.8413858842105
bursts_freq,2115,2048,8,0,1867949.828592224,ok,,629.0347469039261,,1,629.0766058955342,3,431.517,1264.8413858842105
bursts_freq,2115,2048,8,0,1867949.828864718,ok,,935.7219219673425,,1,935.760302003473,4,431.517,1264.8413858842105
bursts_freq,2115,2048,8,0,1867949.829110324,ok,,935.3244171943516,,1,935.3932840749621,5,431.517,1264.8413858842105
bursts_freq,2115,2048,8,0,1867949.829334446,ok,,1262.832100968808,,1,1262.8831800539047,6,431.517,1264.8413858842105
bursts_freq,2115,2048,8,0,1867949.82956094,ok,,1262.434489093721,,1,1262.520028045401,7,431.517,1264.8413858842105
bursts_freq,2115,1024,4,1,1867951.884843688,ok,,155.11914109811187,,1,155.2103089634329,0,94.138,299.3081449531019
bursts_freq,2115,1024,4,1,1867951.885364336,ok,,154.78306007571518,,1,154.8250811174512,1,94.138,299.3081449531019
bursts_freq,2115,1024,4,1,1867951.885745544,ok,,297.9886760003865,,1,298.0558380950242,2,94.138,299.3081449531019
bursts_freq,2115,1024,4,1,1867951.886091101,ok,,297.79008007608354,,1,297.82764008268714,3,94.138,299.3081449531019
bursts_freq,2115,2048,8,2,1867952.756701707,ok,,326.98942301794887,,1,327.0887911785394,0,424.949,1268.8796957954764
bursts_freq,2115,2048,8,2,1867952.757121863,ok,,327.0036829635501,,1,327.0796509459615,1,424.949,1268.8796957954764
bursts_freq,2115,2048,8,2,1867952.757348629,ok,,630.543626146391,,1,630.6391661055386,2,424.949,1268.8796957954764
bursts_freq,2115,2048,8,2,1867952.75755737,ok,,630.7283679489046,,1,630.7943570427597,3,424.949,1268.8796957954764
bursts_freq,2115,2048,8,2,1867952.75775486,ok,,937.6168539747596,,1,937.6877339091152,4,424.949,1268.8796957954764
bursts_freq,2115,2048,8,2,1867952.757961514,ok,,937.6715580001473,,1,937.7155741676688,5,424.949,1268.8796957954764
bursts_freq,2115,2048,8,2,1867952.758158082,ok,,1267.052095150575,,1,1267.1203589998186,6,424.949,1268.8796957954764
bursts_freq,2115,2048,8,2,1867952.758341519,ok,,1267.0168310869485,,1,1267.0558739919215,7,424.949,1268.8796957954764
bursts_freq,2115,2048,1,1,1867954.560177148,ok,,152.24876697175205,,1,152.27176691405475,0,34.47,152.41056494414806
bursts_freq,2115,1024,8,2,1867955.236848196,ok,,163.4685650933534,,1,163.5622689500451,0,185.439,607.2736929636449
bursts_freq,2115,1024,8,2,1867955.237253405,ok,,163.43940305523574,,1,163.51991705596447,1,185.439,607.2736929636449
bursts_freq,2115,1024,8,2,1867955.237556852,ok,,462.01284509152174,,1,462.0426141191274,2,185.439,607.2736929636449
bursts_freq,2115,1024,8,2,1867955.237837303,ok,,461.6386969573796,,1,461.67709794826806,3,185.439,607.2736929636449
bursts_freq,2115,1024,8,2,1867955.238104772,ok,,461.5403339266777,,1,461.5703208837658,4,185.439,607.2736929636449
bursts_freq,2115,1024,8,2,1867955.238331108,ok,,460.98617115058005,,1,461.0587500501424,5,185.439,607.2736929636449
bursts_freq,2115,1024,8,2,1867955.238543766,ok,,605.3349608555436,,1,605.3731928113848,6,185.439,607.2736929636449
bursts_freq,2115,1024,8,2,1867955.238758511,ok,,604.9674469977617,,1,605.0384191330522,7,185.439,607.2736929636449
bursts_freq,2115,1024,4,0,1867956.475290531,ok,,157.78463101014495,,1,157.85607299767435,0,97.446,302.8083839453757
bursts_freq,2115,1024,4,0,1867956.475796019,ok,,157.55159500986338,,1,157.59564796462655,1,97.446,302.8083839453757
bursts_freq,2115,1024,4,0,1867956.476179953,ok,,301.5346019528806,,1,301.6021850053221,2,97.446,302.8083839453757
bursts_freq,2115,1024,4,0,1867956.47650733,ok,,301.3553908094764,,1,301.3953638728708,3,97.446,302.8083839453757
bursts_freq,2115,2048,2,0,1867957.380575162,ok,,158.1179820932448,,1,158.18969416432083,0,97.076,306.42362707294524
bursts_freq,2115,2048,2,0,1867957.381257033,ok,,305.4780869279057,,1,305.54726999253035,1,97.076,306.42362707294524
bursts_freq,2115,128,4,1,1867958.206937884,ok,,45.23434513248503,,1,45.30487395823002,0,14.273,73.30389297567308
bursts_freq,2115,128,4,1,1867958.207453467,ok,,44.879283057525754,,1,44.91866007447243,1,14.273,73.30389297567308
bursts_freq,2115,128,4,1,1867958.207804014,ok,,71.99964998289943,,1,72.06610403954983,2,14.273,73.30389297567308
bursts_freq,2115,128,4,1,1867958.208092407,ok,,71.85560301877558,,1,71.89453300088644,3,14.273,73.30389297567308
bursts_freq,2115,2048,4,2,1867958.808640631,ok,,319.2546551581472,,1,319.32434416376054,0,194.659,625.6609088741243
bursts_freq,2115,2048,4,2,1867958.809200377,ok,,318.8613180536777,,1,318.9019139390439,1,194.659,625.6609088741243
bursts_freq,2115,2048,4,2,1867958.809621984,ok,,624.2723441682756,,1,624.3416219949722,2,194.659,625.6609088741243
bursts_freq,2115,2048,4,2,1867958.809989236,ok,,624.0934529341757,,1,624.1339929401875,3,194.659,625.6609088741243
bursts_freq,2115,128,4,2,1867960.034772888,ok,,44.629086973145604,,1,44.69835595227778,0,7.232,72.76272098533809
bursts_freq,2115,128,4,2,1867960.035290307,ok,,44.26153702661395,,1,44.30148517712951,1,7.232,72.76272098533809
bursts_freq,2115,128,4,2,1867960.035625361,ok,,71.48590101860464,,1,71.5546861756593,2,7.232,72.76272098533809
bursts_freq,2115,128,4,2,1867960.035905344,ok,,71.35143713094294,,1,71.39158714562654,3,7.232,72.76272098533809
bursts_freq,2115,1024,8,0,1867960.675898211,ok,,163.76740694977343,,1,163.85893896222115,0,203.565,607.1089617908001
bursts_freq,2115,1024,8,0,1867960.676306113,ok,,163.75495214015245,,1,163.82577107287943,1,203.565,607.1089617908001
bursts_freq,2115,1024,8,0,1867960.676604285,ok,,460.6450470164418,,1,460.67349007353187,2,203.565,607.1089617908001
bursts_freq,2115,1024,8,0,1867960.67687401,ok,,460.44557401910424,,1,460.473895072937,3,203.565,607.1089617908001
bursts_freq,2115,1024,8,0,1867960.677134511,ok,,459.8544470500201,,1,459.94675694964826,4,203.565,607.1089617908001
bursts_freq,2115,1024,8,0,1867960.677386813,ok,,459.77420290000737,,1,459.8116318229586,5,203.565,607.1089617908001
bursts_freq,2115,1024,8,0,1867960.677644878,ok,,604.9804880749434,,1,605.0492969807237,6,203.565,607.1089617908001
bursts_freq,2115,1024,8,0,1867960.677859043,ok,,604.9112780019641,,1,604.9482589587569,7,203.565,607.1089617908001
bursts_freq,1815,1024,8,2,1867962.984311497,ok,,241.15549982525408,,1,241.2327090278268,0,197.268,615.6428260728717
bursts_freq,1815,1024,8,2,1867962.984770712,ok,,240.8772730268538,,1,240.9396069124341,1,197.268,615.6428260728717
bursts_freq,1815,1024,8,2,1867962.985044138,ok,,239.91045984439552,,1,240.02513894811273,2,197.268,615.6428260728717
bursts_freq,1815,1024,8,2,1867962.98528091,ok,,538.2852300535887,,1,538.3292969781905,3,197.268,615.6428260728717
bursts_freq,1815,1024,8,2,1867962.985504139,ok,,538.1645651068538,,1,538.2011749316007,4,197.268,615.6428260728717
bursts_freq,1815,1024,8,2,1867962.985731562,ok,,537.7020821906626,,1,537.7597759943455,5,197.268,615.6428260728717
bursts_freq,1815,1024,8,2,1867962.985937598,ok,,536.9966821745038,,1,537.1263141278177,6,197.268,615.6428260728717
bursts_freq,1815,1024,8,2,1867962.986149788,ok,,613.4852501563728,,1,613.5620730929077,7,197.268,615.6428260728717
bursts_freq,1815,128,8,1,1867964.122148046,ok,,53.32893691956997,,1,53.36453393101692,0,7.47,115.24887895211577
bursts_freq,1815,128,8,1,1867964.122719201,ok,,52.8311210218817,,1,52.848092978820205,1,7.47,115.24887895211577
bursts_freq,1815,128,8,1,1867964.123074281,ok,,113.81041794084013,,1,113.83772292174399,2,7.47,115.24887895211577
bursts_freq,1815,128,8,1,1867964.123351789,ok,,113.19468286819756,,1,113.26992488466203,3,7.47,115.24887895211577
bursts_freq,1815,128,8,1,1867964.123616341,ok,,113.19553386420012,,1,113.22463396936655,4,7.47,115.24887895211577
bursts_freq,1815,128,8,1,1867964.123855714,ok,,113.09788399375975,,1,113.1241200491786,5,7.47,115.24887895211577
bursts_freq,1815,128,8,1,1867964.124063319,ok,,112.97492403537035,,1,113.00256382673979,6,7.47,115.24887895211577
bursts_freq,1815,128,8,1,1867964.124268483,ok,,112.44534305296838,,1,112.48480714857578,7,7.47,115.24887895211577
bursts_freq,1815,1024,4,0,1867964.772903393,ok,,163.48083107732236,,1,163.55633107014,0,95.794,307.9103329218924
bursts_freq,1815,1024,4,0,1867964.773380909,ok,,163.1654198281467,,1,163.20650978013873,1,95.794,307.9103329218924
bursts_freq,1815,1024,4,0,1867964.77366508,ok,,306.73925299197435,,1,306.81353784166276,2,95.794,307.9103329218924
bursts_freq,1815,1024,4,0,1867964.773902312,ok,,306.6606051288545,,1,306.7007821518928,3,95.794,307.9103329218924
bursts_freq,1815,1024,2,1,1867965.600300742,ok,,159.96286901645362,,1,160.00362485647202,0,53.567,160.22568591870368
bursts_freq,1815,1024,2,1,1867965.600913813,ok,,159.1854728758335,,1,159.26161594688892,1,53.567,160.22568591870368
bursts_freq,1815,128,1,0,1867966.278208892,ok,,38.23853190988302,,1,38.31389686092734,0,0.0,38.549992023035884
bursts_freq,1815,2048,8,1,1867966.844031541,ok,,332.53358816727996,,1,332.59692997671664,0,423.918,1276.0278079658747
bursts_freq,1815,2048,8,1,1867966.844507309,ok,,331.67933905497193,,1,331.77326200529933,1,423.918,1276.0278079658747
bursts_freq,1815,2048,8,1,1867966.844808627,ok,,637.6522320788354,,1,637.741656973958,2,423.918,1276.0278079658747
bursts_freq,1815,2048,8,1,1867966.845086511,ok,,637.7328850794584,,1,637.7954799681902,3,423.918,1276.0278079658747
bursts_freq,1815,2048,8,1,1867966.845323611,ok,,948.0444849468768,,1,948.0854589492083,4,423.918,1276.0278079658747
bursts_freq,1815,2048,8,1,1867966.845551768,ok,,947.6557858288288,,1,947.7319798897952,5,423.918,1276.0278079658747
bursts_freq,1815,2048,8,1,1867966.845779947,ok,,1274.040431017056,,1,1274.07947788015,6,423.918,1276.0278079658747
bursts_freq,1815,2048,8,1,1867966.84599616,ok,,1273.6650840379298,,1,1273.7391099799424,7,423.918,1276.0278079658747
bursts_freq,1815,2048,2,0,1867968.641833912,ok,,163.53737586177886,,1,163.6125708464533,0,111.079,311.65034300647676
bursts_freq,1815,2048,2,0,1867968.642507754,ok,,310.6542360037565,,1,310.7286330778152,1,111.079,311.65034300647676
bursts_freq,1815,1024,8,1,1867969.478297086,ok,,103.6606749985367,,1,103.7851411383599,0,200.338,621.1809951346368
bursts_freq,1815,1024,8,1,1867969.478731803,ok,,401.22857806272805,,1,401.3381500262767,1,200.338,621.1809951346368
bursts_freq,1815,1024,8,1,1867969.479024458,ok,,401.2337641324848,,1,401.2629110366106,2,200.338,621.1809951346368
bursts_freq,1815,1024,8,1,1867969.479273445,ok,,400.88122012093663,,1,400.9184599854052,3,200.338,621.1809951346368
bursts_freq,1815,1024,8,1,1867969.479509319,ok,,400.8457160089165,,1,400.87585616856813,4,200.338,621.1809951346368
bursts_freq,1815,1024,8,1,1867969.47973944,ok,,619.4867060985416,,1,619.5186730474234,5,200.338,621.1809951346368
bursts_freq,1815,1024,8,1,1867969.479968154,ok,,618.9696840010583,,1,619.0769928507507,6,200.338,621.1809951346368
bursts_freq,1815,1024,8,1,1867969.480206781,ok,,618.927048984915,,1,618.9672120381147,7,200.338,621.1809951346368
bursts_freq,1815,1024,4,1,1867970.631178766,ok,,162.56094188429415,,1,162.63800696469843,0,77.164,308.1464299466461
bursts_freq,1815,1024,4,1,1867970.631643617,ok,,162.25777892395854,,1,162.299184827134,1,77.164,308.1464299466461
bursts_freq,1815,1024,4,1,1867970.631949321,ok,,307.1165890432894,,1,307.15765315108,2,77.164,308.1464299466461
bursts_freq,1815,1024,4,1,1867970.632226496,ok,,306.64249905385077,,1,306.7184491083026,3,77.164,308.1464299466461
bursts_freq,1815,2048,1,2,1867971.461943559,ok,,160.98666586913168,,1,161.09366482123733,0,28.736,161.3349230028689
bursts_freq,1815,128,4,2,1867972.141057358,ok,,47.635675175115466,,1,47.70904500037432,0,6.729,76.18137379176915
bursts_freq,1815,128,4,2,1867972.141613214,ok,,47.23943187855184,,1,47.28006199002266,1,6.729,76.18137379176915
bursts_freq,1815,128,4,2,1867972.141957218,ok,,74.93818295188248,,1,74.97791503556073,2,6.729,76.18137379176915
bursts_freq,1815,128,4,2,1867972.142251248,ok,,74.48637089692056,,1,74.5612159371376,3,6.729,76.18137379176915
bursts_freq,1815,2048,4,0,1867972.743035903,ok,,325.1848369836807,,1,325.26289601810277,0,218.118,633.1735441926867
bursts_freq,1815,2048,4,0,1867972.743635642,ok,,324.7722538653761,,1,324.8162008821964,1,218.118,633.1735441926867
bursts_freq,1815,2048,4,0,1867972.74406829,ok,,631.6993278451264,,1,631.7734478507191,2,218.118,633.1735441926867
bursts_freq,1815,2048,4,0,1867972.744474248,ok,,631.4516188576818,,1,631.4906398765743,3,218.118,633.1735441926867
bursts_freq,1815,1024,1,0,1867973.894981119,ok,,90.78716184012592,,1,90.86299687623978,0,17.644,91.10201499424875
bursts_freq,1815,1024,8,0,1867974.510069891,ok,,324.41673590801656,,1,324.44753288291395,0,191.052,625.8587441407144
bursts_freq,1815,1024,8,0,1867974.510531788,ok,,323.70139798149467,,1,323.7764579243958,1,191.052,625.8587441407144
bursts_freq,1815,1024,8,0,1867974.510833502,ok,,323.72777187265456,,1,323.7546659074724,2,191.052,625.8587441407144
bursts_freq,1815,1024,8,0,1867974.511114839,ok,,,,0,323.3159959781915,3,191.052,625.8587441407144
bursts_freq,1815,1024,8,0,1867974.511379543,ok,,624.106704024598,,1,624.1453790571541,4,191.052,625.8587441407144
bursts_freq,1815,1024,8,0,1867974.511642584,ok,,623.9423318766057,,1,623.9712438546121,5,191.052,625.8587441407144
bursts_freq,1815,1024,8,0,1867974.511901351,ok,,623.758657136932,,1,623.7852340564132,6,191.052,625.8587441407144
bursts_freq,1815,1024,8,0,1867974.512135914,ok,,623.1727339327335,,1,623.2448958326131,7,191.052,625.8587441407144
bursts_freq,1815,2048,2,1,1867975.669449101,ok,,319.77295014075935,,1,319.84827714040875,0,98.229,320.1881099957973
bursts_freq,1815,2048,2,1,1867975.670119214,ok,,319.2657898180187,,1,319.32031689211726,1,98.229,320.1881099957973
bursts_freq,1815,128,2,2,1867976.534301715,ok,,40.08497903123498,,1,40.16045294702053,0,6.815,66.36088015511632
bursts_freq,1815,128,2,2,1867976.534854808,ok,,65.47517608851194,,1,65.54948817938566,1,6.815,66.36088015511632
bursts_freq,1815,2048,4,2,1867977.129169573,ok,,323.3135719783604,,1,323.38973181322217,0,221.404,630.513119045645
bursts_freq,1815,2048,4,2,1867977.129662982,ok,,322.98100809566677,,1,323.02070409059525,1,221.404,630.513119045645
bursts_freq,1815,2048,4,2,1867977.13001002,ok,,629.2931330390275,,1,629.36782091856,2,221.404,630.513119045645
bursts_freq,1815,2048,4,2,1867977.130314538,ok,,629.1481719817966,,1,629.1883890517056,3,221.404,630.513119045645
bursts_freq,1815,128,4,0,1867978.282722929,ok,,47.78669588267803,,1,47.86440008319914,0,18.056,76.00206090137362
bursts_freq,1815,128,4,0,1867978.28329367,ok,,47.386945923790336,,1,47.42798791266978,1,18.056,76.00206090137362
bursts_freq,1815,128,4,0,1867978.283645247,ok,,74.60869895294309,,1,74.68425598926842,2,18.056,76.00206090137362
bursts_freq,1815,128,4,0,1867978.283892887,ok,,74.52451111748815,,1,74.56389698199928,3,18.056,76.00206090137362
bursts_freq,1815,1024,2,2,1867978.888466599,ok,,92.2252091113478,,1,92.29989512823522,0,54.2,169.60984584875405
