request_id,selected_prefill_endpoint_id,selected_decode_endpoint_id,route_timestamp_wall_s,prefill_completion_wall_s,kv_handoff_completion_wall_s,decode_start_wall_s,decode_completion_wall_s,outcome
phase3c-xpyd_power_compare_optimized_256656-0000,P1,D1,1788373800.4307961,1788373800.5791283,1788373800.5791311,1788373800.579232,1788373804.25802,completed
phase3c-xpyd_power_compare_optimized_256656-0001,P1,D1,1788373804.2792697,1788373804.4290862,1788373804.429089,1788373804.4291883,1788373808.1083431,completed
phase3c-xpyd_power_compare_optimized_256656-0002,P1,D1,1788373828.7577665,1788373828.8787262,1788373828.878729,1788373828.8788307,1788373832.5572636,completed
phase3c-xpyd_power_compare_optimized_256656-0003,P1,D1,1788373853.7745292,1788373853.8920877,1788373853.89209,1788373853.8921802,1788373857.5707858,completed
phase3c-xpyd_power_compare_optimized_256656-0004,P1,D1,1788373878.7734108,1788373878.9045048,1788373878.9045076,1788373878.904601,1788373882.5816407,completed
phase3c-xpyd_power_compare_optimized_256656-0005,P1,D1,1788373903.7724326,1788373903.90551,1788373903.905512,1788373903.9056032,1788373907.5826178,completed
phase3c-xpyd_power_compare_optimized_256656-0006,P1,D1,1788373928.7735643,1788373928.9034114,1788373928.9034138,1788373928.9035082,1788373932.580747,completed
phase3c-xpyd_power_compare_optimized_256656-0007,P1,D1,1788373953.7564075,1788373953.887554,1788373953.887557,1788373953.887647,1788373957.5647926,completed
phase3c-xpyd_power_compare_optimized_256656-0008,P1,D1,1788373978.7588458,1788373978.8884501,1788373978.8884528,1788373978.8885536,1788373982.5654502,completed
phase3c-xpyd_power_compare_optimized_256656-0009,P1,D1,1788374003.7725863,1788374003.9018698,1788374003.9018724,1788374003.9019642,1788374007.5812263,completed
phase3c-xpyd_power_compare_optimized_256656-0010,P1,D1,1788374028.7730606,1788374028.9030364,1788374028.9030387,1788374028.9031339,1788374032.5800784,completed
phase3c-xpyd_power_compare_optimized_256656-0011,P1,D1,1788374053.7728097,1788374053.9025793,1788374053.9025815,1788374053.9027267,1788374057.5805743,completed
phase3c-xpyd_power_compare_optimized_256656-0012,P1,D1,1788374078.7716236,1788374078.9001722,1788374078.9001746,1788374078.9002662,1788374082.5776324,completed
phase3c-xpyd_power_compare_optimized_256656-0013,P1,D1,1788374103.772585,1788374103.9035192,1788374103.9035215,1788374103.903613,1788374107.5809896,completed
phase3c-xpyd_power_compare_optimized_256656-0014,P1,D1,1788374128.7740438,1788374128.904638,1788374128.9046402,1788374128.90479,1788374132.5825503,completed
phase3c-xpyd_power_compare_optimized_256656-0015,P1,D1,1788374153.7721329,1788374153.902653,1788374153.9026551,1788374153.9027975,1788374157.579543,completed
phase3c-xpyd_power_compare_optimized_256656-0016,P1,D1,1788374178.771966,1788374178.9020834,1788374178.9020855,1788374178.902175,1788374182.5810745,completed
phase3c-xpyd_power_compare_optimized_256656-0017,P1,D1,1788374203.7766306,1788374203.9103675,1788374203.91037,1788374203.9104707,1788374207.5883825,completed
phase3c-xpyd_power_compare_optimized_256656-0018,P1,D1,1788374228.7731993,1788374228.9029627,1788374228.9029653,1788374228.903077,1788374232.5808423,completed
phase3c-xpyd_power_compare_optimized_256656-0019,P1,D1,1788374253.7722468,1788374253.9030936,1788374253.9030957,1788374253.903186,1788374257.5808103,completed
phase3c-xpyd_power_compare_optimized_256656-0020,P1,D1,1788374278.7616282,1788374278.8924792,1788374278.892482,1788374278.8925893,1788374282.570216,completed
phase3c-xpyd_power_compare_optimized_256656-0021,P1,D1,1788374303.7731328,1788374303.9035,1788374303.9035022,1788374303.903593,1788374307.580351,completed
phase3c-xpyd_power_compare_optimized_256656-0022,P1,D1,1788374328.7721326,1788374328.9006152,1788374328.9006174,1788374328.9007545,1788374332.5787275,completed
phase3c-xpyd_power_compare_optimized_256656-0023,P1,D1,1788374353.7724197,1788374353.9068666,1788374353.9068696,1788374353.9069817,1788374357.5854943,completed
phase3c-xpyd_power_compare_optimized_256656-0024,P1,D1,1788374378.773507,1788374378.9051785,1788374378.905181,1788374378.905285,1788374382.5835407,completed
phase3c-xpyd_power_compare_optimized_256656-0025,P1,D1,1788374403.773455,1788374403.9047198,1788374403.9047227,1788374403.9048173,1788374407.5818715,completed
phase3c-xpyd_power_compare_optimized_256656-0026,P1,D1,1788374428.7742922,1788374428.904136,1788374428.9041388,1788374428.9042387,1788374432.582471,completed
phase3c-xpyd_power_compare_optimized_256656-0027,P1,D1,1788374453.7726018,1788374453.9044232,1788374453.9044256,1788374453.9045274,1788374457.583051,completed
phase3c-xpyd_power_compare_optimized_256656-0028,P1,D1,1788374478.7743883,1788374478.9034495,1788374478.9034522,1788374478.9035506,1788374482.5815845,completed
phase3c-xpyd_power_compare_optimized_256656-0029,P1,D1,1788374503.7733753,1788374503.903784,1788374503.9037867,1788374503.9038837,1788374507.581439,completed
phase3c-xpyd_power_compare_optimized_256656-0030,P1,D1,1788374528.7706368,1788374528.9017887,1788374528.9017916,1788374528.901891,1788374532.5803592,completed
phase3c-xpyd_power_compare_optimized_256656-0031,P1,D1,1788374553.7764964,1788374553.9097555,1788374553.909758,1788374553.9098597,1788374557.5885005,completed
phase3c-xpyd_power_compare_optimized_256656-0032,P1,D1,1788374578.773112,1788374578.9019802,1788374578.901983,1788374578.902083,1788374582.5801015,completed
phase3c-xpyd_power_compare_optimized_256656-0033,P1,D1,1788374603.7734778,1788374603.904931,1788374603.9049337,1788374603.9050376,1788374607.5839248,completed
phase3c-xpyd_power_compare_optimized_256656-0034,P1,D1,1788374628.773535,1788374628.901375,1788374628.9013774,1788374628.9014795,1788374632.5792098,completed
phase3c-xpyd_power_compare_optimized_256656-0035,P1,D1,1788374653.772036,1788374653.9023955,1788374653.9023976,1788374653.9024994,1788374657.580916,completed
phase3c-xpyd_power_compare_optimized_256656-0036,P1,D1,1788374678.7743907,1788374678.9063542,1788374678.9063566,1788374678.9064581,1788374682.5842023,completed
phase3c-xpyd_power_compare_optimized_256656-0037,P1,D1,1788374703.7739973,1788374703.9036245,1788374703.9036272,1788374703.9037747,1788374707.582614,completed
