seq,workload_id,duration_s,successful_requests,neptune_energy_j,ganymede_energy_j,combined_energy_j,combined_energy_wh,combined_avg_power_w,energy_per_request_j
1,short_baseline,38.05011,12,2323.670571,1263.967565,3587.638136,0.996566149,94.287196,298.969845
2,short_high_rps_queue,158.820224,1920,11284.164771,10683.020398,21967.185169,6.10199588,138.314785,11.441242
3,short_recovery,35.467963,12,2125.997283,1241.530702,3367.527986,0.93542444,94.945628,280.627332
