seq,workload_id,duration_s,successful_requests,neptune_energy_j,ganymede_energy_j,combined_energy_j,combined_energy_wh,combined_avg_power_w,energy_per_request_j
1,steady_start,30.609712,12,1888.270943,1094.829007,2983.09995,0.828638875,97.455994,248.591662
2,short_ramp,34.033899,48,2186.902769,1199.74349,3386.646259,0.940735072,99.50803,70.55513
3,prefill_shift,31.263232,36,2037.793059,1176.294045,3214.087103,0.892801973,102.807255,89.280197
4,decode_shift,45.528211,24,3276.776578,1919.129929,5195.906507,1.443307363,114.124988,216.496104
5,sudden_burst,30.887533,80,2374.427662,1222.525294,3596.952956,0.999153599,116.45323,44.961912
6,short_recovery,34.736148,24,2137.530917,1238.069143,3375.60006,0.937666683,97.178308,140.650003
7,long_prefill,31.145025,24,2181.553418,1179.821009,3361.374427,0.933715119,107.926527,140.057268
8,mixed_pressure,47.697258,30,3163.38292,2059.210827,5222.593747,1.450720485,109.494632,174.086458
9,quiet_window,31.690885,12,1963.013277,1155.142926,3118.156203,0.866154501,98.392841,259.84635
